clusterID	N	coord	gene	annotation	FDR
clu_46891_+	5	chr12:101634605-101642419	MYBPC1	cryptic	0.00364
clu_71206_+	3	chr5:1802374-1814339	NDUFS6	cryptic	0.00377
clu_60773_+	3	chr1:245059458-245082083	EFCAB2	annotated	0.00378
clu_145798_+	3	chr14:73877168-73880055	PTGR2	annotated	0.00379
clu_10439_-	2	chr15:58013994-58014177	ALDH1A2	annotated	0.00379
clu_50669_-	4	chr2:84433435-84441047	SUCLG1	cryptic	0.00382
clu_76995_-	14	chr14:41563389-41604754	CTD-2298J14.2	cryptic	0.00396
clu_26135_-	6	chr5:139480898-139482210	TMEM173	cryptic	0.004
clu_10013_-	8	chr15:43584532-43684193	PPIP5K1	cryptic	0.00409
clu_163899_-	23	chr4:174990145-175437063	RP11-287F9.2	cryptic	0.00414
clu_145952_+	2	chr14:77899258-77907803	ADCK1	annotated	0.00416
clu_78334_-	25	chr14:104942910-104952811	.	annotated	0.00416
clu_31681_-	9	chr16:4469465-4474554	NMRAL1	cryptic	0.00418
clu_57464_+	31	chr1:121634987-121956003	.	annotated	0.0042
clu_51247_-	9	chr2:97547731-97551289	ANKRD36B	cryptic	0.0042
clu_68455_+	7	chr22:48489704-48646597	FAM19A5	cryptic	0.0042
clu_16805_+	2	chr18:24160067-24161516	CABYR	cryptic	0.00422
clu_146845_+	4	chr14:105474905-105478450	CRIP2	annotated	0.00428
clu_59296_+	2	chr1:174305127-174370979	RABGAP1L	cryptic	0.00438
clu_165382_+	2	chr16:4616575-4650365	MGRN1	annotated	0.00444
clu_78768_+	7	chr9:33750727-33796717	PRSS3	cryptic	0.00445
clu_42262_-	18	chr9:40886638-40904309	.	annotated	0.00446
clu_22238_-	4	chr10:50059273-50061478	FAM21EP	cryptic	0.00452
clu_23604_-	6	chr10:117473422-117492021	EMX2OS	cryptic	0.00452
clu_36872_+	3	chr13:113498521-113501752	TMCO3	cryptic	0.00452
clu_11298_-	7	chr15:85757985-85760703	.	annotated	0.00452
clu_112270_+	6	chr4:118054818-118114806	NDST3	cryptic	0.00452
clu_159960_-	2	chr7:95411743-95412312	PON2	annotated	0.00452
clu_9556_-	2	chr15:28220644-28222054	HERC2	cryptic	0.00453
clu_124228_+	4	chr19:58295581-58306091	ERVK3-1	cryptic	0.00453
clu_63266_-	4	chr19:1990822-1993020	BTBD2	cryptic	0.00455
clu_165557_+	2	chr16:8712905-8713491	ABAT	annotated	0.00465
clu_2797_-	2	chr22:21475300-21476002	PI4KAP2	annotated	0.00468
clu_22819_-	3	chr10:77982817-77984205	POLR3A	cryptic	0.0047
clu_49557_-	3	chr2:27380182-27380761	ZNF513	cryptic	0.00473
clu_50491_-	12	chr2:73732285-73737302	TPRKB	cryptic	0.00485
clu_135644_+	2	chr15:90466091-90466269	IQGAP1	cryptic	0.00486
clu_176740_+	2	chr7:75983636-75983799	POR	cryptic	0.00486
clu_175828_+	3	chr7:39566547-39570510	YAE1D1	cryptic	0.00487
clu_126391_-	3	chr1:45329437-45330516	MUTYH	annotated	0.00489
clu_45227_+	8	chr12:27046232-27064276	MED21	cryptic	0.00489
clu_124287_+	15	chr19:58573565-58598967	CENPBD1P1	cryptic	0.00489
clu_15868_-	4	chr8:138368002-138497627	FAM135B	cryptic	0.00489
clu_165222_+	7	chr16:2207345-2208450	MLST8	cryptic	0.0049
clu_53244_-	5	chr2:219307557-219309218	PTPRN	cryptic	0.00496
clu_42341_-	3	chr9:41162377-41166784	CBWD7	annotated	0.00497
clu_111703_+	3	chr4:71560254-71567004	SLC4A4	annotated	0.00498
clu_124687_-	5	chr1:3847613-3852295	CEP104	cryptic	0.00509
clu_149770_+	21	chr11:47248999-47267913	NR1H3	cryptic	0.00511
clu_163848_-	8	chr4:168894765-169002071	CBR4	cryptic	0.00526
clu_119723_-	3	chr12:130801488-130806982	STX2	cryptic	0.00528
clu_64632_-	3	chr19:17611855-17617702	UNC13A	annotated	0.00528
clu_135397_+	22	chr15:84126538-84389732	UBE2Q2L	cryptic	0.00531
clu_53015_-	4	chr2:206741104-206745622	MDH1B	cryptic	0.00538
clu_126624_-	3	chr1:53218495-53220261	C1orf123	cryptic	0.00545
clu_74057_+	3	chr5:154386430-154409541	GALNT10	cryptic	0.00545
clu_1818_-	3	chrX:153454508-153455542	HAUS7	annotated	0.00545
clu_32902_-	3	chr16:57916179-57917268	CNGB1	cryptic	0.0055
clu_24951_-	9	chr5:59215968-59586329	PDE4D	cryptic	0.00551
clu_43020_-	4	chr9:96776245-96827080	ZNF510	cryptic	0.00557
clu_80249_+	2	chr9:127451540-127451929	LRSAM1	cryptic	0.00557
clu_116585_-	2	chr12:6541642-6548065	IFFO1	cryptic	0.00577
clu_63929_-	3	chr19:9569082-9584461	ZNF121	annotated	0.0058
clu_46873_+	2	chr12:101120625-101126925	ANO4	cryptic	0.00587
clu_115263_+	5	chr8:67086110-67093543	CSPP1	annotated	0.00594
clu_142341_-	3	chr6:32580270-32581557	HLA-DRB1	cryptic	0.00595
clu_107943_+	5	chr6:28271934-28272670	ZSCAN26	cryptic	0.00598
clu_144588_-	8	chr6:170429813-170543601	PSMB1	cryptic	0.00598
clu_56153_+	6	chr1:54542437-54584655	ACOT11	cryptic	0.006
clu_25919_-	2	chr5:131990967-131994136	ACSL6	annotated	0.00601
clu_134625_+	2	chr15:53978927-54012648	.	annotated	0.00603
clu_18186_-	3	chr3:45985022-45995722	FYCO1	cryptic	0.00603
clu_110971_+	3	chr4:6673837-6674993	AC093323.3	cryptic	0.00614
clu_158156_-	11	chr7:1127386-1155453	ZFAND2A	cryptic	0.00617
clu_1975_-	4	chrX:155524632-155612792	TMLHE	cryptic	0.00625
clu_134465_+	4	chr15:45405505-45410372	SPATA5L1	cryptic	0.00626
clu_73084_+	5	chr5:108897848-108946130	FER	cryptic	0.00627
clu_122575_+	3	chr19:38523309-38525332	RYR1	annotated	0.0063
clu_64015_-	2	chr19:10119171-10119654	EIF3G	annotated	0.0063
clu_74863_-	2	chr20:3195353-3200001	DDRGK1	cryptic	0.00633
clu_176239_+	6	chr7:66092663-66145443	CRCP	cryptic	0.00633
clu_116991_-	15	chr12:25939506-25956639	RASSF8-AS1	cryptic	0.00656
clu_40867_+	4	chr21:16181687-16231056	MIR99AHG	cryptic	0.00657
clu_23555_-	5	chr10:114300359-114301354	AFAP1L2	cryptic	0.00666
clu_128128_-	3	chr1:145750500-145752978	RNF115	cryptic	0.0067
clu_65513_-	2	chr19:38218656-38218931	DPF1	cryptic	0.00671
clu_175979_+	2	chr7:45662214-45677869	ADCY1	annotated	0.00671
clu_83762_-	4	chr13:72710345-72727524	MZT1	cryptic	0.00673
clu_155112_+	3	chr17:16772019-16773497	CCDC144A	annotated	0.00673
clu_68328_+	4	chr22:45168246-45171600	NUP50	annotated	0.00683
clu_5601_-	2	chr11:63914816-63914902	RCOR2	cryptic	0.0069
clu_72248_+	5	chr5:64971812-65018159	CWC27	cryptic	0.0069
clu_62737_+	5	chrX:140711656-140733881	LINC00632	cryptic	0.0069
clu_162080_-	21	chr4:21663763-22095937	KCNIP4	cryptic	0.00691
clu_31547_-	24	chr16:2663407-2682140	ERVK13-1	cryptic	0.00698
clu_32502_-	2	chr16:30007090-30007179	DOC2A	cryptic	0.00698
clu_42223_-	2	chr9:38577264-38577867	ANKRD18A	cryptic	0.00698
clu_124298_-	3	chr1:14829-15796	WASH7P	cryptic	0.007
clu_36348_+	2	chr13:52600220-52621989	MRPS31P4	annotated	0.00717
clu_62438_+	2	chrX:115727971-115736995	.	annotated	0.00728
clu_79174_+	19	chr9:66270267-66387596	.	annotated	0.00729
clu_149051_+	3	chr11:4086543-4091282	STIM1	annotated	0.00751
clu_109799_+	4	chr6:125786213-125815291	NCOA7	annotated	0.00751
clu_163402_-	2	chr4:121825993-121828146	BBS7	cryptic	0.00757
clu_143870_-	4	chr6:125300659-125302033	HDDC2	cryptic	0.00761
clu_144605_+	3	chr14:20343687-20346863	PARP2	cryptic	0.00773
clu_19501_-	7	chr3:113266151-113294687	CFAP44	cryptic	0.00791
clu_56913_+	3	chr1:103623984-103662886	AMY2A	cryptic	0.0081
clu_57380_+	5	chr1:120969354-120973347	.	annotated	0.0081
clu_10487_-	2	chr15:60503664-60505508	RORA	cryptic	0.0081
clu_5803_-	9	chr11:65856242-65861371	CFL1	cryptic	0.00822
clu_151210_+	3	chr11:85648089-85654063	TMEM126A	annotated	0.00825
clu_167976_+	2	chr16:89529524-89530683	SPG7	annotated	0.00825
clu_14258_-	3	chr8:19408694-19418656	CSGALNACT1	cryptic	0.00827
clu_66942_+	3	chr22:17130443-17131863	LINC01664	cryptic	0.00833
clu_44185_-	2	chr9:137019063-137019178	ABCA2	cryptic	0.00834
clu_79736_+	4	chr9:97656085-97658690	NCBP1	cryptic	0.00837
clu_124474_-	3	chr1:1642508-1649499	CDK11B	annotated	0.00838
clu_31978_-	3	chr16:17259498-17358012	XYLT1	cryptic	0.00869
clu_23618_-	4	chr10:118311313-118326154	FAM204A	cryptic	0.00871
clu_29538_+	9	chr20:3209033-3213985	ITPA	annotated	0.00877
clu_76298_-	27	chr20:63401793-63402259	.	annotated	0.00881
clu_30940_+	3	chr20:62131506-62133290	LSM14B	cryptic	0.00886
clu_112883_+	3	chr4:168925078-168926213	PALLD	annotated	0.00886
clu_144317_-	3	chr6:154289756-154356672	IPCEF1	cryptic	0.0089
clu_79050_+	3	chr9:42873790-42877736	ANKRD20A7P	cryptic	0.00895
clu_157495_+	2	chr17:75498323-75498456	TMEM94	annotated	0.00903
clu_94827_?	5	chr5:142137858-142151731	NDFIP1	cryptic	0.00912
clu_32617_-	4	chr16:30760453-30761198	CCDC189	cryptic	0.0092
clu_91200_-	4	chr17:40818482-40818820	KRT10	cryptic	0.00924
clu_57041_+	3	chr1:109688737-109689225	GSTM1	annotated	0.00929
clu_72353_+	3	chr5:70070751-70077019	SMN2	annotated	0.00929
clu_146242_+	2	chr14:93474203-93477558	UNC79	cryptic	0.00936
clu_96081_-	3	chr18:50800143-50805154	MRO	annotated	0.00945
clu_165788_+	2	chr16:15030056-15138879	PDXDC1	annotated	0.00947
clu_51599_-	3	chr2:112833575-112836708	IL1B	cryptic	0.00957
clu_127406_-	2	chr1:108937418-108939636	CLCC1	cryptic	0.0098
clu_67777_+	10	chr22:37023405-37029264	MPST	cryptic	0.0098
clu_20453_-	3	chr3:167314116-167317005	ZBBX	cryptic	0.00986
clu_84636_+	7	chr3:15240853-15246732	CAPN7	cryptic	0.00986
clu_17273_+	4	chr18:63949400-63960158	HMSD	annotated	0.00994
clu_314_-	5	chrX:19684028-19695612	SH3KBP1	cryptic	0.00994
clu_33261_-	7	chr16:70860901-70866169	HYDIN	cryptic	0.01
clu_41063_+	3	chr21:33799929-33810975	ITSN1	annotated	0.01
clu_87691_+	3	chr3:184839752-184849071	VPS8	annotated	0.01
clu_58875_+	3	chr1:160139741-160139926	ATP1A2	cryptic	0.0101
clu_149333_+	3	chr11:18396968-18400837	LDHA	annotated	0.0101
clu_76574_-	2	chr14:22905221-22905336	RBM23	annotated	0.0102
clu_77150_-	7	chr14:50754867-50761790	NIN	cryptic	0.0102
clu_65563_-	3	chr19:38916129-38917724	SARS2	cryptic	0.0102
clu_112773_+	2	chr4:158210586-158211459	TMEM144	annotated	0.0102
clu_142336_-	2	chr6:32519651-32584109	HLA-DRB1	annotated	0.0102
clu_143467_-	5	chr6:100767236-100798713	ASCC3	cryptic	0.0102
clu_10333_-	2	chr15:52360081-52364557	MYO5A	cryptic	0.0103
clu_154686_+	22	chr17:6758224-6770643	XAF1	cryptic	0.0103
clu_17323_+	3	chr18:74496431-74499937	CNDP2	annotated	0.0103
clu_149276_+	2	chr11:14861366-14867506	PDE3B	cryptic	0.0104
clu_116773_-	5	chr12:10415794-10418344	KLRC3	cryptic	0.0104
clu_32813_-	6	chr16:53637854-53641285	RPGRIP1L	cryptic	0.0105
clu_66525_-	2	chr19:53175571-53182884	ZNF665	annotated	0.0105
clu_75249_-	3	chr20:25491525-25503952	NINL	cryptic	0.0105
clu_118487_-	3	chr12:86049723-86334065	MGAT4C	cryptic	0.0106
clu_119697_-	4	chr12:130422561-130428179	RIMBP2	cryptic	0.0107
clu_47299_+	2	chr12:113375007-113380745	PLBD2	cryptic	0.0107
clu_50588_-	4	chr2:75701287-75706523	GCFC2	annotated	0.0107
clu_133749_+	5	chr15:28808417-28815347	PDCD6IPP2	cryptic	0.0111
clu_74661_+	3	chr5:179699049-179705679	CANX	annotated	0.0112
clu_77269_-	2	chr14:57209782-57209953	EXOC5	cryptic	0.0113
clu_24785_-	3	chr5:49610339-49645310	.	annotated	0.0113
clu_131608_+	5	chr10:62388576-62459741	ZNF365	cryptic	0.0114
clu_151584_+	8	chr11:112228673-112233163	PTS	cryptic	0.0114
clu_155306_+	2	chr17:20336080-20339480	CCDC144CP	cryptic	0.0114
clu_64635_-	2	chr19:17627940-17629243	UNC13A	cryptic	0.0114
clu_4788_-	7	chr11:33722463-33736382	CD59	annotated	0.0115
clu_83404_-	3	chr13:41778056-41787437	VWA8	cryptic	0.0115
clu_51381_-	3	chr2:101028432-101033544	TBC1D8	cryptic	0.0115
clu_44147_-	19	chr9:136763965-136770598	LCN15	cryptic	0.0115
clu_128510_-	5	chr1:151293033-151294049	PI4KB	cryptic	0.0116
clu_22556_-	3	chr10:71822007-71825837	PSAP	annotated	0.0116
clu_176772_+	18	chr7:77005775-77236947	DTX2P1-UPK3BP1-PMS2P11	cryptic	0.0116
clu_5299_-	5	chr11:59638411-59642880	PATL1	cryptic	0.0118
clu_55486_+	3	chr1:39297745-39300210	MACF1	annotated	0.0119
clu_31288_-	5	chr16:370225-370499	MRPL28	annotated	0.0119
clu_93170_-	12	chr17:82195364-82201759	CCDC57	cryptic	0.0119
clu_122668_+	5	chr19:40205296-40209103	MAP3K10	cryptic	0.012
clu_77009_-	5	chr14:44945928-44961846	KLHL28	annotated	0.0122
clu_83175_-	6	chr13:30205606-30205765	.	annotated	0.0124
clu_17100_+	7	chr18:54269661-54273926	POLI	cryptic	0.0124
clu_138137_+	3	chr2:60787066-60791761	PAPOLG	annotated	0.0124
clu_84908_+	3	chr3:37007063-37011820	MLH1	annotated	0.0124
clu_33150_-	4	chr16:69745017-69748951	NOB1	cryptic	0.0125
clu_130174_-	3	chr1:228411176-228414644	TRIM17	cryptic	0.0126
clu_138321_+	3	chr2:69788141-69804533	ANXA4	cryptic	0.0127
clu_55057_+	4	chr1:28529939-28531803	RCC1	annotated	0.0128
clu_60311_+	11	chr1:225144628-225152005	DNAH14	cryptic	0.0129
clu_165220_+	4	chr16:2206409-2206555	MLST8	annotated	0.0129
clu_16669_+	3	chr18:14848929-14851509	ANKRD30B	cryptic	0.0129
clu_26451_-	3	chr5:150756487-150758859	DCTN4	annotated	0.0129
clu_126720_-	9	chr1:58332434-58527261	OMA1	cryptic	0.013
clu_5742_-	2	chr11:65547567-65547694	LTBP3	cryptic	0.013
clu_30946_+	2	chr20:62162931-62163458	SS18L1	cryptic	0.013
clu_22158_-	3	chr10:47520567-48015647	AGAP12P	cryptic	0.0131
clu_77851_-	6	chr14:89932627-89953906	EFCAB11	cryptic	0.0131
clu_156734_+	2	chr17:50554450-50555232	SPATA20	cryptic	0.0131
clu_160305_-	2	chr7:102476270-102478811	POLR2J	annotated	0.0131
clu_15464_-	3	chr8:102843747-102858013	AZIN1	annotated	0.0131
clu_132264_+	2	chr10:91460565-91461337	HECTD2	cryptic	0.0133
clu_133393_+	2	chr15:22573151-22573279	HERC2P2	cryptic	0.0133
clu_156974_+	4	chr17:59331824-59388327	YPEL2	cryptic	0.0133
clu_138914_+	2	chr2:97219246-97224809	ANKRD36	annotated	0.0133
clu_68327_+	4	chr22:45164296-45168168	NUP50	annotated	0.0133
clu_85596_+	4	chr3:51374587-51375748	DOCK3	cryptic	0.0133
clu_27011_-	22	chr5:180827267-180851381	ZFP62	cryptic	0.0133
clu_15786_-	3	chr8:132572480-132583694	LRRC6	annotated	0.0134
clu_137676_+	5	chr2:32702920-32733828	TTC27	cryptic	0.0135
clu_138529_+	8	chr2:79312796-79373831	CTNNA2	cryptic	0.0135
clu_122081_+	3	chr19:33373895-33379144	CEBPG	cryptic	0.0136
clu_162357_-	3	chr4:39925933-39927961	PDS5A	cryptic	0.0136
clu_159272_-	4	chr7:66554837-66573389	GS1-124K5.12	cryptic	0.0136
clu_177019_+	4	chr7:93239934-93252653	VPS50	annotated	0.0136
clu_50056_-	10	chr2:53750941-53859828	ASB3	cryptic	0.0137
clu_118781_-	4	chr12:104135532-104138141	NFYB	cryptic	0.0138
clu_83918_-	4	chr13:95633321-95641295	DZIP1	cryptic	0.0138
clu_134884_+	3	chr15:66315215-66320571	DIS3L	annotated	0.0138
clu_164832_+	6	chr16:83178-111898	MPG	cryptic	0.0138
clu_75142_-	5	chr20:18449069-18453731	DZANK1	annotated	0.0138
clu_24460_-	6	chr5:31530924-31531990	DROSHA	cryptic	0.0138
clu_108117_+	3	chr6:33441759-33442889	SYNGAP1	annotated	0.0138
clu_155039_+	2	chr17:16000245-16001915	TTC19	annotated	0.0139
clu_81077_+	4	chr9:137145902-137149009	GRIN1	cryptic	0.0139
clu_70636_?	2	chr19:48617415-48617791	RPL18	annotated	0.014
clu_144471_-	18	chr6:165543568-165987529	LINC00473	cryptic	0.0141
clu_64948_-	6	chr19:23528014-23662114	ZNF675	cryptic	0.0142
clu_118452_-	6	chr12:79781862-79788648	PPP1R12A	annotated	0.0144
clu_156275_+	3	chr17:42610220-42660149	TUBG1	cryptic	0.0146
clu_167990_+	2	chr16:89561063-89561596	RPL13	annotated	0.0147
clu_121632_+	3	chr19:25526858-25552355	.	annotated	0.0148
clu_108256_+	2	chr6:36102649-36116359	MAPK14	cryptic	0.0148
clu_130278_-	3	chr1:233090190-233095755	PCNX2	cryptic	0.015
clu_3148_-	2	chr22:31447565-31448153	EIF4ENIF1	annotated	0.015
clu_49770_-	3	chr2:38868411-38875787	DHX57	cryptic	0.0152
clu_64945_-	6	chr19:23261744-23274076	RP11-15H20.6	cryptic	0.0155
clu_161656_-	3	chr4:1167656-1170999	SPON2	cryptic	0.0155
clu_43645_-	2	chr9:127749665-127751172	SH2D3C	cryptic	0.0155
clu_31439_-	3	chr16:1772646-1772799	MRPS34	cryptic	0.0157
clu_157522_+	4	chr17:75591712-75592238	MYO15B	cryptic	0.0157
clu_111918_+	2	chr4:87981798-87982536	SPP1	cryptic	0.0157
clu_113085_+	8	chr4:186160681-186211705	.	annotated	0.0157
clu_41478_+	3	chr21:46126541-46131954	COL6A2	annotated	0.0159
clu_84111_-	3	chr13:110166303-110169629	COL4A1	cryptic	0.016
clu_120622_+	2	chr19:8255725-8255822	CERS4	cryptic	0.0161
clu_51812_-	4	chr2:130142179-130143269	CCDC74B	cryptic	0.0161
clu_111936_+	8	chr4:88398209-88405554	HERC6	cryptic	0.0161
clu_148850_+	7	chr11:308438-314927	IFITM2	cryptic	0.0163
clu_166763_+	4	chr16:48351685-48361705	LONP2	cryptic	0.0163
clu_165035_+	8	chr16:1309271-1314020	UBE2I	annotated	0.0164
clu_178146_+	5	chr7:142870407-142870796	EPHB6	cryptic	0.0165
clu_58034_+	2	chr1:146855472-146857670	HYDIN2	cryptic	0.0166
clu_118799_-	5	chr12:105068884-105070570	ALDH1L2	cryptic	0.0166
clu_77589_-	2	chr14:74075017-74084347	ALDH6A1	cryptic	0.0166
clu_63708_-	9	chr19:6436464-6444151	SLC25A23	cryptic	0.0166
clu_63380_-	2	chr19:3061257-3062700	AES	annotated	0.0167
clu_67925_+	2	chr22:38724411-38726006	GTPBP1	annotated	0.0167
clu_72122_+	2	chr5:55328811-55340010	SKIV2L2	annotated	0.0167
clu_33276_-	3	chr16:71064840-71067290	HYDIN	annotated	0.0168
clu_139970_+	3	chr2:161872384-161879131	SLC4A10	annotated	0.0168
clu_52036_-	4	chr2:151883370-152098330	CACNB4	annotated	0.017
clu_137798_+	3	chr2:42054307-42054941	PKDCC	cryptic	0.0171
clu_158753_-	8	chr7:30497235-30524367	GGCT	cryptic	0.0172
clu_177945_+	2	chr7:131478677-131487683	MKLN1	cryptic	0.0172
clu_56704_+	4	chr1:91500948-91501771	CDC7	cryptic	0.0173
clu_121026_+	3	chr19:13960069-13960940	DCAF15	cryptic	0.0173
clu_139727_+	2	chr2:138550604-138550974	SPOPL	annotated	0.0173
clu_72730_+	3	chr5:77030507-77034418	AGGF1	cryptic	0.0173
clu_124909_-	3	chr1:9755309-9773272	CLSTN1	annotated	0.0176
clu_9549_-	2	chr15:28198769-28201456	HERC2	cryptic	0.0176
clu_161930_-	18	chr4:9224850-9339358	.	annotated	0.0176
clu_38437_?	2	chr2:95886120-95888092	ANKRD36C	annotated	0.018
clu_112377_+	2	chr4:125434425-125446299	FAT4	cryptic	0.018
clu_24522_-	4	chr5:33989502-33998641	AMACR	annotated	0.018
clu_105772_?	5	chr1:149188789-149197996	.	annotated	0.0181
clu_52256_-	5	chr2:165139608-165140798	SCN3A	cryptic	0.0181
clu_16070_-	2	chr8:143580632-143581054	EEF1D	annotated	0.0182
clu_7079_-	4	chr11:123629450-123638186	SCN3B	cryptic	0.0183
clu_133890_+	2	chr15:36645287-36654098	C15orf41	annotated	0.0183
clu_135117_+	3	chr15:74896325-74897512	MPI	annotated	0.0184
clu_141371_+	3	chr2:231037248-231041296	C2orf72	cryptic	0.0186
clu_3852_-	25	chr22:48475964-48489160	.	annotated	0.0187
clu_68642_+	4	chr22:50785293-50798655	RPL23AP82	cryptic	0.0187
clu_42982_-	2	chr9:96368305-96383477	SLC35D2	cryptic	0.0187
clu_66283_-	3	chr19:49432883-49433726	SLC17A7	cryptic	0.0188
clu_112190_+	3	chr4:113369805-113373090	ANK2	annotated	0.0191
clu_42374_-	3	chr9:41991871-41996205	CNTNAP3B	cryptic	0.0191
clu_85787_+	3	chr3:54122835-54123513	CACNA2D3	cryptic	0.0192
clu_45981_+	4	chr12:56300187-56314529	RP11-977G19.11	cryptic	0.0193
clu_146468_+	2	chr14:100938956-100940365	SNHG23	cryptic	0.0193
clu_25584_-	2	chr5:96781755-96783051	ERAP1	cryptic	0.0193
clu_89733_-	7	chr17:3688105-3690070	P2RX5	cryptic	0.0194
clu_144028_-	2	chr6:134979268-134982458	HBS1L	cryptic	0.0194
clu_157789_+	2	chr17:79082063-79083020	ENGASE	annotated	0.0195
clu_138559_+	16	chr2:84518051-84548288	DNAH6	cryptic	0.0195
clu_23034_-	5	chr10:93746107-93757481	.	annotated	0.0196
clu_41782_-	8	chr9:14672889-14680033	ZDHHC21	cryptic	0.0198
clu_108585_+	2	chr6:43203204-43203417	CUL9	cryptic	0.0199
clu_158780_-	2	chr7:32209539-32427822	PDE1C	cryptic	0.0199
clu_165221_+	5	chr16:2206659-2207197	MLST8	annotated	0.02
clu_31798_-	5	chr16:10763763-10770272	TVP23A	annotated	0.02
clu_159074_-	3	chr7:45745048-45747215	SEPT7P2	annotated	0.02
clu_52105_-	10	chr2:159256371-159279761	WDSUB1	cryptic	0.0201
clu_135218_+	2	chr15:78527563-78537300	HYKK	annotated	0.0203
clu_29831_+	3	chr20:17570211-17600738	DSTN	annotated	0.0203
clu_162566_-	3	chr4:56648797-56655857	HOPX	annotated	0.0203
clu_127862_-	15	chr1:122215098-122443281	.	annotated	0.0204
clu_51552_-	32	chr2:111132255-111494885	MIR4435-2HG	cryptic	0.0204
clu_52760_-	3	chr2:196058116-196075138	DNAH7	cryptic	0.0204
clu_160048_-	4	chr7:99429806-99434790	PTCD1	cryptic	0.0204
clu_14165_-	2	chr8:12729055-12729174	LONRF1	cryptic	0.0204
clu_56144_+	2	chr1:53966380-53967665	LRRC42	cryptic	0.0207
clu_33180_-	4	chr16:70222480-70226770	SMG1P7	cryptic	0.0207
clu_72398_+	6	chr5:70946176-70952439	SMN1	cryptic	0.0207
clu_122387_+	3	chr19:36687634-36689401	ZNF567	cryptic	0.0208
clu_119391_-	5	chr12:121652808-121659191	MORN3	cryptic	0.021
clu_86409_+	5	chr3:111999602-112013410	TAGLN3	annotated	0.021
clu_149166_+	3	chr11:8914930-8919337	AKIP1	annotated	0.0211
clu_134854_+	3	chr15:64943582-64947404	ANKDD1A	annotated	0.0211
clu_5223_-	4	chr11:49183242-49186644	FOLH1	cryptic	0.0213
clu_31367_-	7	chr16:975995-976778	RP11-161M6.2	cryptic	0.0214
clu_154530_+	6	chr17:4536174-4536900	SPNS2	cryptic	0.0215
clu_96256_-	18	chr18:72538731-72638352	CBLN2	cryptic	0.0215
clu_35577_?	3	chr10:121911151-121922349	ATE1	annotated	0.0218
clu_18107_-	3	chr3:42557696-42561117	SEC22C	cryptic	0.0218
clu_75522_-	2	chr20:35626800-35627280	CPNE1	annotated	0.0222
clu_65562_-	3	chr19:38915749-38916037	SARS2	cryptic	0.0224
clu_91096_-	9	chr17:39079164-39105854	PLXDC1	cryptic	0.0226
clu_114001_+	4	chr8:1668678-1676533	DLGAP2	cryptic	0.0226
clu_114048_+	2	chr8:2101054-2106242	MYOM2	annotated	0.0227
clu_144947_+	5	chr14:33215426-33367192	NPAS3	cryptic	0.0228
clu_51986_-	9	chr2:147973524-148021448	ORC4	cryptic	0.0228
clu_19403_-	3	chr3:105670352-105678431	CBLB	cryptic	0.0228
clu_128622_-	2	chr1:153940499-153940904	DENND4B	cryptic	0.0229
clu_122391_+	3	chr19:36797811-36801876	ZNF790-AS1	annotated	0.0229
clu_131588_+	5	chr10:60785787-60791890	CDK1	cryptic	0.023
clu_149177_+	6	chr11:9384847-9408486	IPO7	cryptic	0.023
clu_75140_-	2	chr20:18412835-18414348	DZANK1	annotated	0.0232
clu_125279_-	5	chr1:19307101-19308455	AKR7A2	annotated	0.0233
clu_47435_+	3	chr12:120446829-120457076	GATC	annotated	0.0233
clu_91899_-	24	chr17:53839992-54066577	.	annotated	0.0233
clu_90389_-	5	chr17:17228161-17231794	FLCN	cryptic	0.0234
clu_68392_+	3	chr22:46337944-46346422	TRMU	annotated	0.0235
clu_23996_-	3	chr5:821895-825164	ZDHHC11	annotated	0.0236
clu_135686_+	3	chr15:90905689-90905922	MAN2A2	cryptic	0.0237
clu_137109_+	3	chr2:9911557-9913159	TAF1B	cryptic	0.0237
clu_83363_-	12	chr13:40836885-40921619	SUGT1P3	cryptic	0.0239
clu_66895_-	2	chr19:58437215-58439759	ZNF132	cryptic	0.0239
clu_29818_+	3	chr20:16730064-16731668	SNRPB2	cryptic	0.0239
clu_60119_+	7	chr1:213104569-213129527	RPS6KC1	cryptic	0.0241
clu_139557_+	4	chr2:130370623-130370875	PTPN18	cryptic	0.0241
clu_22157_-	3	chr10:47507583-47517823	AGAP9	cryptic	0.0244
clu_135167_+	3	chr15:76202264-76203745	TMEM266	cryptic	0.0244
clu_20815_-	4	chr3:186298229-186320393	DGKG	cryptic	0.0246
clu_109697_+	2	chr6:117503979-117519816	DCBLD1	annotated	0.0249
clu_116133_+	2	chr8:141175279-141176591	DENND3	cryptic	0.0249
clu_43866_-	3	chr9:131598310-131602061	RAPGEF1	cryptic	0.0249
clu_32761_-	2	chr16:48562444-48609775	N4BP1	annotated	0.0251
clu_156589_+	4	chr17:48107596-48112031	SNX11	annotated	0.0251
clu_91640_-	3	chr17:46038686-46039702	KANSL1	annotated	0.0252
clu_127240_-	22	chr1:93264772-93339357	CCDC18-AS1	cryptic	0.0255
clu_60264_+	2	chr1:223761617-223762186	CAPN2	annotated	0.0255
clu_91241_-	9	chr17:42111497-42112605	DHX58	cryptic	0.0255
clu_68081_+	2	chr22:40406223-40406438	SGSM3	cryptic	0.0255
clu_36568_+	51	chr13:96091569-96832490	HS6ST3	cryptic	0.0256
clu_32030_-	3	chr16:18395424-18395886	PKD1P5	cryptic	0.0256
