clusterID	N	coord	gene	annotation	FDR
clu_130310_+	3	chr2:101867309-101869622	MAP4K4	annotated	0.00561
clu_155565_-	3	chr10:49922419-49932100	PARG	annotated	0.00566
clu_142545_+	3	chr11:130135715-130140398	APLP2	annotated	0.00566
clu_62080_-	9	chr19:44388102-44397199	ZNF285	cryptic	0.00566
clu_19114_-	25	chr3:153927317-154121072	ARHGEF26-AS1	cryptic	0.00568
clu_106742_+	3	chr8:1858115-1859897	ARHGEF10	cryptic	0.00568
clu_46998_-	6	chr2:39768501-39769758	THUMPD2	cryptic	0.00575
clu_15777_+	4	chr18:33607676-33641821	ASXL3	annotated	0.00582
clu_36623_?	3	chr2:97202230-97206063	ANKRD36	cryptic	0.00592
clu_31677_-	4	chr16:69745017-69748951	NOB1	cryptic	0.00594
clu_93264_?	2	chr17:19064042-19190151	.	annotated	0.00597
clu_53510_+	5	chr1:93346865-93353908	DR1	cryptic	0.006
clu_156105_-	4	chr10:79668452-79766271	NUTM2B-AS1	cryptic	0.006
clu_105795_+	16	chr4:176066079-176119867	WDR17	cryptic	0.006
clu_84992_-	4	chr17:17271008-17281132	COPS3	annotated	0.00606
clu_62716_-	3	chr19:52613592-52613761	.	annotated	0.00606
clu_164280_+	2	chr7:45662214-45677869	ADCY1	annotated	0.00606
clu_28444_+	6	chr20:9401590-9407917	PLCB4	cryptic	0.00622
clu_62339_-	13	chr19:48241063-48255792	CARD8	cryptic	0.00637
clu_62054_-	7	chr19:43880136-43883956	ZNF404	cryptic	0.00639
clu_126795_+	6	chr15:84192178-84197224	CSPG4P11	cryptic	0.00643
clu_136747_+	4	chr14:74782325-74802556	YLPM1	cryptic	0.00651
clu_131533_+	3	chr2:189784593-189791790	PMS1	cryptic	0.00651
clu_140964_+	2	chr11:65590592-65591800	EHBP1L1	cryptic	0.00659
clu_128663_+	4	chr2:26432006-26444222	DRC1	cryptic	0.00659
clu_69237_+	9	chr5:136132962-136153592	SMAD5	cryptic	0.00659
clu_47598_-	4	chr2:73058596-73071604	SFXN5	annotated	0.00666
clu_105011_+	2	chr4:105259707-105261759	TET2	cryptic	0.00666
clu_116737_-	2	chr1:6186816-6192947	RPL22	cryptic	0.00668
clu_43602_+	2	chr12:57525115-57526311	MBD6	annotated	0.00668
clu_125283_+	3	chr15:28655420-28655796	HERC2P9	annotated	0.00668
clu_41154_-	2	chr9:115030405-115031553	TNC	cryptic	0.00668
clu_145698_+	3	chr17:30477464-30481143	GOSR1	cryptic	0.00671
clu_81586_+	21	chr3:129315638-129324181	H1FX-AS1	cryptic	0.00672
clu_84368_-	3	chr17:3876422-3880346	CAMKK1	cryptic	0.00675
clu_25001_-	5	chr5:139480898-139482210	TMEM173	cryptic	0.00695
clu_104735_+	13	chr4:80184055-80196352	PRDM8	cryptic	0.00701
clu_101058_+	9	chr6:29657297-29667643	MOG	annotated	0.00702
clu_86763_-	7	chr17:64863018-64892529	LRRC37A3	annotated	0.00712
clu_122113_-	5	chr1:235833667-235883187	LYST	cryptic	0.00714
clu_125273_+	3	chr15:28632807-28633192	HERC2P9	cryptic	0.00714
clu_13130_-	2	chr8:4116448-4116605	.	annotated	0.00717
clu_34978_+	4	chr13:100527752-100539224	PCCA	cryptic	0.00725
clu_31141_-	4	chr16:30760453-30761198	CCDC189	cryptic	0.00725
clu_133370_-	2	chr6:31530926-31531053	DDX39B	annotated	0.00737
clu_51830_+	15	chr1:27872665-27885295	THEMIS2	cryptic	0.00743
clu_109817_-	2	chr12:48337163-48344599	ZNF641	cryptic	0.00745
clu_136226_+	3	chr14:55580354-55612019	KTN1	annotated	0.00745
clu_105932_+	12	chr4:186160681-186211705	.	annotated	0.00745
clu_46718_-	8	chr2:27207790-27211583	SLC5A6	cryptic	0.00746
clu_31780_-	2	chr16:70855275-70857775	HYDIN	cryptic	0.00758
clu_23146_-	13	chr5:1576309-1589247	SDHAP3	cryptic	0.00758
clu_22591_+	4	chr16:83978552-83981030	NECAB2	cryptic	0.00762
clu_67280_+	2	chr5:34686955-34757468	RAI14	annotated	0.00766
clu_151202_-	3	chr7:158081377-158133677	PTPRN2	annotated	0.00766
clu_17902_-	9	chr3:68989017-69004378	EOGT	cryptic	0.00767
clu_17629_-	3	chr3:53877751-53879939	ACTR8	cryptic	0.0078
clu_108206_+	12	chr8:97029494-97143023	CPQ	cryptic	0.00784
clu_40060_-	5	chr9:38569441-38572006	RP11-392E22.9	cryptic	0.00785
clu_126539_+	3	chr15:74896325-74897512	MPI	annotated	0.00794
clu_119678_-	28	chr1:121942044-122094311	.	annotated	0.00802
clu_51579_+	5	chr1:22506241-22508530	ZBTB40	cryptic	0.00802
clu_86863_-	2	chr17:68937002-68940758	ABCA8	cryptic	0.00802
clu_85134_-	7	chr17:19968461-19978352	AKAP10	cryptic	0.00808
clu_73749_+	6	chr9:677009-710804	KANK1	cryptic	0.00808
clu_79043_-	3	chr13:101095680-101100784	NALCN	cryptic	0.00809
clu_85777_-	9	chr17:42111497-42112605	DHX58	cryptic	0.00809
clu_86396_-	5	chr17:51201696-51203791	MBTD1	cryptic	0.00812
clu_56663_+	6	chr1:213104569-213129527	RPS6KC1	cryptic	0.00828
clu_133593_-	17	chr6:36113334-36196037	RP1-179N16.6	cryptic	0.00831
clu_20299_+	4	chr16:2206409-2206555	MLST8	annotated	0.00845
clu_56990_+	2	chr1:230679052-230683574	COG2	cryptic	0.00848
clu_25595_-	2	chr5:176629663-176630280	SNCB	annotated	0.00848
clu_39864_-	5	chr9:33960878-33986760	UBAP2	annotated	0.0085
clu_145333_+	2	chr17:17995111-17997464	DRC3	cryptic	0.00851
clu_3607_-	6	chr22:43069844-43075474	TTLL1	cryptic	0.00863
clu_19710_-	4	chr3:195345317-195381009	ACAP2	annotated	0.00876
clu_52364_+	5	chr1:39743924-39748903	PPIE	annotated	0.00877
clu_124192_+	3	chr10:101031534-101034692	SFXN3	cryptic	0.00879
clu_139480_+	2	chr11:598502-601578	PHRF1	cryptic	0.00883
clu_67894_+	2	chr5:55328811-55340010	SKIV2L2	annotated	0.00886
clu_120493_-	2	chr1:155257334-155257498	SCAMP3	cryptic	0.0089
clu_34714_+	4	chr13:52659249-52662649	SUGT1	cryptic	0.0089
clu_132705_+	3	chr2:238091254-238094420	SCLY	annotated	0.0089
clu_134363_-	2	chr6:89668151-89670919	MDN1	cryptic	0.0089
clu_46762_-	3	chr2:27454099-27454354	IFT172	cryptic	0.00893
clu_53363_+	2	chr1:85110135-85117729	WDR63	cryptic	0.00896
clu_45060_+	5	chr12:123687035-123690533	TCTN2	cryptic	0.00899
clu_131875_+	5	chr2:204546119-204686181	PARD3B	cryptic	0.00899
clu_38495_+	2	chrY:2842242-2844142	RPS4Y1	cryptic	0.00899
clu_39504_-	13	chr9:3395596-3525747	RFX3	cryptic	0.009
clu_72332_-	4	chr14:34713561-34714538	CFL2	annotated	0.00902
clu_145865_+	3	chr17:32202900-32206910	RHOT1	cryptic	0.00941
clu_130652_+	5	chr2:120127851-120146225	EPB41L5	cryptic	0.00959
clu_117824_-	8	chr1:32667256-32694880	SYNC	cryptic	0.00963
clu_4054_-	7	chr11:2979237-2992254	NAP1L4	cryptic	0.00963
clu_42092_+	7	chr12:418636-428769	CCDC77	cryptic	0.00964
clu_47694_-	4	chr2:75701287-75706523	GCFC2	annotated	0.00966
clu_146444_+	4	chr17:44349551-44350462	GRN	annotated	0.00978
clu_130332_+	2	chr2:102339022-102340098	IL1RL1	annotated	0.00978
clu_148989_-	3	chr7:45745048-45747215	SEPT7P2	annotated	0.0098
clu_48022_-	11	chr2:93015170-93095131	.	annotated	0.0101
clu_63090_+	5	chr22:15785057-15788585	DUXAP8	cryptic	0.0101
clu_64395_+	4	chr22:45164296-45168168	NUP50	annotated	0.0101
clu_78562_-	3	chr13:46127723-46134127	LCP1	cryptic	0.0102
clu_76339_+	5	chr9:137107662-137108531	MAN1B1	cryptic	0.0102
clu_1378_-	9	chrX:115844227-115888110	.	annotated	0.0102
clu_57818_+	2	chrX:36138464-36145219	CFAP47	annotated	0.0102
clu_124453_+	5	chr10:112527164-112538246	VTI1A	cryptic	0.0103
clu_46266_-	9	chr2:2897304-2965814	LINC01250	cryptic	0.0103
clu_24994_-	5	chr5:139426357-139439406	DNAJC18	annotated	0.0103
clu_124943_+	2	chr15:21161196-21163948	BMS1P16	cryptic	0.0104
clu_129644_+	3	chr2:71602805-71611245	DYSF	cryptic	0.0104
clu_23469_-	4	chr5:33989502-33998641	AMACR	annotated	0.0104
clu_70303_+	3	chr5:179699049-179705679	CANX	annotated	0.0104
clu_125710_+	3	chr15:43189280-43190325	CCNDBP1	annotated	0.0106
clu_130492_+	3	chr2:112003187-112003904	MERTK	cryptic	0.0106
clu_1758_-	3	chrX:150795486-150831231	CD99L2	annotated	0.0106
clu_120166_-	2	chr1:149914013-149917739	SV2A	cryptic	0.0107
clu_123193_+	4	chr10:50097802-50104042	WASHC2A	cryptic	0.0107
clu_39992_-	16	chr9:35808306-35810637	SPAG8	cryptic	0.0107
clu_7849_?	2	chr9:83970804-83970897	HNRNPK	cryptic	0.0107
clu_110249_-	5	chr12:54581050-54583211	PPP1R1A	annotated	0.0108
clu_10937_-	3	chr15:101654730-101656922	TARSL2	annotated	0.0108
clu_53767_+	5	chr1:109689325-109693206	GSTM1	annotated	0.0109
clu_110649_-	4	chr12:66455561-66462924	GRIP1	annotated	0.0109
clu_45481_?	3	chr13:27253843-27255242	RPL21	annotated	0.0109
clu_147637_+	3	chr17:76561398-76613918	SNHG16	cryptic	0.0109
clu_123399_+	4	chr10:69485215-69495594	TSPAN15	annotated	0.011
clu_111231_-	7	chr12:109561104-109561780	MMAB	cryptic	0.011
clu_78828_-	5	chr13:75530266-75549323	COMMD6	annotated	0.011
clu_147754_+	17	chr17:78232213-78239024	TMEM235	cryptic	0.011
clu_70733_-	3	chr20:17625602-17627348	RRBP1	cryptic	0.011
clu_133620_-	3	chr6:36968968-36970039	MTCH1	cryptic	0.011
clu_150861_-	2	chr7:140527437-140544618	DENND2A	annotated	0.0112
clu_141364_+	19	chr11:71474526-71478399	NADSYN1	cryptic	0.0113
clu_142561_+	6	chr11:132314703-132335046	NTM	annotated	0.0113
clu_164822_+	2	chr7:73195698-73195879	GTF2IP4	cryptic	0.0113
clu_7345_?	2	chr9:33971737-33973183	UBAP2	cryptic	0.0113
clu_58721_+	2	chrX:106204166-106205219	MUM1L1	cryptic	0.0113
clu_48359_-	3	chr2:99065124-99068888	TSGA10	cryptic	0.0114
clu_45063_+	3	chr12:123692723-123695220	TCTN2	cryptic	0.0116
clu_116442_-	3	chr1:1319433-1320456	INTS11	annotated	0.0117
clu_101924_+	3	chr6:57090274-57099061	ZNF451	annotated	0.0117
clu_156498_-	6	chr10:100253539-100267571	CWF19L1	annotated	0.0118
clu_52450_+	2	chr1:42659251-42659522	PPIH	annotated	0.0119
clu_113336_+	6	chr19:16736750-16749139	NWD1	cryptic	0.012
clu_23024_-	4	chr5:840597-843600	ZDHHC11	annotated	0.0121
clu_14538_-	3	chr8:108241913-108248613	EIF3E	annotated	0.0121
clu_80855_+	5	chr3:69085223-69104464	ARL6IP5	cryptic	0.0122
clu_23281_-	3	chr5:13811823-13817548	DNAH5	cryptic	0.0122
clu_1230_-	10	chrX:103517525-103554145	RAB40A	cryptic	0.0122
clu_82726_+	3	chr3:197871462-197875698	LRCH3	cryptic	0.0124
clu_149167_-	11	chr7:66450236-66479009	LINC00174	cryptic	0.0124
clu_59223_+	4	chrX:153032885-153037673	.	annotated	0.0124
clu_122257_-	4	chr1:245929937-246327201	SMYD3	cryptic	0.0125
clu_136118_+	3	chr14:49725769-49729490	KLHDC1	cryptic	0.0125
clu_49039_-	3	chr2:151870611-151872417	CACNB4	annotated	0.0128
clu_79275_+	2	chr3:1373762-1373930	CNTN6	cryptic	0.0128
clu_103144_+	2	chr6:151015693-151034493	MTHFD1L	cryptic	0.0128
clu_166562_+	3	chr7:152007944-152019646	GALNTL5	cryptic	0.0128
clu_59598_-	5	chr19:1880061-1881262	ABHD17A	cryptic	0.0129
clu_29572_+	2	chr20:62162931-62163458	SS18L1	cryptic	0.0129
clu_18497_-	5	chr3:121790215-121807344	IQCB1	annotated	0.0129
clu_43419_+	3	chr12:53503808-53504400	TARBP2	cryptic	0.013
clu_47733_-	10	chr2:79493896-79513847	AC010975.1	cryptic	0.013
clu_16277_+	5	chr18:79253541-79277054	ATP9B	cryptic	0.0132
clu_876_-	3	chrX:65523707-65524056	LAS1L	cryptic	0.0132
clu_52093_+	5	chr1:35079442-35095819	ZMYM1	annotated	0.0133
clu_10588_-	4	chr15:84203007-84204426	GOLGA2P7	annotated	0.0133
clu_106572_?	2	chr18:76989990-77016914	MBP	annotated	0.0134
clu_32047_-	12	chr16:79212901-79598785	MAF	cryptic	0.0135
clu_148700_-	3	chr7:30563893-30568833	AC005154.6	annotated	0.0136
clu_107987_+	6	chr8:78516468-78598358	PKIA	cryptic	0.0136
clu_129672_+	6	chr2:73520016-73557220	ALMS1	cryptic	0.0137
clu_18726_-	2	chr3:129567805-129569847	PLXND1	cryptic	0.0138
clu_42736_+	2	chr12:19652023-19671139	.	annotated	0.0141
clu_30324_-	4	chr16:10547677-10580549	EMP2	cryptic	0.0142
clu_87085_-	3	chr17:75630837-75631150	RECQL5	cryptic	0.0142
clu_71137_-	4	chr20:35729362-35731941	RBM39	annotated	0.0142
clu_108040_+	5	chr8:85107399-85110115	LRRCC1	cryptic	0.0142
clu_43671_+	4	chr12:57783283-57786163	TSFM	annotated	0.0143
clu_145278_+	6	chr17:16705399-16711679	CCDC144A	annotated	0.0144
clu_112222_+	3	chr19:736078-746285	PALM	annotated	0.0144
clu_46723_-	5	chr2:27257330-27258161	SLC30A3	cryptic	0.0144
clu_116499_-	3	chr1:1649637-1716151	CDK11B	cryptic	0.0146
clu_5148_-	2	chr11:61789235-61789785	TMEM258	annotated	0.0146
clu_153383_-	2	chr4:152332719-152337802	FBXW7	cryptic	0.0146
clu_20243_+	2	chr16:1965129-1965406	SNHG9	cryptic	0.0149
clu_79945_+	18	chr3:38496530-38501355	EXOG	cryptic	0.0149
clu_133261_-	3	chr6:24839272-24842862	FAM65B	annotated	0.0149
clu_84343_-	4	chr17:3690680-3691644	P2RX5	cryptic	0.015
clu_73717_-	3	chr14:105643525-105741893	IGHG1	cryptic	0.0151
clu_86932_-	5	chr17:72071231-72081921	SOX9-AS1	cryptic	0.0151
clu_156565_-	4	chr10:101792901-101797980	MGEA5	annotated	0.0152
clu_14205_-	3	chr8:81444601-81447314	PMP2	annotated	0.0152
clu_131676_+	4	chr2:201116481-201133029	CFLAR	annotated	0.0153
clu_28889_+	2	chr20:34998388-34998511	MYH7B	cryptic	0.0153
clu_59081_+	2	chrX:136207190-136207792	FHL1	annotated	0.0153
clu_149058_-	4	chr7:55521130-55572271	VOPP1	annotated	0.0154
clu_116490_-	2	chr1:1637513-1637762	CDK11B	cryptic	0.0155
clu_24757_-	5	chr5:131446703-131453054	RAPGEF6	cryptic	0.0155
clu_74143_+	19	chr9:34501181-34514640	DNAI1	cryptic	0.0155
clu_137206_+	3	chr14:99972057-100084687	EVL	annotated	0.0156
clu_144696_+	2	chr17:3026464-3026949	RAP1GAP2	cryptic	0.0156
clu_151979_-	2	chr4:25012467-25017989	LGI2	cryptic	0.0156
clu_129232_+	5	chr2:48498735-48507269	PPP1R21	cryptic	0.0157
clu_5190_-	16	chr11:62520391-62530586	.	annotated	0.0159
clu_108187_+	3	chr8:95041626-95045545	NDUFAF6	annotated	0.0159
clu_53948_+	10	chr1:116031581-116035187	SLC22A15	cryptic	0.016
clu_147541_+	2	chr17:75591712-75591977	MYO15B	annotated	0.016
clu_87437_-	2	chr17:81203607-81206744	CEP131	cryptic	0.016
clu_60272_-	4	chr19:9971258-9972919	COL5A3	cryptic	0.016
clu_139891_+	3	chr11:18396968-18400837	LDHA	annotated	0.0161
clu_81407_+	4	chr3:121413323-121415888	STXBP5L	cryptic	0.0162
clu_2968_-	2	chr22:29816073-29822335	ASCC2	annotated	0.0164
clu_111823_-	6	chr12:123252542-123260826	RP11-282O18.3	cryptic	0.0165
clu_10404_-	8	chr15:77286504-77420676	PEAK1	cryptic	0.0165
clu_115816_+	8	chr19:52406643-52415124	ZNF528	cryptic	0.0165
clu_10388_-	7	chr15:76292513-76311350	ETFA	annotated	0.0166
clu_150234_-	5	chr7:103103554-103128483	NAPEPLD	cryptic	0.0167
clu_120083_-	7	chr1:149059097-149064431	NBPF9	cryptic	0.0168
clu_141946_+	5	chr11:108841476-108852153	DDX10	cryptic	0.0168
clu_58831_+	2	chrX:115727971-115736995	.	annotated	0.0169
clu_155621_-	7	chr10:59684197-59709766	SLC16A9	cryptic	0.017
clu_130155_+	2	chr2:97219246-97224809	ANKRD36	annotated	0.017
clu_39394_+	3	chr21:46287123-46296162	YBEY	annotated	0.017
clu_42249_+	4	chr12:3576986-3592231	PRMT8	cryptic	0.0171
clu_137285_+	10	chr14:100913521-100935772	SNHG23	cryptic	0.0172
clu_125555_+	3	chr15:41736698-41740057	MGA	cryptic	0.0173
clu_145172_+	2	chr17:12129287-12139839	MAP2K4	cryptic	0.0173
clu_78017_-	6	chr13:19208540-19730239	PSPC1	cryptic	0.0174
clu_5096_-	2	chr11:60937373-60937870	SLC15A3	annotated	0.0175
clu_125005_+	3	chr15:24920124-24962114	SNRPN	cryptic	0.0175
clu_29423_+	3	chr20:56395721-56397207	CSTF1	cryptic	0.0175
clu_119103_-	2	chr1:94205180-94208832	ARHGAP29	cryptic	0.0176
clu_131678_+	3	chr2:201140439-201145378	CFLAR	annotated	0.0176
clu_100616_+	4	chr6:3118562-3123657	BPHL	annotated	0.0176
clu_165575_+	2	chr7:100885939-100886247	SRRT	cryptic	0.0176
clu_52531_+	2	chr1:43441818-43442068	SZT2	cryptic	0.0178
clu_109663_-	3	chr12:39326324-39330746	KIF21A	annotated	0.0178
clu_38685_+	3	chr21:8398668-8442898	.	annotated	0.0178
clu_107113_+	6	chr8:22475624-22511086	PPP3CC	cryptic	0.0178
clu_5144_-	2	chr11:61876963-61877511	FADS3	cryptic	0.0179
clu_122524_+	3	chr10:7788263-7797047	ATP5C1	annotated	0.0181
clu_1090_-	2	chrX:84120027-84134782	RPS6KA6	cryptic	0.0182
clu_107958_+	3	chr8:74361978-74362939	GDAP1	cryptic	0.0183
clu_416_-	3	chrX:33020200-33339259	DMD	cryptic	0.0183
clu_86856_-	4	chr17:68882704-68884331	ABCA8	cryptic	0.0184
clu_39428_+	3	chr21:46490719-46496988	DIP2A	cryptic	0.0184
clu_81839_+	3	chr3:143053794-143056312	U2SURP	annotated	0.0184
clu_6024_-	11	chr11:80912368-81252926	.	annotated	0.0185
clu_30006_-	2	chr16:1823037-1826712	HAGH	annotated	0.0185
clu_122646_+	4	chr10:12814307-12816250	CAMK1D	cryptic	0.0187
clu_49308_-	2	chr2:168075231-168129541	STK39	cryptic	0.0187
clu_145383_+	4	chr17:18699275-18701357	TRIM16L	cryptic	0.0188
clu_15752_+	3	chr18:31522249-31524448	DSG2	cryptic	0.0188
clu_35164_+	4	chr13:113210063-113218945	CUL4A	cryptic	0.0189
clu_78402_-	7	chr13:38050881-38061396	LINC00571	cryptic	0.0189
clu_154028_-	5	chr21:25982477-26021840	APP	annotated	0.0189
clu_164919_+	4	chr7:74711109-74716894	GTF2I	cryptic	0.0192
clu_121281_-	2	chr1:197510972-197511856	DENND1B	cryptic	0.0195
clu_34799_+	4	chr13:76995228-76995902	CLN5	annotated	0.0195
clu_147852_+	2	chr17:80381727-80382979	RNF213	annotated	0.0195
clu_48152_-	3	chr2:94848154-94853202	ANKRD20A8P	cryptic	0.0195
clu_25784_-	5	chr5:179920426-179966806	RNF130	cryptic	0.0196
clu_72757_-	3	chr14:63625033-63641804	WDR89	cryptic	0.0198
clu_2850_-	3	chr22:26532745-26536288	TPST2	cryptic	0.0198
clu_133021_-	3	chr6:4996420-4999809	RPP40	annotated	0.0198
clu_116142_+	3	chr19:57299445-57304148	.	annotated	0.02
clu_53007_+	3	chr1:61864633-61875243	PATJ	cryptic	0.0201
clu_156381_-	4	chr10:97066086-97157818	SLIT1	cryptic	0.0203
clu_111012_-	5	chr12:98735634-98751355	ANKS1B	cryptic	0.0203
clu_21853_+	3	chr16:56936817-56942132	HERPUD1	annotated	0.0203
clu_131382_+	4	chr2:178112846-178116262	RBM45	cryptic	0.0203
clu_63308_+	5	chr22:20995026-20995763	LZTR1	cryptic	0.0203
clu_120108_-	3	chr1:148538006-148557491	NBPF14	cryptic	0.0204
clu_44313_+	3	chr12:101127074-101127861	ANO4	cryptic	0.0204
clu_115663_+	3	chr19:49835177-49835727	MED25	cryptic	0.0204
clu_38933_+	3	chr21:33245074-33246718	IFNAR2	cryptic	0.0204
clu_115975_+	5	chr19:54435684-54436091	TTYH1	cryptic	0.0205
clu_25090_-	3	chr5:141854436-141857252	PCDH1	annotated	0.0206
clu_51903_+	2	chr1:29039426-29053107	EPB41	annotated	0.0207
clu_126064_+	2	chr15:53978927-54012648	.	annotated	0.0208
clu_63512_+	8	chr22:25448284-25457264	CRYBB2P1	cryptic	0.0209
clu_61597_-	6	chr19:36262860-36315957	LINC00665	cryptic	0.021
clu_9574_-	4	chr15:45351677-45363900	GATM	cryptic	0.0212
clu_46167_-	7	chr2:219001-229966	SH3YL1	cryptic	0.0212
clu_28632_+	9	chr20:25195867-25209849	ENTPD6	cryptic	0.0212
clu_13589_-	4	chr8:27471194-27479769	CHRNA2	annotated	0.0212
clu_30272_-	4	chr16:4894494-4895261	PPL	cryptic	0.0213
clu_20061_+	3	chr16:668699-670123	RHOT2	annotated	0.0214
clu_49744_-	2	chr2:196217093-196220039	HECW2	cryptic	0.0214
clu_135927_+	2	chr14:33797572-33799734	NPAS3	annotated	0.0216
clu_70730_-	3	chr20:17616009-17618596	RRBP1	cryptic	0.0216
clu_151047_-	3	chr7:150792172-150793088	TMEM176B	cryptic	0.0217
clu_128834_+	2	chr2:28927700-28929579	WDR43	cryptic	0.0219
clu_17645_-	3	chr3:56296435-56434351	ERC2	cryptic	0.0219
clu_108518_+	5	chr8:125182256-125357219	NSMCE2	cryptic	0.0219
clu_75278_+	2	chr9:113161698-113163335	SLC31A2	cryptic	0.0219
clu_68057_+	2	chr5:66162483-66163792	SREK1	cryptic	0.0221
clu_128665_+	3	chr2:26454790-26456461	DRC1	cryptic	0.0222
clu_130557_+	2	chr2:113513548-113514984	LINC01961	cryptic	0.0223
clu_86770_-	12	chr17:64972927-64975560	AMZ2P1	cryptic	0.0225
clu_63201_+	3	chr22:19432607-19433265	MRPL40	cryptic	0.0227
clu_25615_-	4	chr5:176982623-177022464	UIMC1	annotated	0.0227
clu_3451_-	3	chr22:39532523-39532970	RPS19BP1	cryptic	0.0228
clu_102764_+	4	chr6:125786213-125815291	NCOA7	annotated	0.0228
clu_117511_-	7	chr1:25243633-25245150	RSRP1	cryptic	0.0229
clu_21495_+	2	chr16:30655939-30656032	PRR14	cryptic	0.0229
clu_68026_+	3	chr5:64885546-64971703	CWC27	cryptic	0.0233
clu_110023_-	2	chr12:49992133-49992245	RACGAP1	cryptic	0.0235
clu_79573_+	3	chr3:14443863-14445717	SLC6A6	annotated	0.0235
clu_130159_+	3	chr2:97285007-97291540	RP11-734K23.9	annotated	0.0236
clu_47451_-	4	chr2:65048212-65055915	.	annotated	0.0236
clu_155499_-	4	chr10:48107914-48163328	FRMPD2	cryptic	0.0237
clu_104489_+	3	chr4:56017857-56020676	CEP135	cryptic	0.0237
clu_39137_+	3	chr21:42273435-42282274	ABCG1	annotated	0.024
clu_53205_+	5	chr1:70421675-70429794	CTH	cryptic	0.0241
clu_18708_-	8	chr3:129365362-129393635	RPL32P3	cryptic	0.0241
clu_119920_-	4	chr1:145296430-145340860	NBPF20	cryptic	0.0242
clu_60851_-	4	chr19:16631724-16647120	SMIM7	annotated	0.0242
clu_128721_+	2	chr2:27212467-27213177	ATRAID	annotated	0.0242
clu_159821_?	4	chr6:54189914-54202105	MLIP	cryptic	0.0243
clu_85672_-	2	chr17:39343241-39402173	FBXL20	annotated	0.0244
clu_105955_+	3	chr4:189952287-189957398	FRG1	annotated	0.0244
clu_151477_-	10	chr4:1058393-1096765	RNF212	cryptic	0.0244
clu_134697_-	2	chr6:112158880-112165160	LAMA4	cryptic	0.0244
clu_156521_-	2	chr10:100527074-100529380	NDUFB8	annotated	0.0248
clu_140213_+	2	chr11:44926757-44930862	TSPAN18	annotated	0.0248
clu_44102_+	3	chr12:85876701-85882223	NTS	annotated	0.0248
clu_31787_-	2	chr16:70901198-70903625	HYDIN	cryptic	0.0248
clu_145280_+	3	chr17:16735643-16761425	CCDC144A	annotated	0.0248
clu_112204_+	2	chr19:582578-582750	BSG	cryptic	0.0248
clu_48173_-	6	chr2:95897342-95908502	ANKRD36C	cryptic	0.0248
clu_18220_-	3	chr3:106425041-106428807	.	annotated	0.0248
clu_102310_+	7	chr6:87416827-87426530	CFAP206	cryptic	0.0248
clu_122030_-	3	chr1:234401262-234405903	TARBP1	annotated	0.0249
clu_109065_-	3	chr12:6022898-6025580	VWF	cryptic	0.0249
clu_140308_+	3	chr11:47285065-47285478	MADD	cryptic	0.025
clu_46269_-	5	chr2:3214169-3377648	TSSC1	cryptic	0.025
clu_45334_+	4	chr12:133080551-133083103	ZNF140	cryptic	0.0252
clu_80135_+	3	chr3:45719601-45722000	SACM1L	cryptic	0.0252
clu_153031_-	3	chr4:114839548-114845823	NDST4	annotated	0.0252
clu_13592_-	3	chr8:27610600-27614655	CLU	annotated	0.0252
clu_14574_-	2	chr8:112295985-112301793	CSMD3	cryptic	0.0252
clu_72750_-	2	chr14:63376108-63382071	PPP2R5E	annotated	0.0253
clu_146871_+	4	chr17:57627303-57652099	MSI2	cryptic	0.0254
clu_13361_-	3	chr8:17755961-17801061	MTUS1	cryptic	0.0254
clu_41831_-	2	chr9:136387576-136387742	SNAPC4	cryptic	0.0254
clu_19043_-	2	chr3:149162875-149165946	CP	cryptic	0.0255
clu_72799_-	5	chr14:65076663-65077913	MAX	annotated	0.0256
clu_74775_+	2	chr9:85837965-85840093	RP11-213G2.3	cryptic	0.0256
clu_78951_-	4	chr13:95633321-95641295	DZIP1	cryptic	0.0261
clu_28278_+	3	chr20:3624572-3634354	ATRN	cryptic	0.0261
clu_39216_+	2	chr21:43741771-43743724	PDXK	annotated	0.0261
clu_2907_-	3	chr22:29339133-29340656	AP1B1	annotated	0.0261
clu_248_-	2	chrX:15479821-15491162	PIR	cryptic	0.0261
clu_86893_-	4	chr17:69140748-69149033	ABCA10	cryptic	0.0265
clu_23178_-	3	chr5:6625669-6632599	NSUN2	annotated	0.0265
clu_110408_-	5	chr12:56673065-56687998	PTGES3	cryptic	0.0266
clu_10542_-	3	chr15:82571532-82627193	CPEB1	annotated	0.0266
clu_144763_+	2	chr17:4810951-4814418	PLD2	annotated	0.0266
clu_24784_-	2	chr5:131990967-131994136	ACSL6	annotated	0.0266
clu_113346_+	4	chr19:16797886-16807586	NWD1	cryptic	0.0267
clu_125299_+	11	chr15:28804905-28815347	PDCD6IPP2	cryptic	0.0268
clu_17981_-	2	chr3:72812794-72815350	SHQ1	annotated	0.0268
clu_19308_-	3	chr3:171101633-171108065	TNIK	annotated	0.0268
clu_70077_+	3	chr5:176093274-176103756	FAM153B	annotated	0.0268
clu_31795_-	3	chr16:71018380-71020174	HYDIN	cryptic	0.0269
clu_15990_+	4	chr18:54283015-54283922	POLI	cryptic	0.0269
clu_124379_+	4	chr10:104123086-104161994	SFR1	cryptic	0.027
clu_116117_+	10	chr19:56601591-56665121	ZNF71	cryptic	0.027
clu_17283_-	2	chr3:49099431-49099510	QARS	cryptic	0.027
