""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000634876.1	HAVANA	transcript			ENSG00000264589.2	antisense	KNOWN	MAPT-AS1	2	OTTHUMG00000178246.4	ENST00000634876.1	antisense	KNOWN	MAPT-AS1-004	5	basic	OTTHUMT00000488645.1						-0.278989899595608	1.00137365424275	-3.95116766386285	0.000104660815272202	0.0058366728834025	0.840814135174904	0.174381645915674
ENST00000566037.6	HAVANA	transcript			ENSG00000102893.15	protein_coding	KNOWN	PHKB	1	OTTHUMG00000133102.5	ENST00000566037.6	protein_coding	KNOWN	PHKB-003	2	exp_conf	OTTHUMT00000430411.3				ENSP00000455664.2		-0.290991042962887	2.21103165912854	-3.95110991904112	0.000104684397803543	0.0058366728834025	0.656031028715503	0.18618639241214
ENST00000310898.5	ENSEMBL	transcript			ENSG00000172888.11	protein_coding	KNOWN	ZNF621	3	OTTHUMG00000131389.4	ENST00000310898.5	protein_coding	KNOWN	ZNF621-201	2	CCDS					ENSP00000312144.1	CCDS74920.1	-0.0946980706523352	3.35867252019078	-3.95102047255579	0.000104720937012339	0.0058366728834025	0.481645015125551	0.135593164579334
ENST00000439986.8	HAVANA	transcript			ENSG00000183287.13	protein_coding	KNOWN	CCBE1	2	OTTHUMG00000180087.4	ENST00000439986.8	protein_coding	KNOWN	CCBE1-001	1	CCDS	OTTHUMT00000449685.2				ENSP00000404464.2	CCDS32838.1	3.40582283673974	-3.03523159620043	3.95098236191663	0.000104736509025642	0.0058366728834025	0.591921467927444	0.0517837151630738
ENST00000465037.5	HAVANA	transcript			ENSG00000122507.20	protein_coding	KNOWN	BBS9	2	OTTHUMG00000128659.5	ENST00000465037.5	processed_transcript	KNOWN	BBS9-007	4		OTTHUMT00000329111.1						-1.05700380899754	-0.985151258249296	-3.95092596868239	0.000104759555346609	0.0058366728834025	1.06693825766747	0.0620837907406755
ENST00000357847.8	HAVANA	transcript			ENSG00000146416.17	protein_coding	KNOWN	AIG1	2	OTTHUMG00000015721.7	ENST00000357847.8	protein_coding	KNOWN	AIG1-001	1	CCDS	OTTHUMT00000042506.1				ENSP00000350509.4	CCDS5198.1	-0.123560428222342	3.86109153181239	-3.95058613164631	0.000104898539174024	0.00584104587739833	0.398035025462719	0.413494013630012
ENST00000541836.5	HAVANA	transcript			ENSG00000183426.16	protein_coding	KNOWN	NPIPA1	2	OTTHUMG00000090663.6	ENST00000541836.5	processed_transcript	KNOWN	NPIPA1-004	5	readthrough_transcript	OTTHUMT00000398095.1						-1.28619039862374	0.462921932581197	-3.94890500234251	0.000105588654696359	0.00587281907344875	0.898221088589043	0.0602630520679105
ENST00000291439.7	HAVANA	transcript			ENSG00000072958.8	protein_coding	KNOWN	AP1M1	2	OTTHUMG00000182323.4	ENST00000291439.7	protein_coding	KNOWN	AP1M1-001	1	CCDS	OTTHUMT00000460492.2				ENSP00000291439.2	CCDS12342.1	-0.136306117751023	4.62770771350837	-3.94864237246928	0.000105696854921182	0.00587281907344875	0.272007347311032	0.0678510655801412
ENST00000438709.6	ENSEMBL	transcript			ENSG00000196912.12	protein_coding	KNOWN	ANKRD36B	3	OTTHUMG00000130547.9	ENST00000438709.6	protein_coding	KNOWN	ANKRD36B-202	5	basic					ENSP00000484402.1		0.320385586161509	4.21546064582091	3.9484971064849	0.000105756747928746	0.00587281907344875	0.334045075562758	0.10531931041549
ENST00000447748.5	HAVANA	transcript			ENSG00000226891.7	processed_transcript	KNOWN	LINC01359	2	OTTHUMG00000009307.3	ENST00000447748.5	lincRNA	KNOWN	LINC01359-001	2	basic	OTTHUMT00000025780.1						0.1867808325625	1.6128358417585	3.94835899335717	0.000105813721721011	0.00587281907344875	0.744405219876311	0.11748978892501
ENST00000395850.7	HAVANA	transcript			ENSG00000085063.14	protein_coding	KNOWN	CD59	2	OTTHUMG00000166270.3	ENST00000395850.7	protein_coding	KNOWN	CD59-002	1	CCDS	OTTHUMT00000388809.1				ENSP00000379191.3	CCDS7886.1	-0.14057367407987	6.93304794087129	-3.94833794884726	0.000105822405465129	0.00587281907344875	-0.109911365103863	0.35317823926354
ENST00000053468.3	HAVANA	transcript			ENSG00000048544.5	protein_coding	KNOWN	MRPS10	2	OTTHUMG00000014694.1	ENST00000053468.3	protein_coding	KNOWN	MRPS10-001	1	CCDS	OTTHUMT00000040547.1				ENSP00000053468.3	CCDS4866.1	-0.0868916169822464	4.57313668508277	-3.94830962310507	0.000105834094784274	0.00587281907344875	0.276555632034849	0.151111916720827
ENST00000617695.4	ENSEMBL	transcript			ENSG00000196569.11	protein_coding	KNOWN	LAMA2	3	OTTHUMG00000015545.1	ENST00000617695.4	protein_coding	KNOWN	LAMA2-201	5	appris_alternative_2					ENSP00000481744.1		0.451870787220557	3.85695651599092	3.94815313815772	0.000105898694285355	0.00587302844803457	0.391771428386155	0.165794191891754
ENST00000229570.9	HAVANA	transcript			ENSG00000111850.10	protein_coding	KNOWN	SMIM8	2	OTTHUMG00000015168.6	ENST00000229570.9	protein_coding	KNOWN	SMIM8-001	1	CCDS	OTTHUMT00000041435.3				ENSP00000229570.5	CCDS34496.1	0.508225834282672	1.84932826182955	3.94783910825239	0.000106028443911791	0.00587684866444265	0.70369310165288	0.11825106627414
ENST00000348520.10	HAVANA	transcript			ENSG00000126214.21	protein_coding	KNOWN	KLC1	2	OTTHUMG00000169227.6	ENST00000348520.10	protein_coding	KNOWN	KLC1-001	1	CCDS	OTTHUMT00000402947.3				ENSP00000341154.6	CCDS41996.1	0.207782788555412	2.71933855672505	3.94755414003086	0.00010614631664602	0.0058800065734021	0.5725372343942	0.0993301324670784
ENST00000482126.1	HAVANA	transcript			ENSG00000214216.10	protein_coding	KNOWN	IQCJ	2	OTTHUMG00000166440.1	ENST00000482126.1	protein_coding	KNOWN	IQCJ-003	1	CCDS	OTTHUMT00000352397.1				ENSP00000418141.1	CCDS56290.1	0.276156924280227	0.84348372102203	3.9457371212123	0.000106900831245045	0.00591840760323055	0.832439412906575	0.0641883305974845
ENST00000617569.1	HAVANA	transcript			ENSG00000278637.1	protein_coding	KNOWN	HIST1H4A	2	OTTHUMG00000014419.2	ENST00000617569.1	protein_coding	KNOWN	HIST1H4A-001	NA	CCDS	OTTHUMT00000040081.2				ENSP00000479106.1	CCDS4571.1	-0.379506540513752	-0.436042671034184	-3.94507301159315	0.000107177871127974	0.00593034508245869	0.995216044048634	0.0752441316469742
ENST00000542133.5	HAVANA	transcript			ENSG00000185864.16	protein_coding	KNOWN	NPIPB4	2	OTTHUMG00000163555.7	ENST00000542133.5	nonsense_mediated_decay	KNOWN	NPIPB4-006	3		OTTHUMT00000402329.1				ENSP00000442776.1		-0.627565352877826	1.25419576971738	-3.94469737124726	0.000107334875065022	0.00593563088604133	0.774119565222188	0.0374890404053836
ENST00000330817.10	HAVANA	transcript			ENSG00000182858.13	protein_coding	KNOWN	ALG12	2	OTTHUMG00000150289.3	ENST00000330817.10	protein_coding	KNOWN	ALG12-001	1	CCDS	OTTHUMT00000317405.2				ENSP00000333813.5	CCDS14081.1	-0.134266173553021	3.49347606871887	-3.94369433742524	0.000107755177844053	0.00595546275990536	0.432910158749475	0.0642453476619998
ENST00000259989.6	HAVANA	transcript			ENSG00000137441.7	protein_coding	KNOWN	FGFBP2	2	OTTHUMG00000128513.2	ENST00000259989.6	protein_coding	KNOWN	FGFBP2-001	1	CCDS	OTTHUMT00000250324.1				ENSP00000259989.6	CCDS3419.1	-1.32295423560053	-2.10575501538272	-3.94262038884028	0.000108206929089438	0.00597700905680871	1.03248738258635	0.0681662480531051
ENST00000447072.5	HAVANA	transcript			ENSG00000233452.6	antisense	KNOWN	STXBP5-AS1	2	OTTHUMG00000015762.4	ENST00000447072.5	antisense	KNOWN	STXBP5-AS1-006	3		OTTHUMT00000042596.1						0.314280750978112	2.09651550675465	3.94169859379968	0.000108596111916415	0.00599507660947828	0.645423402653119	0.0852717723398605
ENST00000550542.5	HAVANA	transcript			ENSG00000110880.10	protein_coding	KNOWN	CORO1C	2	OTTHUMG00000169381.3	ENST00000550542.5	nonsense_mediated_decay	KNOWN	CORO1C-002	5	not_organism_supported	OTTHUMT00000403809.1				ENSP00000448130.1		-0.164439006020518	2.8528147405462	-3.94084911178497	0.000108955941045585	0.00601150396098023	0.525485553739334	0.107424502185177
ENST00000372945.7	HAVANA	transcript			ENSG00000182180.13	protein_coding	KNOWN	MRPS16	2	OTTHUMG00000018454.1	ENST00000372945.7	protein_coding	KNOWN	MRPS16-001	1	CCDS	OTTHUMT00000048616.1				ENSP00000362036.3	CCDS7323.1	-0.0994453913189125	4.59967155904261	-3.93981095394101	0.000109397228547938	0.00603240434335673	0.242118725742602	0.337077245205131
ENST00000453485.1	HAVANA	transcript			ENSG00000153827.13	protein_coding	KNOWN	TRIP12	2	OTTHUMG00000153623.6	ENST00000453485.1	protein_coding	KNOWN	TRIP12-009	3	cds_end_NF	OTTHUMT00000331869.2				ENSP00000400967.1		-0.31663098756849	0.684079872252616	-3.93938855840813	0.000109577260731106	0.00603888289533744	0.839385074265051	0.0637314919148308
ENST00000434296.2	HAVANA	transcript			ENSG00000227502.2	lincRNA	KNOWN	LINC01268	2	OTTHUMG00000015405.3	ENST00000434296.2	lincRNA	KNOWN	LINC01268-001	1	basic	OTTHUMT00000041902.3						0.159290280600164	2.2364661199144	3.93912470720965	0.000109689861370826	0.00604163997421491	0.61895042226412	0.0930648546884203
ENST00000451823.2	HAVANA	transcript			ENSG00000225051.5	transcribed_processed_pseudogene	KNOWN	HMGB3P22	1	OTTHUMG00000163166.2	ENST00000451823.2	transcribed_processed_pseudogene	KNOWN	HMGB3P22-001	NA	basic	OTTHUMT00000371884.2			PGO:0000019			-0.432412091613501	-1.37587334528977	-3.93854317368539	0.000109938423693635	0.00605187831317857	1.05736370255285	0.0441083332086631
ENST00000378417.1	HAVANA	transcript			ENSG00000205037.2	lincRNA	KNOWN	RP11-863P13.4	2	OTTHUMG00000175541.1	ENST00000378417.1	lincRNA	KNOWN	RP11-863P13.4-001	2	basic	OTTHUMT00000430445.1						0.300340731649934	0.836035822543967	3.93818399489069	0.000110092213069053	0.00605689090636432	0.816939748160627	0.105558345929319
ENST00000590645.1	HAVANA	transcript			ENSG00000154262.12	protein_coding	KNOWN	ABCA6	2	OTTHUMG00000180258.1	ENST00000590645.1	protein_coding	KNOWN	ABCA6-002	1	basic	OTTHUMT00000450469.1				ENSP00000466862.1		0.596719700659181	-0.425908824972216	3.93757449372038	0.000110353650497992	0.00606630337966891	0.968189312199306	0.470939705770032
ENST00000515725.5	HAVANA	transcript			ENSG00000181789.14	protein_coding	KNOWN	COPG1	2	OTTHUMG00000159451.5	ENST00000515725.5	retained_intron	KNOWN	COPG1-002	2		OTTHUMT00000355457.1						1.83909101282372	-3.67663506497823	3.93749229479564	0.000110388953726187	0.00606630337966891	0.193660714568572	0.191196833597318
ENST00000550412.5	HAVANA	transcript			ENSG00000258311.5	protein_coding	KNOWN	RP11-644F5.10	2	OTTHUMG00000170130.2	ENST00000550412.5	protein_coding	KNOWN	RP11-644F5.10-001	2	readthrough_transcript	OTTHUMT00000407528.1				ENSP00000447650.1		-0.215506557728818	1.99507915326065	-3.93617702319587	0.000110955304614647	0.00609133718968461	0.64373415979607	0.0870266655164797
ENST00000549304.5	HAVANA	transcript			ENSG00000139323.13	protein_coding	KNOWN	POC1B	2	OTTHUMG00000169944.1	ENST00000549304.5	processed_transcript	KNOWN	POC1B-014	5		OTTHUMT00000406643.1						-0.725643809699088	0.799214160176832	-3.93614142703756	0.000110970670470982	0.00609133718968461	0.809024819911548	0.0524706195489899
ENST00000441237.1	HAVANA	transcript			ENSG00000233448.2	transcribed_unprocessed_pseudogene	KNOWN	PMS2P9	2	OTTHUMG00000155739.1	ENST00000441237.1	transcribed_unprocessed_pseudogene	KNOWN	PMS2P9-001	NA	basic	OTTHUMT00000341448.1			PGO:0000019			-0.8338423265929	-2.14502192344418	-3.9356816865508	0.000111169309160859	0.00609877356631679	0.973198273785749	0.0808143098839165
ENST00000627661.2	HAVANA	transcript			ENSG00000237298.9	antisense	KNOWN	TTN-AS1	2	OTTHUMG00000133536.10	ENST00000627661.2	antisense	KNOWN	TTN-AS1-058	5	basic	OTTHUMT00000480541.1						-0.487558871953247	-0.860139480849533	-3.93534316334503	0.000111315789691939	0.006103341713751	1.00676617424248	0.0787467402711696
ENST00000565177.1	HAVANA	transcript			ENSG00000260613.1	lincRNA	KNOWN	RP3-522J7.6	2	OTTHUMG00000172739.1	ENST00000565177.1	lincRNA	KNOWN	RP3-522J7.6-001	2	basic	OTTHUMT00000420340.1						0.325935596338039	-0.872295311063426	3.9349632773215	0.000111480386370041	0.0061074485253315	1.00410485287936	0.0213981750853588
ENST00000634762.1	HAVANA	transcript			ENSG00000169519.20	protein_coding	KNOWN	METTL15	2	OTTHUMG00000150448.3	ENST00000634762.1	protein_coding	KNOWN	METTL15-011	5	basic	OTTHUMT00000488496.1				ENSP00000489363.1		0.389417148810458	-0.788251941764001	3.93487838454674	0.000111517200221217	0.0061074485253315	0.999907309969244	0.124756125114396
ENST00000473383.1	HAVANA	transcript			ENSG00000176261.15	protein_coding	KNOWN	ZBTB8OS	2	OTTHUMG00000007856.9	ENST00000473383.1	retained_intron	KNOWN	ZBTB8OS-012	5		OTTHUMT00000095290.1						0.331927967153077	-0.916344596961699	3.93131518790607	0.000113072839032267	0.00618768862020182	0.996505530997161	0.23127190123069
ENST00000302503.7	HAVANA	transcript			ENSG00000109919.9	protein_coding	KNOWN	MTCH2	2	OTTHUMG00000166926.4	ENST00000302503.7	protein_coding	KNOWN	MTCH2-001	1	CCDS	OTTHUMT00000391921.2				ENSP00000303222.3	CCDS7943.1	0.114095475401302	5.56086377506199	3.93122952266345	0.000113110491690207	0.00618768862020182	0.0539401835822835	0.0456160800660681
ENST00000407780.7	HAVANA	transcript			ENSG00000160223.16	protein_coding	KNOWN	ICOSLG	2	OTTHUMG00000086920.1	ENST00000407780.7	protein_coding	KNOWN	ICOSLG-001	1	CCDS	OTTHUMT00000195838.1				ENSP00000384432.3	CCDS42952.1	0.245502558422141	3.79387172471058	3.93037443917466	0.000113486981822006	0.00620476899368174	0.330019203376863	0.0693558994139758
ENST00000519106.1	HAVANA	transcript			ENSG00000253958.1	protein_coding	KNOWN	CLDN23	2	OTTHUMG00000163674.1	ENST00000519106.1	protein_coding	KNOWN	CLDN23-001	NA	CCDS	OTTHUMT00000374721.1				ENSP00000428780.1	CCDS55195.1	-0.494669471485421	-2.0957241781853	-3.9296089454251	0.000113825035172614	0.00621972973744003	0.976023883181449	0.260747501893911
ENST00000380605.2	HAVANA	transcript			ENSG00000088882.7	protein_coding	KNOWN	CPXM1	2	OTTHUMG00000031706.2	ENST00000380605.2	protein_coding	KNOWN	CPXM1-001	1	CCDS	OTTHUMT00000077643.2				ENSP00000369979.2	CCDS13033.1	-0.495986059016	-1.5420655028052	-3.92920577112921	0.000114003467126762	0.00622542179282931	1.03013402199796	0.427516055984924
ENST00000439840.1	HAVANA	transcript			ENSG00000185433.8	lincRNA	KNOWN	LINC00158	2	OTTHUMG00000078368.1	ENST00000439840.1	lincRNA	KNOWN	LINC00158-003	3		OTTHUMT00000171190.1						-0.540095639185675	-1.0613967192721	-3.92903898114988	0.000114077360639378	0.00622542179282931	1.00307413686761	0.106077306660337
ENST00000434685.5	HAVANA	transcript			ENSG00000183091.19	protein_coding	KNOWN	NEB	1	OTTHUMG00000153784.16	ENST00000434685.5	protein_coding	KNOWN	NEB-003	5	exp_conf	OTTHUMT00000333621.2				ENSP00000389074.1		0.566955962956015	-0.66029796933632	3.92893684767354	0.000114122631618658	0.00622542179282931	0.966298563363412	0.483930073076039
ENST00000480687.5	HAVANA	transcript			ENSG00000173540.12	protein_coding	KNOWN	GMPPB	2	OTTHUMG00000158151.1	ENST00000480687.5	protein_coding	KNOWN	GMPPB-001	2	CCDS	OTTHUMT00000350291.1				ENSP00000418565.1	CCDS2803.1	0.186123328022053	2.30863351229194	3.92697376373419	0.000114996096941086	0.00626952746699582	0.565008204305009	0.086434701253217
ENST00000604716.1	HAVANA	transcript			ENSG00000270605.1	antisense	KNOWN	RP5-1092A3.4	2	OTTHUMG00000185161.1	ENST00000604716.1	antisense	KNOWN	RP5-1092A3.4-001	NA	basic	OTTHUMT00000469689.1						0.152261033232516	1.48884717290903	3.92643302502771	0.000115237809022878	0.00627915993927478	0.683252360395657	0.108316065032804
ENST00000477187.1	HAVANA	transcript			ENSG00000138813.9	protein_coding	KNOWN	C4orf17	2	OTTHUMG00000131027.3	ENST00000477187.1	nonsense_mediated_decay	KNOWN	C4orf17-002	2		OTTHUMT00000253671.2				ENSP00000423411.1		-0.292272187393164	0.733120716104331	-3.9261108498856	0.000115382051686197	0.00628347355809874	0.781947018538075	0.120935078633337
ENST00000527717.5	HAVANA	transcript			ENSG00000137726.16	protein_coding	KNOWN	FXYD6	2	OTTHUMG00000166991.4	ENST00000527717.5	protein_coding	KNOWN	FXYD6-001	2	CCDS	OTTHUMT00000392306.2				ENSP00000431446.1	CCDS8387.1	-0.29870402916682	4.26193371204507	-3.92248854832526	0.000117015654264831	0.00636884412733172	0.233106286371019	0.0184229606690092
ENST00000552631.1	HAVANA	transcript			ENSG00000117020.16	protein_coding	KNOWN	AKT3	2	OTTHUMG00000039994.5	ENST00000552631.1	protein_coding	KNOWN	AKT3-008	4	cds_end_NF	OTTHUMT00000404569.2				ENSP00000447820.1		-0.252436767657894	3.77974193172067	-3.92227722586643	0.00011711163221996	0.00637006128705787	0.313512432761221	0.413794961878307
ENST00000483737.1	HAVANA	transcript			ENSG00000167123.18	protein_coding	KNOWN	CERCAM	2	OTTHUMG00000020747.5	ENST00000483737.1	retained_intron	KNOWN	CERCAM-012	2		OTTHUMT00000337761.1						0.44765801646828	-0.975786382038958	3.92214277506758	0.000117172735677643	0.00637006128705787	0.963803442200305	0.0769513763191814
ENST00000626043.1	ENSEMBL	transcript			ENSG00000176406.21	protein_coding	KNOWN	RIMS2	3	OTTHUMG00000162097.11	ENST00000626043.1	protein_coding	KNOWN	RIMS2-202	5	basic					ENSP00000487079.1		-0.154885193381292	5.89776294106881	-3.92200377258481	0.000117235939547837	0.00637006128705787	-0.0301374343750442	0.410410948116359
ENST00000439631.1	HAVANA	transcript			ENSG00000235421.1	unprocessed_pseudogene	KNOWN	RP11-667F9.1	2	OTTHUMG00000156560.2	ENST00000439631.1	unprocessed_pseudogene	KNOWN	RP11-667F9.1-001	NA	basic	OTTHUMT00000344594.2			PGO:0000005			0.439524417091319	3.03844970342677	3.92119216053183	0.000117605623012524	0.00638379955521871	0.42739465599484	0.028670453040396
ENST00000559420.2	HAVANA	transcript			ENSG00000138604.9	protein_coding	KNOWN	GLCE	2	OTTHUMG00000172084.4	ENST00000559420.2	protein_coding	KNOWN	GLCE-001	1	basic	OTTHUMT00000416668.3				ENSP00000454092.1		-2.60718973333414	-2.63978889571625	-3.92115842280684	0.000117621014237982	0.00638379955521871	0.886690301279109	0.067405842729861
ENST00000530013.5	HAVANA	transcript			ENSG00000110429.13	protein_coding	KNOWN	FBXO3	2	OTTHUMG00000166244.4	ENST00000530013.5	retained_intron	KNOWN	FBXO3-009	1		OTTHUMT00000388821.1						0.24706554930921	1.42283023448075	3.92046883660441	0.000117936024328489	0.00639730050169268	0.665986611268852	0.0471781018366197
ENST00000424133.2	HAVANA	transcript			ENSG00000250251.6	transcribed_unprocessed_pseudogene	KNOWN	PKD1P6	2	OTTHUMG00000156664.4	ENST00000424133.2	processed_transcript	KNOWN	PKD1P6-009	1		OTTHUMT00000398566.1						0.161121140134246	2.69573306455731	3.92014889944097	0.000118082446777631	0.00640164658403559	0.47545364700605	0.061737135398184
ENST00000426564.6	HAVANA	transcript			ENSG00000114374.12	protein_coding	KNOWN	USP9Y	2	OTTHUMG00000036469.2	ENST00000426564.6	processed_transcript	KNOWN	USP9Y-002	2		OTTHUMT00000088704.2						-0.151233131854241	2.86305840720843	-3.91988902349124	0.000118201508621714	0.00640450531058415	0.187459844298979	0.0950052790211033
ENST00000264193.2	HAVANA	transcript			ENSG00000080819.6	protein_coding	KNOWN	CPOX	2	OTTHUMG00000160016.3	ENST00000264193.2	protein_coding	KNOWN	CPOX-001	1	CCDS	OTTHUMT00000358900.1				ENSP00000264193.2	CCDS2932.1	0.148223433113792	4.53297826475239	3.91943588701634	0.000118409385202216	0.00641217037510641	0.175861139091565	0.114914712974046
ENST00000493583.5	HAVANA	transcript			ENSG00000068323.16	protein_coding	KNOWN	TFE3	2	OTTHUMG00000022690.6	ENST00000493583.5	nonsense_mediated_decay	KNOWN	TFE3-004	2		OTTHUMT00000080953.4				ENSP00000476976.1		-0.153145919814323	4.63861125372597	-3.91901513898803	0.000118602714272879	0.00641903950330915	0.161540657945182	0.18553708990731
ENST00000456602.5	HAVANA	transcript			ENSG00000227354.6	antisense	KNOWN	RBM26-AS1	2	OTTHUMG00000017131.2	ENST00000456602.5	antisense	KNOWN	RBM26-AS1-001	2	basic	OTTHUMT00000045375.1						-0.320972241169599	0.428613759723588	-3.91864877992424	0.000118771296240731	0.00642456231777452	0.795739471808615	0.106197551410497
ENST00000614311.4	ENSEMBL	transcript			ENSG00000188916.8	protein_coding	KNOWN	FAM196A	3	OTTHUMG00000019248.2	ENST00000614311.4	protein_coding	KNOWN	FAM196A-201	5	basic					ENSP00000479733.1		0.56755697027658	1.11545303309436	3.91745233779762	0.000119323431036544	0.00645081442346161	0.700910951608486	0.0725250261203851
ENST00000544460.5	ENSEMBL	transcript			ENSG00000180113.15	protein_coding	KNOWN	TDRD6	3	OTTHUMG00000014788.1	ENST00000544460.5	protein_coding	KNOWN	TDRD6-201	2	CCDS					ENSP00000443299.1	CCDS55017.1	-0.295093660378161	2.8125229707902	-3.9170715160223	0.000119499683494009	0.00645672772248491	0.437456587757507	0.0819788844257869
ENST00000523085.5	HAVANA	transcript			ENSG00000147481.14	protein_coding	KNOWN	SNTG1	2	OTTHUMG00000164257.2	ENST00000523085.5	protein_coding	KNOWN	SNTG1-008	4	alternative_5_UTR	OTTHUMT00000377966.1				ENSP00000429363.1		0.563943914753249	-1.79640793931716	3.91683178352305	0.000119610763547983	0.00645911502439147	0.985942058925778	0.113596634249432
ENST00000466412.5	HAVANA	transcript			ENSG00000090097.20	protein_coding	KNOWN	PCBP4	2	OTTHUMG00000157366.31	ENST00000466412.5	protein_coding	KNOWN	PCBP4-014	4	cds_end_NF	OTTHUMT00000348608.2				ENSP00000419557.1		1.52157060384057	-2.76813576338484	3.9163003170002	0.000119857368176368	0.0064666967698491	0.72144529454468	0.160278695025294
ENST00000481671.6	HAVANA	transcript			ENSG00000214046.8	protein_coding	KNOWN	SMIM7	2	OTTHUMG00000149895.3	ENST00000481671.6	nonsense_mediated_decay	KNOWN	SMIM7-005	2	CCDS	OTTHUMT00000313805.3				ENSP00000433833.1	CCDS12348.2	-0.670158192571544	0.736710538948247	-3.91624058771819	0.000119885113180499	0.0064666967698491	0.747069419685247	0.0617234855559996
ENST00000484735.5	HAVANA	transcript			ENSG00000119185.12	protein_coding	KNOWN	ITGB1BP1	2	OTTHUMG00000090414.8	ENST00000484735.5	protein_coding	KNOWN	ITGB1BP1-012	3	cds_end_NF	OTTHUMT00000353320.2				ENSP00000418526.1		-0.438343084878991	1.3534369589606	-3.91605439104131	0.000119971643014731	0.00646775098807614	0.656320263526554	0.0565199726124031
ENST00000498767.1	HAVANA	transcript			ENSG00000143748.17	protein_coding	KNOWN	NVL	2	OTTHUMG00000037536.8	ENST00000498767.1	retained_intron	KNOWN	NVL-025	3		OTTHUMT00000357514.1						0.395323988210113	-1.44999316265553	3.91486581200673	0.000120525401462648	0.00649397857858513	0.978490806085237	0.291222249287845
ENST00000515663.5	HAVANA	transcript			ENSG00000153113.23	protein_coding	KNOWN	CAST	2	OTTHUMG00000128413.11	ENST00000515663.5	protein_coding	KNOWN	CAST-015	2	basic	OTTHUMT00000370551.1				ENSP00000422929.1		-0.629925632042433	0.632872301858974	-3.91361569629672	0.00012111044734166	0.00652186175829706	0.75302686818083	0.110135723243155
ENST00000552342.5	HAVANA	transcript			ENSG00000187109.13	protein_coding	KNOWN	NAP1L1	2	OTTHUMG00000169786.6	ENST00000552342.5	protein_coding	KNOWN	NAP1L1-011	5	basic	OTTHUMT00000406084.1				ENSP00000447196.1		-0.29715366158311	3.68295801593495	-3.91313505833419	0.000121336099358265	0.0065303710911025	0.281114254076176	0.231837843576508
ENST00000250160.10	HAVANA	transcript			ENSG00000104415.13	protein_coding	KNOWN	WISP1	2	OTTHUMG00000164440.2	ENST00000250160.10	protein_coding	KNOWN	WISP1-001	1	CCDS	OTTHUMT00000378794.2				ENSP00000250160.5	CCDS6371.1	-0.714251832806368	-2.34655100465112	-3.91297149509519	0.000121412980714003	0.00653086849017264	0.853565773003491	0.178621261419599
ENST00000618163.1	ENSEMBL	transcript			ENSG00000047365.11	protein_coding	KNOWN	ARAP2	3	OTTHUMG00000097811.6	ENST00000618163.1	protein_coding	KNOWN	ARAP2-201	5	basic					ENSP00000481036.1		-0.395112068855174	3.8533972856777	-3.91227705921345	0.000121739908943568	0.00654480800007645	0.251170286122116	0.195395909487348
ENST00000568641.1	HAVANA	transcript			ENSG00000091592.15	protein_coding	KNOWN	NLRP1	2	OTTHUMG00000132419.6	ENST00000568641.1	processed_transcript	KNOWN	NLRP1-004	1		OTTHUMT00000255557.2						-0.13762625027982	5.42850675655498	-3.91046686552092	0.000122596048807583	0.00658716688734969	0.0029728868889114	0.0883176487928059
ENST00000391162.1	ENSEMBL	transcript			ENSG00000212464.1	snoRNA	KNOWN	SNORA12	3		ENST00000391162.1	snoRNA	KNOWN	SNORA12-201	NA	basic							0.210144495295583	4.26658746017835	3.90967565057765	0.000122972049762645	0.00660369482357198	0.177978159121186	0.216549049458378
ENST00000476499.1	HAVANA	transcript			ENSG00000107863.17	protein_coding	KNOWN	ARHGAP21	2	OTTHUMG00000017825.7	ENST00000476499.1	retained_intron	KNOWN	ARHGAP21-002	2		OTTHUMT00000047230.3						0.170075084384829	2.3323482642001	3.90884106624568	0.000123369846729938	0.00662137419742213	0.485671095215371	0.0244015674154193
ENST00000487508.5	HAVANA	transcript			ENSG00000144040.12	protein_coding	KNOWN	SFXN5	2	OTTHUMG00000129775.8	ENST00000487508.5	processed_transcript	KNOWN	SFXN5-017	4		OTTHUMT00000327622.1						-0.739099965953448	-1.09026165708179	-3.90770654594875	0.000123912564339645	0.00664680763180562	0.93121550509197	0.222804082384354
ENST00000320027.9	HAVANA	transcript			ENSG00000120694.19	protein_coding	KNOWN	HSPH1	2	OTTHUMG00000016685.5	ENST00000320027.9	protein_coding	KNOWN	HSPH1-001	1	CCDS	OTTHUMT00000044384.2				ENSP00000318687.5	CCDS9340.1	0.211781477768467	5.15249655267116	3.90661552852338	0.000124436608220951	0.00667121169914809	0.026347712743692	0.108759670041459
ENST00000580200.1	HAVANA	transcript			ENSG00000186481.16	transcribed_unprocessed_pseudogene	KNOWN	ANKRD20A5P	2	OTTHUMG00000191817.1	ENST00000580200.1	processed_transcript	KNOWN	ANKRD20A5P-010	5	basic	OTTHUMT00000442841.1						-0.397710708973638	0.442607337200635	-3.9059107461858	0.000124776250878472	0.0066857081727636	0.74732361037771	0.072159041804676
