""	inGencode	inGencodeStart	inGencodeEnd	gencodeGeneID	ensemblID	Symbol	gencodeStrand	gencodeTx	numTx	Class	startExon	endExon	newGeneID	newGeneSymbol	isFusion	meanExprs	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
chr20:25513007-25517752(-)	TRUE	TRUE	TRUE	ENSG00000101004.14	ENSG00000101004	NINL	-	ENST00000278886.10|ENST00000422516.5	2	InGen	523466	523465	ENSG00000101004.14	NINL	FALSE	20.8693868996713	0.601837549138691	0.958508394087369	4.18949650387484	6.72356583621348e-05	0.01811127010238	1.55002825748558	0.14728222703712
chr1:213071042-213072869(+)	TRUE	TRUE	TRUE	ENSG00000136643.11	ENSG00000136643	RPS6KC1	+	ENST00000543470.5	1	InGen	46725	46740	ENSG00000136643.11	RPS6KC1	FALSE	13.6863283570429	-0.902038644678548	0.465726117943308	-4.18931040781169	6.7281453151642e-05	0.01811127010238	1.53449498973037	0.116713766970409
chr16:2106025-2106090(-)	TRUE	TRUE	TRUE	ENSG00000008710.18	ENSG00000008710	PKD1	-	ENST00000262304.8|ENST00000423118.5|ENST00000487932.5|ENST00000486339.6|ENST00000415938.7|ENST00000483731.5|ENST00000496574.6|ENST00000561991.5|ENST00000565639.6|ENST00000564865.5|ENST00000564890.1	11	InGen	413228	413227	ENSG00000008710.18	PKD1	FALSE	112.677489156443	0.672993330764619	3.22076560537738	4.18705314461915	6.78393201187546e-05	0.0181909992960813	1.23202645327991	0.0698082690131581
chr15:91258555-91260319(+)	TRUE	TRUE	TRUE	ENSG00000185518.11	ENSG00000185518	SV2B	+	ENST00000545111.6|ENST00000394232.5|ENST00000557410.5|ENST00000330276.4|ENST00000553727.1	5	InGen	408785	408786	ENSG00000185518.11	SV2B	FALSE	157.710453063661	0.335605551373751	4.14665040640815	4.18689736516562	6.78779837356049e-05	0.0181909992960813	1.10037887268136	0.0650341805695668
chr22:42556675-42574679(-)	TRUE	TRUE	TRUE	ENSG00000182841.12	ENSG00000182841	RRP7BP	-	ENST00000357802.6	1	InGen	548882	548881	ENSG00000182841.12	RRP7BP	FALSE	26.704489425097	0.815283062166271	1.04521375876881	4.18382223156987	6.86455714604371e-05	0.0183314532614898	1.5312071738699	0.056291871460356
chr1:246634011-246634472(+)	TRUE	TRUE	TRUE	ENSG00000162852.13	ENSG00000162852	CNST	+	ENST00000366513.8|ENST00000366512.7	2	InGen	51885	51886	ENSG00000162852.13	CNST	FALSE	57.4590255483101	-0.31844789421686	2.69480704115638	-4.18358657099641	6.87047383948056e-05	0.0183314532614898	1.28563448106489	0.0981091701885532
chr1:146852457-146853285(+)	TRUE	TRUE	TRUE	ENSG00000276975.2	ENSG00000276975	HYDIN2	+	ENST00000614586.2	1	InGen	29867	29868	ENSG00000276975.2	HYDIN2	FALSE	23.6258334879334	1.02982296011021	0.687614598682599	4.18218239570916	6.90583013813545e-05	0.0183852929220418	1.51621217974279	0.0765739730889008
chr15:22543139-22545766(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4	2	InGen	388756	388757	ENSG00000276550.4	HERC2P2	FALSE	133.547663192209	1.42269945438904	3.25313304409663	4.18125276690638	6.92933391583433e-05	0.0184074108456288	1.23372542163259	0.0793109213295899
chr15:22577333-22577429(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4|ENST00000618651.1	3	InGen	388775	388776	ENSG00000276550.4	HERC2P2	FALSE	114.939144786268	0.499217097248491	3.37554294714449	4.1755567638333	7.0750356752059e-05	0.0187162476706936	1.17043643622032	0.0776827221998961
chr2:132148229-132150911(-)	TRUE	TRUE	TRUE	ENSG00000163046.15	ENSG00000163046	ANKRD30BL	-	ENST00000465868.5|ENST00000470729.5|ENST00000481691.5|ENST00000409867.5|ENST00000295181.6	5	InGen	74977	74976	ENSG00000163046.15	ANKRD30BL	FALSE	17.36408549931	1.44914082615009	0.132988924406167	4.17463817623889	7.09880720096605e-05	0.0187162476706936	1.43386368040156	0.0712926296062577
chrX:19006266-19007234(-)	TRUE	TRUE	TRUE	ENSG00000173698.17	ENSG00000173698	ADGRG2	-	ENST00000379873.6|ENST00000379876.5|ENST00000379878.7|ENST00000357991.7|ENST00000357544.7|ENST00000360279.8|ENST00000379869.7|ENST00000356606.8	8	InGen	553245	553244	ENSG00000173698.17	ADGRG2	FALSE	17.8307229073531	1.57389095254516	0.124471609628038	4.17432991951983	7.1068015845468e-05	0.0187162476706936	1.43334176642525	0.074039774713214
chr11:61496680-61499762(+)	TRUE	TRUE	TRUE	ENSG00000255931.1	ENSG00000255931	RP11-286N22.10	+	ENST00000534856.1	1	InGen	305665	305666	ENSG00000255931.1	RP11-286N22.10	FALSE	15.7136183920992	0.966648035639777	0.716661285537916	4.17416448685853	7.11109551576513e-05	0.0187162476706936	1.50059984868146	0.0743079578475984
chr1:51920115-51933317(-)	TRUE	TRUE	TRUE	ENSG00000169213.6	ENSG00000169213	RAB3B	-	ENST00000371655.3	1	InGen	17545	17544	ENSG00000169213.6	RAB3B	FALSE	32.3989952855868	-0.877183533983696	1.53427442233016	-4.1734130473279	7.13063114873482e-05	0.0187162476706936	1.4523455294236	0.0845537646694067
chr5:151671695-151673128(-)	TRUE	TRUE	TRUE	ENSG00000113140.10	ENSG00000113140	SPARC	-	ENST00000231061.8|ENST00000521569.1|ENST00000539687.5	3	InGen	172013	172012	ENSG00000113140.10	SPARC	FALSE	156.576118863943	-0.678042967219978	3.59445575463384	-4.17250492113162	7.15430918643297e-05	0.0187162476706936	1.12206870601097	0.0872571087486993
chr7:11412801-11417449(-)	TRUE	TRUE	TRUE	ENSG00000005108.15	ENSG00000005108	THSD7A	-	ENST00000423059.8|ENST00000617773.1	2	InGen	205073	205072	ENSG00000005108.15	THSD7A	FALSE	21.9001708133418	0.712992952459655	1.11912972572473	4.1720800587997	7.16541280012998e-05	0.0187162476706936	1.46911736916318	0.0755582851853017
chr7:102541663-102566996(-)	TRUE	TRUE	TRUE	ENSG00000168255.19	ENSG00000168255	POLR2J3	-	ENST00000464525.5|ENST00000489144.5|ENST00000379340.9|ENST00000486319.5|ENST00000506060.5	5	InGen	220176	220183	ENSG00000168255.19	POLR2J3	TRUE	78.7930481024903	-0.780502328154363	2.83569709354267	-4.17193528639662	7.16920015784323e-05	0.0187162476706936	1.24894950636444	0.0685244450738657
chr15:22559971-22560787(+)	TRUE	TRUE	TRUE	ENSG00000276550.4	ENSG00000276550	HERC2P2	+	ENST00000613386.4|ENST00000619021.4	2	InGen	388765	388766	ENSG00000276550.4	HERC2P2	FALSE	47.1991712408164	2.26932391173424	1.35452406311309	4.17010515994422	7.21724408002937e-05	0.0187602120985623	1.48226549631063	0.0787200511929714
chr2:117822262-117824568(+)	TRUE	TRUE	TRUE	ENSG00000088205.12	ENSG00000088205	DDX18	+	ENST00000263239.6|ENST00000474694.1|ENST00000415038.1	3	InGen	72889	72890	ENSG00000088205.12	DDX18	FALSE	34.1074659519567	0.417322198763946	1.91100980901759	4.16973626611754	7.22696561417894e-05	0.0187602120985623	1.35987404235107	0.0694546816952265
chr22:40196625-40196649(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	11.4456736304355	-1.46629635586449	-0.265164591339874	-4.16952639305573	7.23250206385376e-05	0.0187602120985623	1.35097320329434	0.0687833685824956
chr8:90791986-90801690(+)	TRUE	TRUE	TRUE	ENSG00000123119.11	ENSG00000123119	NECAB1	+	ENST00000417640.6|ENST00000522729.5|ENST00000523962.5|ENST00000521954.1	4	InGen	242952	242953	ENSG00000123119.11	NECAB1	FALSE	157.184855662381	-0.552355740635159	4.14383181261563	-4.16550780061834	7.33930305065901e-05	0.0189965627294557	1.02093557401048	0.0779350346132094
chr9:101577845-101579195(-)	TRUE	TRUE	TRUE	ENSG00000198785.4	ENSG00000198785	GRIN3A	-	ENST00000361820.3	1	InGen	262488	262487	ENSG00000198785.4	GRIN3A	FALSE	17.9712753632956	1.17154481990204	0.46330892385113	4.16454233996194	7.36518699315166e-05	0.0190229117532715	1.45378697146819	0.0737106928038765
chr2:26373630-26375039(+)	TRUE	TRUE	TRUE	ENSG00000138018.17	ENSG00000138018	EPT1	+	ENST00000613142.4|ENST00000260585.11	2	InGen	56071	56072	ENSG00000138018.17	EPT1	FALSE	79.0164597900376	-0.318697052619429	3.16324205026009	-4.16255808507357	7.41866077184733e-05	0.0191202564667437	1.13740012769055	0.0676121670319202
chr8:90917629-90925534(+)	TRUE	TRUE	TRUE	ENSG00000123119.11	ENSG00000123119	NECAB1	+	ENST00000417640.6	1	InGen	242957	242958	ENSG00000123119.11	NECAB1	FALSE	224.488401256815	-0.493258261666085	4.67052182872711	-4.16196432231126	7.43473458699837e-05	0.0191210008378229	0.949679658625344	0.0663144777041246
chr12:132673708-132675397(-)	TRUE	TRUE	TRUE	ENSG00000177084.16	ENSG00000177084	POLE	-	ENST00000320574.9|ENST00000537064.5|ENST00000535270.5|ENST00000535934.2	4	InGen	358319	358318	ENSG00000177084.16	POLE	FALSE	34.7412494344902	0.845417777015274	1.5551307169624	4.16050503977829	7.47438146877343e-05	0.019182239933017	1.41293182194946	0.0900721885153438
chr8:7349147-7354810(-)	TRUE	TRUE	TRUE	ENSG00000215374.5	ENSG00000215374	FAM66B	-	ENST00000529456.1|ENST00000606573.1	2	InGen	230898	230897	ENSG00000215374.5	FAM66B	FALSE	51.2982993774557	0.968643896354835	1.96131628367903	4.15914645615652	7.51147525560837e-05	0.019218804756682	1.34528104651268	0.0863099301859384
chr15:28650700-28651404(+)	TRUE	TRUE	TRUE	ENSG00000206149.10	ENSG00000206149	HERC2P9	+	ENST00000529624.5	1	InGen	390122	390123	ENSG00000206149.10	HERC2P9	FALSE	84.3000755565743	0.777034566868497	2.76338667145048	4.15882198765248	7.52036047242498e-05	0.019218804756682	1.22016360800809	0.0869813187307512
chr9:101613528-101623317(-)	TRUE	TRUE	TRUE	ENSG00000198785.4	ENSG00000198785	GRIN3A	-	ENST00000361820.3	1	InGen	262486	262485	ENSG00000198785.4	GRIN3A	FALSE	25.2284583161332	0.952344049028383	1.11309439798796	4.1565370074298	7.58321909424658e-05	0.0193386455107887	1.43072416466783	0.0740369938769905
chr19:34390860-34390909(+)	FALSE	FALSE	FALSE						0	Novel					FALSE	13.9499632003877	2.13429225055975	-0.48496660353846	4.15120733364019	7.73180597683308e-05	0.0196706957455938	1.19807100400808	0.0799373133694428
chr3:129502883-129504318(+)	TRUE	TRUE	TRUE	ENSG00000163913.11	ENSG00000163913	IFT122	+	ENST00000431818.6|ENST00000440957.6|ENST00000347300.6|ENST00000296266.7|ENST00000507564.5|ENST00000512220.5|ENST00000504021.5|ENST00000349441.6|ENST00000348417.6|ENST00000506507.5|ENST00000509522.5|ENST00000511425.5	12	InGen	117070	117071	ENSG00000163913.11	IFT122	FALSE	41.9318859013795	0.478975580606437	2.1521510697248	4.15056356958886	7.74994200573279e-05	0.0196706957455938	1.27815419146166	0.0719768087012002
chr18:10540055-10540328(+)	TRUE	TRUE	TRUE	ENSG00000134265.12	ENSG00000134265	NAPG	+	ENST00000580483.5|ENST00000580224.5|ENST00000322897.10|ENST00000582978.5|ENST00000583367.1	5	InGen	476079	476080	ENSG00000134265.12	NAPG	FALSE	441.560857636184	-0.256629784880555	5.61674707382269	-4.15013134351182	7.76214156751518e-05	0.0196706957455938	0.805377196927273	0.0693184867731869
chr12:132141021-132141274(-)	TRUE	TRUE	TRUE	ENSG00000185163.9	ENSG00000185163	DDX51	-	ENST00000397333.3|ENST00000546058.1	2	InGen	358127	358126	ENSG00000185163.9	DDX51	FALSE	19.168861516429	-0.963371927010812	0.916179563484775	-4.14903763845686	7.79309390151767e-05	0.019707904732076	1.41745188334616	0.0724648646334236
chr21:45989779-45990257(+)	TRUE	TRUE	TRUE	ENSG00000142156.14	ENSG00000142156	COL6A1	+	ENST00000361866.7|ENST00000612273.1	2	InGen	538087	538088	ENSG00000142156.14	COL6A1	FALSE	13.1580031983474	-1.51180179478157	-0.182571312427605	-4.14397387130005	7.93795450684591e-05	0.020032420442339	1.29004834276938	0.0829678519211204
chr1:103003269-103004443(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5|ENST00000461720.5	6	InGen	24796	24795	ENSG00000060718.19	COL11A1	FALSE	14.5402961741679	-1.63061218468436	0.013644020296596	-4.14332614602353	7.95666991894313e-05	0.02003790548776	1.31822175892557	0.0907252098689142
chr12:49648354-49649028(-)	TRUE	TRUE	TRUE	ENSG00000161791.13	ENSG00000161791	FMNL3	-	ENST00000335154.9|ENST00000550488.5|ENST00000549137.1|ENST00000352151.9	4	InGen	337158	337157	ENSG00000161791.13	FMNL3	FALSE	25.6281707115739	0.661545325553831	1.41121910373692	4.14266123561552	7.97592601389592e-05	0.0200447265926819	1.36411675410294	0.0775031823952988
chr17:39629563-39629971(+)	TRUE	TRUE	TRUE	ENSG00000131771.13	ENSG00000131771	PPP1R1B	+	ENST00000580825.5|ENST00000254079.8|ENST00000582680.5|ENST00000394265.5|ENST00000394267.2|ENST00000580772.1|ENST00000583446.5	7	InGen	454482	454483	ENSG00000131771.13	PPP1R1B	FALSE	37.2957922677415	-0.529663609168541	1.91138468854641	-4.14021098251829	8.04727400853545e-05	0.0201821633488599	1.28446794132357	0.096032236651719
chr5:19981179-19988085(-)	TRUE	TRUE	TRUE	ENSG00000145526.11	ENSG00000145526	CDH18	-	ENST00000382275.5|ENST00000502796.5|ENST00000511423.5|ENST00000503132.1	4	InGen	153955	153954	ENSG00000145526.11	CDH18	FALSE	138.006438448406	0.351667971627117	3.86259102417439	4.1382809953587	8.10390427134134e-05	0.0202587602641326	0.964454255705515	0.0869278659466707
chr17:66496284-66641354(+)	TRUE	TRUE	TRUE	ENSG00000154229.11	ENSG00000154229	PRKCA	+	ENST00000578063.5|ENST00000413366.7	2	InGen	466190	466191	ENSG00000154229.11	PRKCA	FALSE	152.018994017085	-0.411499600986459	4.08335923457154	-4.13803111955807	8.11126416043747e-05	0.0202587602641326	0.941459296781917	0.0697155714353919
chr6:34757955-34762594(+)	TRUE	TRUE	TRUE	ENSG00000124562.9	ENSG00000124562	SNRPC	+	ENST00000244520.9|ENST00000374017.3|ENST00000474635.1	3	InGen	185863	185864	ENSG00000124562.9	SNRPC	FALSE	37.8564579573199	-0.508035053300894	1.98107034077847	-4.13569255001296	8.18045709735681e-05	0.0203895368319181	1.23818169181093	0.0646321361911888
chr1:148533249-148573229(-)	FALSE	TRUE	TRUE						0	ExonSkip	30444	30448	ENSG00000270629.5	NBPF14	FALSE	36.8029590119206	-1.35630138672963	1.63090819992514	-4.1335504822251	8.2443337235779e-05	0.0205065527981907	1.31698665707798	0.0797775333969715
chr20:58667598-58667986(+)	TRUE	TRUE	TRUE	ENSG00000124222.22	ENSG00000124222	STX16	+	ENST00000361830.7|ENST00000458280.5|ENST00000355957.9|ENST00000312283.12|ENST00000412911.5|ENST00000359617.8|ENST00000371141.8|ENST00000476384.5|ENST00000483434.5|ENST00000496117.5|ENST00000530122.1|ENST00000371132.8|ENST00000496003.5|ENST00000467096.5|ENST00000358029.8|ENST00000464640.5|ENST00000493301.5|ENST00000468590.1|ENST00000438253.1	19	InGen	529965	529966	ENSG00000124222.22	STX16	FALSE	358.635081681115	0.282838361513528	4.97977505211809	4.13238410491503	8.2793165585014e-05	0.0205513674589653	0.824202542651847	0.0905265203867645
chr12:53066693-53067647(-)	TRUE	TRUE	TRUE	ENSG00000167778.8	ENSG00000167778	SPRYD3	-	ENST00000301463.8|ENST00000547837.5|ENST00000537540.1	3	InGen	339180	339179	ENSG00000167778.8	SPRYD3	FALSE	271.812963216453	-0.290378138930301	4.88107029953696	-4.13102829858155	8.32016026093326e-05	0.0206105172402431	0.820697077009177	0.0911528046980355
chr7:77381355-77382573(-)	TRUE	TRUE	TRUE	ENSG00000186088.15	ENSG00000186088	GSAP	-	ENST00000257626.11|ENST00000334003.11	2	InGen	214723	214722	ENSG00000186088.15	GSAP	FALSE	17.4617305849807	-0.975635393373138	0.697223901761047	-4.1288728355718	8.3854927089494e-05	0.0207163270642351	1.35263199525637	0.0920347648872297
chr12:30719226-30720810(-)	TRUE	TRUE	TRUE	ENSG00000110888.17	ENSG00000110888	CAPRIN2	-	ENST00000433722.6|ENST00000548676.5|ENST00000454014.6|ENST00000417045.5|ENST00000537108.5	5	InGen	333453	333452	ENSG00000110888.17	CAPRIN2	FALSE	34.5426892589651	0.421644178782963	1.81286365953692	4.12849229371331	8.39707810238201e-05	0.0207163270642351	1.25718337109265	0.105006408396826
chr14:72518538-72536185(+)	TRUE	TRUE	TRUE	ENSG00000182732.16	ENSG00000182732	RGS6	+	ENST00000553525.5|ENST00000555571.5|ENST00000553530.5|ENST00000554474.5|ENST00000556437.5|ENST00000355512.10|ENST00000404301.6|ENST00000406236.8|ENST00000407322.8|ENST00000402788.6|ENST00000343854.10|ENST00000622468.4|ENST00000434263.6|ENST00000554782.1	14	InGen	379838	379839	ENSG00000182732.16	RGS6	FALSE	11.5281823411783	0.93511872781658	0.295946839255515	4.126564744343	8.45599807964223e-05	0.0208127938326961	1.33157056922323	0.103797975744844
chr3:40252000-40258133(+)	TRUE	TRUE	TRUE	ENSG00000170011.13	ENSG00000170011	MYRIP	+	ENST00000444716.5|ENST00000302541.10|ENST00000396217.7|ENST00000425621.5|ENST00000458292.5|ENST00000458441.5|ENST00000459828.5|ENST00000539167.2	8	InGen	101288	101289	ENSG00000170011.13	MYRIP	FALSE	36.8018552529443	0.618088549545596	1.910337546637	4.12542249740361	8.49110080705799e-05	0.0208127938326961	1.22235968271319	0.119719443603308
chr8:66513638-66515892(+)	TRUE	TRUE	TRUE	ENSG00000169085.11	ENSG00000169085	C8orf46	+	ENST00000519702.5|ENST00000305454.7|ENST00000460144.5|ENST00000450307.7|ENST00000522977.5	5	InGen	240191	240192	ENSG00000169085.11	C8orf46	FALSE	116.102316586826	-0.410090388265	3.70497468423995	-4.12535033779242	8.49332306313071e-05	0.0208127938326961	0.939281782370742	0.125074305323738
chrX:154465848-154465934(+)	TRUE	TRUE	TRUE	ENSG00000130827.6	ENSG00000130827	PLXNA3	+	ENST00000369682.4	1	InGen	568028	568029	ENSG00000130827.6	PLXNA3	FALSE	14.7874549746093	1.05322833006827	0.35790612059846	4.1249745149814	8.50490609340449e-05	0.0208127938326961	1.29502687646697	0.0971799601595803
chr8:66505529-66510095(+)	TRUE	TRUE	TRUE	ENSG00000169085.11	ENSG00000169085	C8orf46	+	ENST00000482608.6|ENST00000519702.5|ENST00000305454.7|ENST00000521495.5|ENST00000460144.5|ENST00000450307.7|ENST00000484919.5|ENST00000480005.1|ENST00000485639.1	9	InGen	240187	240188	ENSG00000169085.11	C8orf46	FALSE	108.839051020531	-0.556300499579861	3.52867900284704	-4.12394565521681	8.5366937602639e-05	0.0208484649587864	0.956629119260845	0.11833273096342
chr13:45377216-45378529(+)	TRUE	TRUE	TRUE	ENSG00000170919.15	ENSG00000170919	TPT1-AS1	+	ENST00000517509.5|ENST00000520590.5|ENST00000523506.5|ENST00000521336.5|ENST00000524062.5|ENST00000520310.5|ENST00000521507.5|ENST00000523445.5|ENST00000522845.2|ENST00000434849.2	10	InGen	362653	362654	ENSG00000170919.15	TPT1-AS1	FALSE	29.8928183468525	-0.621175885875806	1.60494270195927	-4.11946666685156	8.67641234260639e-05	0.0211470529720178	1.25409692169089	0.103844095601676
chr16:64993035-64998561(-)	TRUE	TRUE	TRUE	ENSG00000140937.13	ENSG00000140937	CDH11	-	ENST00000394156.7|ENST00000268603.8|ENST00000566827.5|ENST00000569128.1|ENST00000567934.5	5	InGen	429693	429692	ENSG00000140937.13	CDH11	FALSE	74.7582978964562	0.341768403017426	3.03520460494999	4.11688256133424	8.75801862303942e-05	0.0212364906971904	1.01305328074091	0.116741159356551
chr11:12513361-12513996(+)	TRUE	TRUE	TRUE	ENSG00000197702.11	ENSG00000197702	PARVA	+	ENST00000334956.12	1	InGen	297299	297300	ENSG00000197702.11	PARVA	FALSE	27.9441791883365	-0.556116504758666	1.61515444011772	-4.1168562792431	8.75885239128695e-05	0.0212364906971904	1.24627394292695	0.115470693633877
chr1:102890505-102898124(-)	TRUE	TRUE	TRUE	ENSG00000060718.19	ENSG00000060718	COL11A1	-	ENST00000370096.7|ENST00000358392.6|ENST00000353414.8|ENST00000635193.1|ENST00000512756.5	5	InGen	24833	24832	ENSG00000060718.19	COL11A1	FALSE	8.39168619315983	-1.67141667206826	-0.734575093602124	-4.11664045936634	8.76570190747042e-05	0.0212364906971904	1.02911446604732	0.104111531084876
chr2:94853376-94853537(-)	TRUE	TRUE	TRUE	ENSG00000229089.6	ENSG00000229089	ANKRD20A8P	-	ENST00000432432.6|ENST00000446135.2	2	InGen	68033	68032	ENSG00000229089.6	ANKRD20A8P	FALSE	11.5482792445133	-0.857548230051464	0.0720562247709999	-4.11570445463978	8.79546769082015e-05	0.0212660715221518	1.24718383842185	0.10347879405859
chr5:151663600-151664086(-)	TRUE	TRUE	TRUE	ENSG00000113140.10	ENSG00000113140	SPARC	-	ENST00000231061.8|ENST00000520687.1	2	InGen	172018	172017	ENSG00000113140.10	SPARC	FALSE	99.4914538536038	-0.695269401857452	2.89468761254503	-4.11433098695505	8.8393211016019e-05	0.0213295283330965	1.01632478705254	0.103315623268792
chr1:109657280-109657589(+)	TRUE	TRUE	TRUE	ENSG00000168765.15	ENSG00000168765	GSTM4	+	ENST00000369836.8|ENST00000326729.9|ENST00000336075.6	3	InGen	25948	25949	ENSG00000168765.15	GSTM4	FALSE	16.1623977130978	-0.698336795119785	0.803371551188672	-4.11230815789297	8.90429079550097e-05	0.0214386933404793	1.29709441247139	0.10826418375271
chr8:12952359-12990833(+)	TRUE	TRUE	TRUE	ENSG00000250305.8	ENSG00000250305	KIAA1456	+	ENST00000528335.5|ENST00000400069.7|ENST00000528753.2|ENST00000532376.2	4	InGen	232046	232035	ENSG00000250305.8	KIAA1456	FALSE	38.9264532004012	-0.627730705162785	1.699038084231	-4.11098506060468	8.94703432834689e-05	0.0214386933404793	1.21441719715474	0.100526119059096
chr9:72909760-72911957(-)	TRUE	TRUE	TRUE	ENSG00000165092.12	ENSG00000165092	ALDH1A1	-	ENST00000297785.7	1	InGen	258633	258632	ENSG00000165092.12	ALDH1A1	FALSE	17.6557120909452	0.721155832082721	0.419076983285221	4.11087871107441	8.95047856854692e-05	0.0214386933404793	1.29454406299946	0.135843193178899
chr12:132659510-132660968(-)	TRUE	TRUE	TRUE	ENSG00000177084.16	ENSG00000177084	POLE	-	ENST00000320574.9|ENST00000537064.5|ENST00000535270.5	3	InGen	358332	358331	ENSG00000177084.16	POLE	FALSE	25.6149280251075	1.0639932349926	1.1655524817797	4.11046363522062	8.963933426941e-05	0.0214386933404793	1.28213893808114	0.104521009493358
chr13:41732156-41761127(-)	TRUE	TRUE	TRUE	ENSG00000102763.16	ENSG00000102763	VWA8	-	ENST00000379310.7|ENST00000281496.6	2	InGen	362188	362187	ENSG00000102763.16	VWA8	FALSE	28.8447272704056	-0.678020168534617	1.48913827707684	-4.11010268695797	8.97564951478134e-05	0.0214386933404793	1.23542290711475	0.0958063486955859
chr3:47872101-47875684(-)	TRUE	TRUE	TRUE	ENSG00000047849.21	ENSG00000047849	MAP4	-	ENST00000429422.5|ENST00000395734.7|ENST00000426837.6|ENST00000360240.10|ENST00000383736.3	5	InGen	103505	103504	ENSG00000047849.21	MAP4	FALSE	47.666246200253	-0.478259751235534	2.2400884880937	-4.10963811149081	8.99075091796151e-05	0.0214386933404793	1.12896849675697	0.098087817525477
chr1:226385681-226386325(-)	TRUE	TRUE	TRUE	ENSG00000143799.12	ENSG00000143799	PARP1	-	ENST00000366794.9	1	InGen	48663	48662	ENSG00000143799.12	PARP1	FALSE	87.3621350525008	-0.337096390866032	3.31446049204612	-4.10775953016365	9.05206508029915e-05	0.0215085582411519	0.934351237254915	0.113063347740805
chr22:21042415-21044148(-)	TRUE	TRUE	TRUE	ENSG00000206145.8	ENSG00000206145	P2RX6P	-	ENST00000439119.5|ENST00000450626.1	2	InGen	540845	540844	ENSG00000206145.8	P2RX6P	FALSE	8.50893822840822	-1.02848735209433	-0.128202045663372	-4.10752099158787	9.05987932172199e-05	0.0215085582411519	1.19890727777839	0.131440666258019
chr2:9630535-9630940(-)	TRUE	TRUE	TRUE	ENSG00000134308.13	ENSG00000134308	YWHAQ	-	ENST00000238081.7	1	InGen	53816	53815	ENSG00000134308.13	YWHAQ	FALSE	87.744410597743	-0.884711196976501	2.96959345269114	-4.10711121676308	9.07331819408968e-05	0.0215085582411519	0.972433022598001	0.112441091096061
chr8:90925657-90928222(+)	TRUE	TRUE	TRUE	ENSG00000123119.11	ENSG00000123119	NECAB1	+	ENST00000417640.6	1	InGen	242958	242959	ENSG00000123119.11	NECAB1	FALSE	207.683384682683	-0.554111515082482	4.51794943321387	-4.10496378153223	9.14405874171482e-05	0.0216339142894313	0.768737694651096	0.0914783166300325
chr4:2176335-2179307(-)	TRUE	TRUE	TRUE	ENSG00000130997.16	ENSG00000130997	POLN	-	ENST00000382865.5|ENST00000511885.6|ENST00000511098.1|ENST00000515357.5	4	InGen	130569	130568	ENSG00000130997.16	POLN	FALSE	18.3483807235547	0.918311666208168	0.702013185812479	4.10433449491142	9.16488882606143e-05	0.0216409287145444	1.26836606011974	0.106661103533209
chr12:9076937-9077345(-)	TRUE	TRUE	TRUE	ENSG00000175899.14	ENSG00000175899	A2M	-	ENST00000318602.11	1	InGen	329422	329421	ENSG00000175899.14	A2M	FALSE	22.2473167514149	0.761375123280886	1.08154978280022	4.10136633575168	9.26375439368716e-05	0.0218318214927023	1.25684254756572	0.106086187334996
chr2:92435763-92443580(-)	FALSE	FALSE	FALSE						0	Novel					FALSE	12.9430000823209	2.69616982637147	-1.45582339333914	4.09980865769099	9.31604780966201e-05	0.0219124298131184	0.69865886746863	0.107563729687434
chr12:106086886-106106404(-)	TRUE	TRUE	TRUE	ENSG00000074590.13	ENSG00000074590	NUAK1	-	ENST00000261402.6	1	InGen	350773	350772	ENSG00000074590.13	NUAK1	FALSE	40.8391469999015	0.669158953374032	2.20523839757901	4.09780615696039	9.38369130204872e-05	0.0220287608950072	1.08146236558124	0.120840186660808
chr21:45987655-45989083(+)	TRUE	TRUE	TRUE	ENSG00000142156.14	ENSG00000142156	COL6A1	+	ENST00000361866.7|ENST00000612273.1	2	InGen	538084	538085	ENSG00000142156.14	COL6A1	FALSE	18.4222328754462	-1.1896052574652	0.435816915633329	-4.09272985639331	9.55728698497022e-05	0.0223928897802202	1.22192906618003	0.127701401097409
chr18:14227761-14234686(+)	FALSE	TRUE	TRUE						0	ExonSkip	477047	477049	ENSG00000186481.16	ANKRD20A5P	FALSE	20.9598943402306	0.919497299613595	0.712308783358568	4.08920589670622	9.67960648534295e-05	0.0226357037064775	1.22436146816354	0.114889939761343
chrX:154469483-154469687(+)	TRUE	TRUE	TRUE	ENSG00000130827.6	ENSG00000130827	PLXNA3	+	ENST00000369682.4|ENST00000493546.1	2	InGen	568042	568043	ENSG00000130827.6	PLXNA3	FALSE	14.7927624519854	1.06317176002725	0.486207994269918	4.08631255355501	9.78115955862165e-05	0.0228291133328338	1.19392127886354	0.171947241912118
