""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000534609.5	ENSG00000172243.17	CLEC7A	protein_coding	chr12	10116777	10130257	-	3725	0.470800664067648	1.28205201143737	3.73329690769332	0.000240141099325362	0.0115631624354819	-0.0616699889380739	0.0244993166466723
ENST00000328086.11	ENSG00000155592.15	ZKSCAN2	protein_coding	chr16	25236001	25257931	-	7523	-0.126139639925966	3.36590351129342	-3.73295761780647	0.000240445682630871	0.0115704306154941	-0.434694465676171	0.0360054411293112
ENST00000426532.6	ENSG00000012223.12	LTF	protein_coding	chr3	46436019	46463671	-	2494	1.85412817083255	-2.49222487451669	3.73259793794545	0.000240768968599054	0.0115785889247932	0.30150794042406	0.0677148292722692
ENST00000523813.1	ENSG00000019582.14	CD74	protein_coding	chr5	150405316	150412751	-	546	0.473916008603017	-1.72773049462371	3.73241128092596	0.000240936900657703	0.0115792706136764	0.372362655768519	0.0294684304798646
ENST00000430798.1	ENSG00000106415.12	GLCCI1	protein_coding	chr7	7969687	8071010	+	581	-1.40097856741739	-3.90252159191687	-3.73208085944287	0.000241234446377798	0.0115844027738986	-0.0337636204025173	0.106969083846961
ENST00000616206.4	ENSG00000178104.19	PDE4DIP	protein_coding	chr1	148844613	148870651	+	874	0.178145957390979	2.31089676835217	3.73195115722265	0.000241351338515275	0.0115844027738986	-0.24252938283369	0.0195028203742533
ENST00000620240.1	ENSG00000270629.5	NBPF14	protein_coding	chr1	148532980	148595890	-	2656	-2.83164551169677	-2.69029279736337	-3.73157778031096	0.000241688137471229	0.0115931795826884	0.289459185773731	0.0169796201814973
ENST00000600255.1	ENSG00000269374.1	CTB-50E14.5	processed_pseudogene	chr19	42485076	42485714	-	639	0.518469116047357	-0.447896129394417	3.73065286575539	0.000242524355324177	0.0116258858530289	0.21574708661292	0.0914172042763591
ENST00000531497.1	ENSG00000183020.13	AP2A2	protein_coding	chr11	1006709	1010926	+	3822	0.181678289956603	1.1613492703087	3.73035595478283	0.000242793372243288	0.0116273102812401	-0.0362183455264038	0.295281364859827
ENST00000521857.5	ENSG00000003987.13	MTMR7	protein_coding	chr8	17301651	17413327	-	2158	-0.270015552731576	1.16435091529832	-3.73023881581448	0.000242899583801298	0.0116273102812401	-0.0513798305214568	0.0969109983919406
ENST00000373335.3	ENSG00000131174.4	COX7B	protein_coding	chrX	77899438	77905275	+	497	-0.261702333089397	1.57587127277272	-3.73010909575534	0.000243017254015748	0.0116273102812401	-0.115497995854963	0.0599462840109956
ENST00000606024.5	ENSG00000171130.17	ATP6V0E2	protein_coding	chr7	149873987	149879996	+	893	1.77537245304196	-2.82814182398826	3.72970876210438	0.000243380739758853	0.0116276427031931	0.175858217089057	0.0743159921703508
ENST00000551765.5	ENSG00000257218.5	GATC	protein_coding	chr12	120446438	120463749	+	4244	-0.145322289896059	4.55653478283171	-3.72963271571513	0.000243449844616829	0.0116276427031931	-0.643103901089914	0.0210005024863658
ENST00000611539.4	ENSG00000182230.11	FAM153B	protein_coding	chr5	176063368	176114211	+	1050	-0.68076331638041	-0.20190091682181	-3.72959139740156	0.000243487399154622	0.0116276427031931	0.185895539392392	0.385747099651653
ENST00000524981.8	ENSG00000188596.10	CFAP54	protein_coding	chr12	96489587	96875555	+	9766	0.389781781393919	3.09446508946505	3.72930197081986	0.000243750614665434	0.0116328358934342	-0.386154655224853	0.158082878067457
ENST00000441099.5	ENSG00000171853.15	TRAPPC12	protein_coding	chr2	3424619	3458181	+	698	-0.295653291480284	-1.25778207328678	-3.72877633265473	0.000244229337284101	0.0116483009256038	0.329723404573773	0.111417311849964
ENST00000494662.5	ENSG00000161542.16	PRPSAP1	protein_coding	chr17	76330483	76353628	-	572	0.289374675669625	0.0983082224691706	3.72779010233515	0.000245129938998777	0.011683854794974	0.13163716379519	0.0353141389044366
ENST00000570266.2	ENSG00000260911.2	RP11-196G11.2	lincRNA	chr16	31043150	31049868	+	449	-0.305224530508641	-1.04213244587689	-3.72660199664167	0.000246219053421533	0.0117278012415367	0.28901667396335	0.0872500861490142
ENST00000333202.7	ENSG00000184277.12	TM2D3	protein_coding	chr15	101641848	101652367	-	1381	-2.71205753308651	-3.01459068441404	-3.72641331665534	0.000246392432763456	0.0117278012415367	0.119248792238444	0.0732242373225901
ENST00000223129.8	ENSG00000106399.11	RPA3	protein_coding	chr7	7636518	7718607	-	2020	-0.17978250913333	1.28542807633425	-3.72627551476941	0.000246519132711263	0.0117278012415367	-0.0814802628663216	0.164404740629911
ENST00000371172.7	ENSG00000197430.10	OPALIN	protein_coding	chr10	96343216	96359302	-	3557	-0.309966349685877	5.33251132066793	-3.72570737020304	0.000247042155032335	0.0117452636700316	-0.79873613162161	0.110836479036221
ENST00000460788.5	ENSG00000130294.14	KIF1A	protein_coding	chr2	240713764	240724849	-	5533	0.326884451623638	1.75855419980855	3.72498605863951	0.000247707689543565	0.0117694753260797	-0.177574679647857	0.0557437696081037
ENST00000467654.1	ENSG00000143226.13	FCGR2A	protein_coding	chr1	161505446	161510350	+	914	0.876936102635539	-2.17549669071117	3.72455584255218	0.000248105443872398	0.0117809412815803	0.343480542248861	0.0427033717069437
ENST00000460720.5	ENSG00000119185.12	ITGB1BP1	protein_coding	chr2	9406661	9408299	-	582	-1.61538083093583	-0.651251402701218	-3.72333212059224	0.000249240130579939	0.0118273629450817	0.23910834711693	0.0482821275398015
ENST00000542868.1	ENSG00000111664.10	GNB3	protein_coding	chr12	6841041	6843001	+	616	0.529766302314545	-2.18269180756694	3.72211217308888	0.000250376193624537	0.01187379141415	0.320092083449894	0.0809759200679441
ENST00000486608.1	ENSG00000143226.13	FCGR2A	protein_coding	chr1	161514620	161518603	+	884	0.804976137603473	-1.95032014847465	3.72081275410948	0.000251591640319056	0.0119239237512824	0.334657147537869	0.0940717729410866
ENST00000226279.7	ENSG00000004468.12	CD38	protein_coding	chr4	15778278	15853230	+	5668	-0.252623627441875	3.46819418716063	-3.71966189471541	0.000252672777815777	0.0119676315877537	-0.497503074202344	0.0650012598448423
ENST00000501122.2	ENSG00000245532.6	NEAT1	lincRNA	chr11	65422798	65445540	+	22743	0.278317529088756	8.51409392036487	3.71935711977076	0.000252959822509616	0.0119736965891745	-1.34216804373161	0.056932924225529
ENST00000496261.6	ENSG00000151023.16	ENKUR	protein_coding	chr10	24981979	25016160	-	1947	-1.28204625343838	-2.64325930959368	-3.71724837583961	0.000254954341195855	0.0120605254278384	0.212378288343215	0.0325240471043113
ENST00000476161.5	ENSG00000147996.16	CBWD5	protein_coding	chr9	65675894	65732393	+	1648	-2.11020661596746	-2.05636484201752	-3.71645424626559	0.000255709295957822	0.012088644927362	0.313257632106263	0.0266553784698701
ENST00000489271.5	ENSG00000151092.16	NGLY1	protein_coding	chr3	25718944	25730550	-	2288	0.229844514512609	0.668290199144373	3.71562137292697	0.000256503350388299	0.0121185764205724	-0.00475758195111453	0.0993651514633284
ENST00000602429.1	ENSG00000251661.3	RP11-326C3.11	antisense	chr11	318653	325631	+	1151	-0.144529103763337	1.21236682634728	-3.7145282154137	0.000257549090611711	0.0121603538964748	-0.0991480435209731	0.0322981360441828
ENST00000602101.6	ENSG00000105122.12	RASAL3	protein_coding	chr19	15451624	15464514	-	4278	0.516679106605324	-1.01025158789303	3.71380002728249	0.000258247924551413	0.0121782801253478	0.236235978609631	0.0409708943730173
ENST00000389425.7	ENSG00000137872.16	SEMA6D	protein_coding	chr15	47718461	47765480	+	2318	-0.30254519401768	0.371688870238723	-3.71379559966316	0.000258252179157609	0.0121782801253478	0.0409479530972199	0.0480566178342344
ENST00000514264.6	ENSG00000243678.11	NME2	protein_coding	chr17	51165435	51171744	+	850	0.607233394780384	-0.241138732487904	3.71320986489785	0.000258815609567745	0.0121972119780584	0.13178347665339	0.106503374137396
ENST00000518371.2	ENSG00000147586.9	MRPS28	protein_coding	chr8	79957803	80003148	-	783	0.25014808050673	-0.658183763344045	3.7121766658045	0.000259812294859289	0.0122365253993484	0.197435994234532	0.0209116407568255
ENST00000585399.1	ENSG00000160953.15	MUM1	protein_coding	chr19	1369104	1370778	+	425	0.525136568507713	-1.84374200677582	3.7118656647452	0.000260113013677987	0.0122430318419222	0.30613528144578	0.110705210909587
ENST00000509407.5	ENSG00000152583.12	SPARCL1	protein_coding	chr4	87494369	87531061	-	583	-1.61401501762655	-0.363707270341257	-3.71061125091018	0.00026132929279563	0.0122925969463748	-0.0026845116280203	0.0231772572033211
ENST00000583777.5	ENSG00000100300.17	TSPO	protein_coding	chr22	43151547	43163241	+	636	1.7185700733111	-2.77986841299995	3.70959444251202	0.000262319127013997	0.0123314551412591	0.171337080859352	0.187341343797144
ENST00000432432.6	ENSG00000229089.6	ANKRD20A8P	transcribed_unprocessed_pseudogene	chr2	94814104	94857282	-	3512	-0.606569540204837	-0.642921526521839	-3.70930683445672	0.000262599746709946	0.0123369459294943	0.188230684948112	0.0471255242560185
ENST00000619611.4	ENSG00000274253.4	RP11-566K19.6	sense_overlapping	chr15	22757857	22778741	+	1449	-0.211387973601345	2.67137960210907	-3.70892518476389	0.000262972560482477	0.0123416080487455	-0.397279218502949	0.0151978875119002
ENST00000623163.3	ENSG00000203875.10	SNHG5	processed_transcript	chr6	85660950	85678235	-	851	0.228948481949768	0.0764262911421754	3.70872022013401	0.000263172985922095	0.0123416080487455	0.0734581084180581	0.0604632112031847
ENST00000556687.5	ENSG00000100461.17	RBM23	protein_coding	chr14	22905585	22919149	-	1124	0.26442923138736	0.0171920883818185	3.70870219204298	0.000263190621655916	0.0123416080487455	0.081041176043982	0.120826507022499
ENST00000559891.1	ENSG00000184277.12	TM2D3	protein_coding	chr15	101641848	101646422	-	2133	0.245361707784162	1.01382062014569	3.70826096757717	0.000263622591341572	0.0123541715814203	-0.091454179813022	0.080453357040484
ENST00000540578.6	ENSG00000101745.16	ANKRD12	protein_coding	chr18	9136805	9235820	+	1338	-0.121148788872771	4.85773205764587	-3.70785137240217	0.000264024194020537	0.012365297280779	-0.771987954039404	0.177692766564223
ENST00000606963.1	ENSG00000272010.1	CTD-3025N20.3	lincRNA	chr8	65591850	65592472	-	623	-0.223970689881998	0.134166722764347	-3.70730503911384	0.000264560765438841	0.0123827263420968	0.0523789250754536	0.210157226142165
ENST00000372699.7	ENSG00000117010.15	ZNF684	protein_coding	chr1	40531561	40548169	+	2097	-0.208017340186072	0.966170744344523	-3.70555144213188	0.000266289990904542	0.0124559210714473	-0.0931439579132691	0.0307575863772596
ENST00000359106.9	ENSG00000006283.17	CACNA1G	protein_coding	chr17	50561460	50627265	+	7648	-2.02703934993323	-2.32474559063998	-3.70477359451919	0.000267060438264889	0.0124842051801927	0.277120130968926	0.414211960269664
ENST00000583052.1	ENSG00000264057.1	RP11-583F2.1	transcribed_unprocessed_pseudogene	chr17	64930149	64934203	+	599	0.263623569930821	0.346289185127869	3.70402589186842	0.000267803010048352	0.0125111519129847	0.0128738568027851	0.329748631062806
ENST00000330342.7	ENSG00000185344.13	ATP6V0A2	protein_coding	chr12	123712318	123761755	+	6542	-0.0728293802828268	4.33582622795891	-3.70296666759086	0.000268858301764153	0.0125476063111418	-0.696891678091701	0.477826484641183
ENST00000533781.1	ENSG00000151500.14	THYN1	protein_coding	chr11	134249889	134251778	-	745	-0.313649406612223	-1.38740356448177	-3.70290831498625	0.000268916551623084	0.0125476063111418	0.25830219321533	0.256545378297239
ENST00000359678.9	ENSG00000198130.15	HIBCH	protein_coding	chr2	190204634	190320045	-	1939	0.169670156482266	3.33525065797033	3.70120452128895	0.000270622605190989	0.0126193918107295	-0.54091786468345	0.0270678265159689
ENST00000621581.1	ENSG00000105609.16	LILRB5	protein_coding	chr19	54250546	54257245	-	5546	0.464895519223539	-1.40037357389352	3.70091669906377	0.000270911815677427	0.0126250605982991	0.242417649112109	0.0465040482350472
ENST00000599771.6	ENSG00000237094.11	RP4-669L17.10	lincRNA	chr1	497134	498456	-	457	0.395182347841339	0.206349903926577	3.70074704434784	0.000271082425290482	0.0126251987422393	0.0166986866785415	0.166596021825256
ENST00000599638.2	ENSG00000130518.16	KIAA1683	protein_coding	chr19	18257099	18262618	-	5520	-0.298302658364579	0.196445958057225	-3.70005717706636	0.000271777220358988	0.0126497346650278	0.0221343001953045	0.161955423937058
ENST00000411700.5	ENSG00000104805.15	NUCB1	protein_coding	chr19	48900370	48905882	+	673	-0.477133826201566	-1.03219254413988	-3.6996973786524	0.000272140255243811	0.012658808203926	0.201498207637778	0.062188068297901
ENST00000414706.2	ENSG00000130544.11	ZNF557	protein_coding	chr19	7069705	7087968	+	5736	-0.14693883114275	3.36693557336065	-3.69946066574715	0.000272379346937102	0.012662108789189	-0.55007378066979	0.232907609900801
ENST00000476622.1	ENSG00000115364.13	MRPL19	protein_coding	chr2	75646979	75655130	+	744	-1.53750539425471	-2.24258565940122	-3.69754256523775	0.000274324046090499	0.012744645025928	0.259789532224472	0.128904894319619
ENST00000527827.1	ENSG00000071894.15	CPSF1	protein_coding	chr8	144396015	144396730	-	619	0.365365949073634	-1.08276849762786	3.69680734501295	0.000275072929029437	0.0127700265457726	0.199127251343056	0.099791518706603
ENST00000579002.5	ENSG00000125445.10	MRPS7	protein_coding	chr17	75261912	75266330	+	1638	0.260789200355488	0.255237240294815	3.69667345826421	0.00027520951126411	0.0127700265457726	-0.00180881888395934	0.0377037546297531
ENST00000225972.7	ENSG00000108829.9	LRRC59	protein_coding	chr17	50381238	50397553	-	2910	-0.102084928290899	4.28111741547324	-3.69557878489202	0.000276328625964341	0.0128140594167171	-0.716690341427664	0.078140895542627
ENST00000476324.1	ENSG00000196329.11	GIMAP5	protein_coding	chr7	150737610	150743646	+	4782	0.325620724634961	0.30049214225557	3.69498727357344	0.000276935129716861	0.0128319565745308	-0.0176461412359865	0.421936874693263
ENST00000321998.9	ENSG00000167186.10	COQ7	protein_coding	chr16	19067599	19080095	+	2657	-0.104807197722414	2.99697136886748	-3.69483764639209	0.000277088748256133	0.0128319565745308	-0.500177501543287	0.0741379694593779
ENST00000303965.8	ENSG00000047365.11	ARAP2	protein_coding	chr4	36065998	36244509	-	7514	-0.126527974052361	6.04915339014828	-3.69470427880194	0.000277225741236261	0.0128319565745308	-1.01209692362494	0.0645024959670655
ENST00000411425.1	ENSG00000144026.11	ZNF514	protein_coding	chr2	95148303	95159337	-	2755	0.294542587105998	2.13159251359995	3.69447034219768	0.000277466191399862	0.0128351974251426	-0.352556439198579	0.13313197761147
ENST00000403490.2	ENSG00000177971.8	IMP3	protein_coding	chr15	75639087	75640323	-	1237	-0.10417793246455	3.35122139018858	-3.69331139777865	0.000278660309310373	0.0128775064606456	-0.57247095756424	0.082989313724859
ENST00000416109.2	ENSG00000177675.8	CD163L1	protein_coding	chr12	7354963	7444146	-	4603	-1.56415213364228	-1.56017527931204	-3.69325087449607	0.000278722802465207	0.0128775064606456	0.242093036527667	0.0210075386915146
ENST00000359039.4	ENSG00000198642.6	KLHL9	protein_coding	chr9	21329671	21335380	-	5710	-0.0749827714656921	4.874955633888	-3.69212134586859	0.000279891522981038	0.0129166443092702	-0.824189898701698	0.130760258726718
ENST00000219207.9	ENSG00000102934.9	PLLP	protein_coding	chr16	57256097	57284687	-	1512	-0.22144684287263	4.19882201019653	-3.69210068969073	0.00027991293886161	0.0129166443092702	-0.726871709220861	0.100420945138759
ENST00000258733.8	ENSG00000136235.15	GPNMB	protein_coding	chr7	23246563	23275108	+	2862	0.731612407094962	1.97421264193619	3.69103555066987	0.000281019349485963	0.0129597588428894	-0.33677540663169	0.0613852332984273
ENST00000551921.2	ENSG00000182050.13	MGAT4C	protein_coding	chr12	86049675	86838904	-	558	-0.677703599928193	-1.80173049875564	-3.69084659228902	0.000281216059910956	0.0129608936694211	0.23582826215119	0.0545911500529103
ENST00000636892.1	ENSG00000164904.16	ALDH7A1	protein_coding	chr5	126567810	126571137	-	3328	-0.164391984977128	0.806830157792962	-3.69064910432703	0.000281421788661854	0.0129624424968413	-0.11010806207552	0.0951808312878345
ENST00000368520.1	ENSG00000130649.9	CYP2E1	protein_coding	chr10	133531576	133561220	+	7918	0.350945713751638	-0.5660985098411	3.68948591740861	0.000282636396798403	0.013006699671568	0.105389620150731	0.113050492256224
ENST00000526797.5	ENSG00000127054.19	CPSF3L	protein_coding	chr1	1314826	1324658	-	659	1.01070240205869	-2.68353239236967	3.6893983276611	0.000282728058563477	0.013006699671568	0.118567700293114	0.0470334690994737
ENST00000378454.7	ENSG00000146038.11	DCDC2	protein_coding	chr6	24171756	24358052	-	4707	0.417066870299821	1.88378060868782	3.68881141978555	0.000283342975425405	0.013027030608249	-0.3173410074698	0.0883022090210096
ENST00000481206.1	ENSG00000182979.17	MTA1	protein_coding	chr14	105468975	105470230	+	842	0.390273506296926	-1.69512694050925	3.68777645859358	0.000284430402976176	0.0130690477228388	0.225105816370631	0.351518756343406
ENST00000528790.1	ENSG00000151702.16	FLI1	protein_coding	chr11	128803876	128812416	+	5370	0.367630995478267	-0.145192484708374	3.68569880995596	0.000286625270201889	0.013161867361972	0.0233242406638396	0.559383380870653
ENST00000462997.5	ENSG00000132664.11	POLR3F	protein_coding	chr20	18467389	18484643	+	2257	-1.1574019578396	0.651546921451343	-3.68501172886259	0.000287354623851283	0.01318731832274	-0.0912008387161238	0.162019549912076
ENST00000328913.7	ENSG00000053524.11	MCF2L2	protein_coding	chr3	183178043	183428275	-	4980	0.133435732652169	4.52346976683858	3.68430530619812	0.000288106333923095	0.0132137636427615	-0.797435396194484	0.0601197950404896
ENST00000448940.5	ENSG00000143776.18	CDC42BPA	protein_coding	chr1	226989866	227080979	-	7355	-0.218203094931918	2.07189196735675	-3.68395545380781	0.000288479301021719	0.0132198025918588	-0.377299881031323	0.113912399800754
ENST00000585725.2	ENSG00000005206.16	SPPL2B	protein_coding	chr19	2328615	2338526	+	583	0.215600737324512	-0.601787386594555	3.68385255424741	0.000288589085780131	0.0132198025918588	0.0882862051391822	0.0454263733854773
ENST00000604845.1	ENSG00000270696.1	RP11-342K6.1	antisense	chr2	75660462	75662208	+	1747	0.138449995067431	2.61284151408806	3.68321320379663	0.000289272099877708	0.0132430349967722	-0.470223292436063	0.0512467489662247
ENST00000618966.1	ENSG00000275216.1	RP11-54H7.4	lincRNA	chr13	109269634	109273838	+	4205	0.223625085793002	1.15381449551861	3.68021002636827	0.000292500825014797	0.0133827124125391	-0.211808751175966	0.0953897000243623
ENST00000605778.1	ENSG00000271122.1	RP11-379H18.1	antisense	chr7	35695214	35699413	+	4200	-0.101713093433603	3.04115631732311	-3.67964991775963	0.000293106747430975	0.0134022926789795	-0.560341236448871	0.132744125542086
ENST00000515040.5	ENSG00000005882.11	PDK2	protein_coding	chr17	50097513	50108245	+	567	-1.79548436671268	-2.73025916258485	-3.67876922429963	0.000294061871122638	0.0134378067065381	0.178842306715746	0.220321354049693
ENST00000488721.5	ENSG00000174501.14	ANKRD36C	protein_coding	chr2	95852290	95859929	-	2740	-0.133919753521162	3.37784423209476	-3.67831790664986	0.000294552467749906	0.0134488784365018	-0.624404406375752	0.0769203874461452
ENST00000340967.2	ENSG00000177076.5	ACER2	protein_coding	chr9	19409059	19452020	+	2238	0.212200662656654	1.56496596555654	3.67821786472226	0.000294661320960681	0.0134488784365018	-0.292221224338538	0.0275275228430557
ENST00000263733.4	ENSG00000116199.11	FAM20B	protein_coding	chr1	179025896	179076562	+	5984	-0.0889920487681034	6.18905498060723	-3.67784270412022	0.000295069862118791	0.0134593678051508	-1.09002061248477	0.0740968700673874
ENST00000624662.1	ENSG00000280372.1	bP-21201H5.2	TEC	chr21	10028361	10029855	-	1495	-0.261059553731425	2.11464127125543	-3.6775071020974	0.000295435777471919	0.0134619357386998	-0.396642745139589	0.156624529239511
ENST00000548202.5	ENSG00000166986.13	MARS	protein_coding	chr12	57512491	57515234	+	796	0.25550858281113	0.578475920971891	3.67746320523895	0.000295483670956603	0.0134619357386998	-0.119289289618875	0.135220694697682
ENST00000377197.7	ENSG00000204711.8	C9orf135	protein_coding	chr9	69820793	69906232	+	873	0.766201254638367	-1.81897930345248	3.6766258103117	0.00029639871037009	0.0134954597818991	0.191075532740291	0.490866175482774
ENST00000565639.6	ENSG00000008710.18	PKD1	protein_coding	chr16	2103789	2114481	-	1976	0.254663196220711	1.3022119083338	3.675569462703	0.000297556815574963	0.0135400037608066	-0.265553194416749	0.0910684331710131
ENST00000491081.5	ENSG00000177628.15	GBA	protein_coding	chr1	155236182	155238709	-	892	-0.769965975380208	-1.14872778671425	-3.67532369342162	0.000297826870876591	0.0135441085862592	0.130909900431599	0.343135073150833
ENST00000463012.1	ENSG00000054282.15	SDCCAG8	protein_coding	chr1	243307784	243316895	+	430	-0.351279008002692	-0.493502447345718	-3.67508650588918	0.000298087715537842	0.0135472813331058	0.0421037755189193	0.537578280634547
ENST00000333674.5	ENSG00000174384.9	RP11-313P13.4	unprocessed_pseudogene	chr7	73093657	73105389	+	710	-0.307129664119907	3.28387959139159	-3.67479775296884	0.00029840555947708	0.0135472813331058	-0.622020239661136	0.067575611536973
ENST00000380840.6	ENSG00000163743.13	RCHY1	protein_coding	chr4	75481469	75514286	-	1735	-0.982856881099802	-0.920668453129175	-3.67476983638596	0.000298436305509601	0.0135472813331058	0.0153536394759488	0.107069425490391
ENST00000524817.5	ENSG00000133789.14	SWAP70	protein_coding	chr11	9664135	9741953	+	3006	-0.278524443215231	0.411179643173035	-3.67419613911007	0.000299068810949711	0.0135637333340157	-0.1022917962854	0.0897594841932819
ENST00000498650.1	ENSG00000174606.13	ANGEL2	protein_coding	chr1	212997200	213000570	-	364	-0.386147185147278	-1.80014097719433	-3.67411447760912	0.000299158946046291	0.0135637333340157	0.184282487504361	0.257182544015579
ENST00000471947.1	ENSG00000115355.15	CCDC88A	protein_coding	chr2	55403387	55419856	-	3713	-0.140049769748643	2.44998924165258	-3.67268120484162	0.000300745118126705	0.0136274453074633	-0.483384953071512	0.0943303388502474
ENST00000535113.5	ENSG00000184949.15	FAM227A	protein_coding	chr22	38578120	38656629	-	10322	0.170024922656535	3.27954931179393	3.67240401876679	0.00030105278758056	0.0136331836319329	-0.624169606334298	0.129445202970542
ENST00000361099.7	ENSG00000115415.18	STAT1	protein_coding	chr2	190969034	191014250	-	4310	-0.209165036322425	5.44303561158366	-3.67209347989935	0.00030139783024009	0.0136406064889128	-0.981926256074497	0.034557090822558
ENST00000349004.5	ENSG00000101079.20	NDRG3	protein_coding	chr20	36651766	36746078	-	2964	-0.0955607830642246	6.31293658006207	-3.67170401440818	0.000301831096057292	0.0136452926241715	-1.13570373372516	0.0576631616574683
ENST00000494075.5	ENSG00000184319.15	RPL23AP82	transcribed_unprocessed_pseudogene	chr22	50783797	50789353	+	857	0.230984830620314	0.748339100963934	3.6716746785969	0.00030186375482173	0.0136452926241715	-0.163082905482599	0.162715841764928
ENST00000431908.5	ENSG00000198563.13	DDX39B	protein_coding	chr6	31531302	31541981	-	914	-0.475548738101139	0.961846250796776	-3.67149675457988	0.000302061904204244	0.0136460587544795	-0.206183210421127	0.188265460237576
ENST00000419249.1	ENSG00000188157.13	AGRN	protein_coding	chr1	1050556	1053950	+	813	1.50508824881181	-3.49069996546472	3.67014289203568	0.000303573687580495	0.0137032684589206	-0.0794692058639184	0.374981968964502
ENST00000557446.5	ENSG00000100644.16	HIF1A	protein_coding	chr14	61695513	61721824	+	559	-1.81511230000539	-2.79432812160614	-3.67003703812773	0.000303692188954022	0.0137032684589206	0.160145319767049	0.215276659576752
ENST00000632292.1	ENSG00000282458.1	WASH5P	transcribed_processed_pseudogene	chr19	70652	71626	-	975	0.337097220821265	-0.494607825575795	3.66959286636963	0.000304189906101761	0.0137175075680344	0.0200919758030986	0.0578735279993344
ENST00000436661.5	ENSG00000176261.15	ZBTB8OS	protein_coding	chr1	32621830	32650560	-	514	-0.30764061305011	0.0764099563437487	-3.66866760512808	0.000305229179085791	0.0137561365935199	-0.0758269996469947	0.0207300919996174
ENST00000462139.1	ENSG00000162714.12	ZNF496	protein_coding	chr1	247297412	247313852	-	9243	-0.126381494761598	2.74848426415084	-3.6681608453423	0.000305799800165904	0.0137667783656028	-0.547753683611269	0.0598900795983054
ENST00000487418.6	ENSG00000128928.8	IVD	protein_coding	chr15	40405795	40418767	+	1809	0.236892415561314	1.94602606049272	3.66813324040114	0.000305830912714994	0.0137667783656028	-0.404934601794948	0.0759214893919295
ENST00000264346.11	ENSG00000138642.14	HERC6	protein_coding	chr4	88378863	88443111	+	3779	-0.239819808199849	3.32418339729704	-3.66783988933262	0.000306161722688711	0.0137734367825353	-0.652489827635247	0.133874658088696
ENST00000338370.7	ENSG00000175756.13	AURKAIP1	protein_coding	chr1	1373730	1375157	-	1072	-1.04880033161858	-1.8980840741962	-3.66637872903617	0.000307814493608065	0.0138395234024655	0.156682515648122	0.0839787693985144
ENST00000369068.4	ENSG00000163125.15	RPRD2	protein_coding	chr1	150364711	150473556	+	4612	-0.126834756758687	4.11600633367783	-3.66549164862788	0.000308822001369531	0.0138716744882301	-0.795712706077023	0.375854146542669
ENST00000390893.2	ENSG00000212195.2	U3	snoRNA	chr17	58631641	58631836	-	196	0.463348986137413	-0.543971568107749	3.66542486074082	0.000308897981871514	0.0138716744882301	0.0114478605460739	0.0309334466278925
ENST00000567869.1	ENSG00000128731.15	HERC2	protein_coding	chr15	28190201	28203936	-	3523	0.163332798537018	2.2426364537103	3.66508362760821	0.00030928645705972	0.0138808425475032	-0.464746698510251	0.0247517445587236
ENST00000370316.7	ENSG00000101198.14	NKAIN4	protein_coding	chr20	63240784	63254540	-	1430	0.220009976998858	2.41550350756278	3.66475636088256	0.000309659464852707	0.0138893059193523	-0.504246805176836	0.0983884264565368
ENST00000504145.5	ENSG00000251136.8	RP11-37B2.1	lincRNA	chr8	89717428	89757711	-	1572	0.170828833503512	2.54227425131566	3.66458008780542	0.000309860550744768	0.0138900525095463	-0.529723539698942	0.0390767647720434
ENST00000244520.9	ENSG00000124562.9	SNRPC	protein_coding	chr6	34757406	34773794	+	842	-0.109168404174345	2.81940497638783	-3.66422917447624	0.000310261226328046	0.0138997398533842	-0.579660181578392	0.118637538302258
ENST00000307944.5	ENSG00000213139.7	CRYGS	protein_coding	chr3	186538599	186544451	-	759	0.596257122427633	-1.65410130192146	3.66334092215237	0.000311277623500843	0.0139369836790874	0.145071904748035	0.163882019428669
ENST00000625130.1	ENSG00000280402.1	RP11-20I23.10	TEC	chr16	2578395	2579963	+	1569	0.611332611312376	-0.700942561212097	3.66283889580259	0.00031185346263135	0.0139536560607807	0.0379449863408086	0.296076244675985
ENST00000636817.1	ENSG00000186184.16	POLR1D	protein_coding	chr13	27621875	27744237	+	4592	0.343796255745621	-1.58554747052645	3.66269337578822	0.000312020566019396	0.0139536560607807	0.140902076730181	0.313644389760299
ENST00000544518.5	ENSG00000149295.13	DRD2	protein_coding	chr11	113409616	113424684	-	2473	1.70422415818439	-4.07229480857966	3.66252724903757	0.000312211435681102	0.0139539056437437	-0.632096353107911	0.384137459557675
ENST00000456916.5	ENSG00000205336.11	ADGRG1	protein_coding	chr16	57628507	57665032	+	3860	-2.21299797836664	-2.94166323277665	-3.66191170587485	0.000312919617567362	0.0139772618501664	-0.0270426437430666	0.413236496651579
ENST00000512600.1	ENSG00000047188.15	YTHDC2	protein_coding	chr5	113581266	113595285	+	6708	-0.12596648722584	2.74239353444281	-3.6612847065805	0.0003136425360952	0.0140012482221656	-0.569288995521196	0.137941750118349
ENST00000417362.6	ENSG00000103544.14	C16orf62	protein_coding	chr16	19555720	19700689	+	3115	-0.0917675406047842	4.8953416458887	-3.66004820062062	0.000315072819989171	0.0140567648107609	-0.942277376135052	0.0545130446490048
