"","module"
"ENSG00000170122.5","blue"
"ENSG00000172785.18","blue"
"ENSG00000107099.15","grey60"
"ENSG00000107104.18","tan"
"ENSG00000080503.21","brown"
"ENSG00000236404.8","brown"
"ENSG00000147852.15","royalblue"
"ENSG00000080608.9","yellow"
"ENSG00000227835.8","brown"
"ENSG00000080298.15","turquoise"
"ENSG00000215297.3","turquoise"
"ENSG00000279745.1","turquoise"
"ENSG00000232104.3","yellow"
"ENSG00000237359.1","yellow"
"ENSG00000107249.21","green"
"ENSG00000230001.1","red"
"ENSG00000106688.11","red"
"ENSG00000106686.16","violet"
"ENSG00000205808.5","green"
"ENSG00000273061.1","turquoise"
"ENSG00000106993.11","lightyellow"
"ENSG00000147853.16","red"
"ENSG00000120158.11","yellow"
"ENSG00000096968.13","brown"
"ENSG00000234534.1","brown"
"ENSG00000228166.1","blue"
"ENSG00000224083.1","yellow"
"ENSG00000235917.1","yellow"
"ENSG00000228097.1","yellow"
"ENSG00000237711.1","yellow"
"ENSG00000236254.1","greenyellow"
"ENSG00000230225.1","yellow"
"ENSG00000236567.2","brown"
"ENSG00000254017.1","greenyellow"
"ENSG00000107020.9","turquoise"
"ENSG00000214190.2","blue"
"ENSG00000120217.13","turquoise"
"ENSG00000107036.11","green"
"ENSG00000099219.13","blue"
"ENSG00000183354.11","red"
"ENSG00000137040.9","red"
"ENSG00000137033.11","tan"
"ENSG00000233846.2","grey"
"ENSG00000147854.16","royalblue"
"ENSG00000178445.8","tan"
"ENSG00000107077.17","blue"
"ENSG00000230581.2","black"
"ENSG00000224972.1","yellow"
"ENSG00000230207.1","yellow"
"ENSG00000137038.7","salmon"
"ENSG00000153707.16","white"
"ENSG00000225706.1","turquoise"
"ENSG00000265735.2","red"
"ENSG00000226717.2","greenyellow"
"ENSG00000153714.5","greenyellow"
"ENSG00000107186.16","blue"
"ENSG00000234740.1","red"
"ENSG00000147862.15","salmon"
"ENSG00000225472.1","salmon"
"ENSG00000273399.2","grey"
"ENSG00000272871.1","grey"
"ENSG00000175893.11","red"
"ENSG00000164946.19","grey"
"ENSG00000214110.3","brown"
"ENSG00000232000.2","brown"
"ENSG00000215237.6","purple"
"ENSG00000155158.20","red"
"ENSG00000164975.15","red"
"ENSG00000164985.14","brown"
"ENSG00000164989.15","brown"
"ENSG00000173068.17","turquoise"
"ENSG00000044459.14","salmon"
"ENSG00000107295.9","turquoise"
"ENSG00000178031.16","blue"
"ENSG00000155876.5","yellow"
"ENSG00000147874.10","green"
"ENSG00000147872.9","grey"
"ENSG00000232176.1","grey"
"ENSG00000137145.20","green"
"ENSG00000272842.1","yellow"
"ENSG00000273226.1","red"
"ENSG00000137154.12","yellow"
"ENSG00000177076.5","greenyellow"
"ENSG00000260912.1","greenyellow"
"ENSG00000155886.11","brown"
"ENSG00000261402.1","brown"
"ENSG00000171843.15","turquoise"
"ENSG00000263790.1","grey"
"ENSG00000264941.1","grey"
"ENSG00000188352.12","turquoise"
"ENSG00000207609.3","red"
"ENSG00000188921.13","brown"
"ENSG00000198642.6","turquoise"
"ENSG00000099810.18","red"
"ENSG00000279670.1","grey"
"ENSG00000234840.1","brown"
"ENSG00000236739.3","brown"
"ENSG00000107105.14","white"
"ENSG00000198680.4","brown"
"ENSG00000120159.11","red"
"ENSG00000232466.1","red"
"ENSG00000137055.14","yellow"
"ENSG00000096872.15","grey"
"ENSG00000254396.1","blue"
"ENSG00000120156.20","blue"
"ENSG00000120162.9","turquoise"
"ENSG00000147894.14","grey"
"ENSG00000260412.1","red"
"ENSG00000174482.10","greenyellow"
"ENSG00000224955.1","greenyellow"
"ENSG00000215966.1","blue"
"ENSG00000215939.3","blue"
"ENSG00000232060.3","grey"
"ENSG00000122729.18","red"
"ENSG00000107201.9","yellow"
"ENSG00000197579.7","yellow"
"ENSG00000235453.8","grey"
"ENSG00000165264.10","darkred"
"ENSG00000232303.2","black"
"ENSG00000241043.1","turquoise"
"ENSG00000188133.5","greenyellow"
"ENSG00000236796.1","yellow"
"ENSG00000137074.18","grey"
"ENSG00000236184.1","brown"
"ENSG00000225693.1","greenyellow"
"ENSG00000086061.15","blue"
"ENSG00000122692.8","saddlebrown"
"ENSG00000086062.12","yellow"
"ENSG00000107262.17","magenta"
"ENSG00000086065.13","darkred"
"ENSG00000086102.18","magenta"
"ENSG00000165269.12","blue"
"ENSG00000165272.14","brown"
"ENSG00000165271.16","magenta"
"ENSG00000226823.1","pink"
"ENSG00000230453.9","blue"
"ENSG00000234373.1","grey"
"ENSG00000226562.3","blue"
"ENSG00000237984.3","turquoise"
"ENSG00000281128.1","grey"
"ENSG00000231165.3","grey"
"ENSG00000260947.1","green"
"ENSG00000010438.16","turquoise"
"ENSG00000223394.2","turquoise"
"ENSG00000107341.4","yellow"
"ENSG00000200834.1","brown"
"ENSG00000251748.1","red"
"ENSG00000137073.20","brown"
"ENSG00000226801.2","brown"
"ENSG00000198876.12","darkorange"
"ENSG00000224802.2","midnightblue"
"ENSG00000165006.13","lightyellow"
"ENSG00000227383.1","grey"
"ENSG00000186638.16","purple"
"ENSG00000164978.17","grey"
"ENSG00000164976.8","tan"
"ENSG00000164972.12","greenyellow"
"ENSG00000164970.14","magenta"
"ENSG00000122735.15","purple"
"ENSG00000168913.6","green"
"ENSG00000122756.14","purple"
"ENSG00000164967.9","turquoise"
"ENSG00000137100.15","brown"
"ENSG00000205143.2","yellow"
"ENSG00000147955.16","black"
"ENSG00000213930.11","blue"
"ENSG00000137070.17","blue"
"ENSG00000230074.1","turquoise"
"ENSG00000122733.12","turquoise"
"ENSG00000137094.14","lightyellow"
"ENSG00000273597.1","blue"
"ENSG00000279608.1","blue"
"ENSG00000165280.15","green"
"ENSG00000221829.9","darkgrey"
"ENSG00000165282.13","black"
"ENSG00000165283.15","cyan"
"ENSG00000005238.19","darkgrey"
"ENSG00000198722.14","brown"
"ENSG00000198853.11","black"
"ENSG00000235619.1","blue"
"ENSG00000107140.15","black"
"ENSG00000159884.11","grey"
"ENSG00000198467.13","brown"
"ENSG00000137076.19","brown"
"ENSG00000107175.11","magenta"
"ENSG00000070610.14","black"
"ENSG00000107185.9","magenta"
"ENSG00000227388.2","brown"
"ENSG00000159899.14","blue"
"ENSG00000137098.13","turquoise"
"ENSG00000137133.10","yellow"
"ENSG00000137103.16","black"
"ENSG00000281205.1","turquoise"
"ENSG00000235387.2","green"
"ENSG00000122707.11","turquoise"
"ENSG00000276730.1","green"
"ENSG00000122694.15","turquoise"
"ENSG00000185972.5","greenyellow"
"ENSG00000122705.16","turquoise"
"ENSG00000159921.14","grey"
"ENSG00000137075.17","steelblue"
"ENSG00000196092.12","green"
"ENSG00000281649.1","red"
"ENSG00000147905.17","turquoise"
"ENSG00000200502.1","blue"
"ENSG00000206784.1","grey"
"ENSG00000137106.17","greenyellow"
"ENSG00000168795.4","yellow"
"ENSG00000137054.15","grey"
"ENSG00000234160.1","greenyellow"
"ENSG00000147912.12","black"
"ENSG00000175768.12","yellow"
"ENSG00000070601.9","turquoise"
"ENSG00000165275.9","blue"
"ENSG00000107371.12","blue"
"ENSG00000122741.15","turquoise"
"ENSG00000232454.2","grey"
"ENSG00000226055.2","grey"
"ENSG00000122696.13","magenta"
"ENSG00000213839.4","red"
"ENSG00000137124.7","grey"
"ENSG00000225345.3","turquoise"
"ENSG00000180071.19","turquoise"
"ENSG00000204860.4","turquoise"
"ENSG00000106714.17","grey"
"ENSG00000198416.9","turquoise"
"ENSG00000278175.2","turquoise"
"ENSG00000229273.1","blue"
"ENSG00000204837.3","grey"
"ENSG00000184961.5","turquoise"
"ENSG00000183148.6","turquoise"
"ENSG00000240240.8","turquoise"
"ENSG00000231390.1","turquoise"
"ENSG00000223839.7","blue"
"ENSG00000232433.2","turquoise"
"ENSG00000276963.1","black"
"ENSG00000275377.1","blue"
"ENSG00000276291.5","grey"
"ENSG00000277778.2","turquoise"
"ENSG00000280077.1","green"
"ENSG00000279456.1","green"
"ENSG00000276462.1","turquoise"
"ENSG00000273514.1","turquoise"
"ENSG00000215126.10","green"
"ENSG00000279561.2","turquoise"
"ENSG00000275450.1","turquoise"
"ENSG00000275160.1","green"
"ENSG00000275297.1","yellow"
"ENSG00000154529.14","grey"
"ENSG00000237357.2","pink"
"ENSG00000236816.2","turquoise"
"ENSG00000170165.5","turquoise"
"ENSG00000275144.1","blue"
"ENSG00000230635.2","turquoise"
"ENSG00000276591.1","turquoise"
"ENSG00000277697.1","grey"
"ENSG00000276128.1","turquoise"
"ENSG00000283378.1","grey"
"ENSG00000154537.4","black"
"ENSG00000231527.5","black"
"ENSG00000231995.2","turquoise"
"ENSG00000204802.3","turquoise"
"ENSG00000227449.8","black"
"ENSG00000226007.2","grey"
"ENSG00000278213.1","grey"
"ENSG00000238113.6","turquoise"
"ENSG00000229422.1","darkgreen"
"ENSG00000234665.8","grey"
"ENSG00000227582.2","grey"
"ENSG00000170161.6","blue"
"ENSG00000273509.1","grey"
"ENSG00000186466.5","grey"
"ENSG00000237238.2","red"
"ENSG00000232815.1","turquoise"
"ENSG00000266017.1","turquoise"
"ENSG00000215548.2","turquoise"
"ENSG00000204790.9","turquoise"
"ENSG00000172014.12","greenyellow"
"ENSG00000224185.1","blue"
"ENSG00000229156.1","blue"
"ENSG00000224106.1","blue"
"ENSG00000235310.1","turquoise"
"ENSG00000277869.1","grey"
"ENSG00000223602.2","black"
"ENSG00000204779.2","blue"
"ENSG00000204778.4","green"
"ENSG00000147996.16","green"
"ENSG00000184659.5","turquoise"
"ENSG00000231701.1","grey"
"ENSG00000274893.1","turquoise"
"ENSG00000273668.1","purple"
"ENSG00000275026.1","turquoise"
"ENSG00000274628.4","blue"
"ENSG00000229146.2","blue"
"ENSG00000276203.4","turquoise"
"ENSG00000274349.4","salmon"
"ENSG00000276386.1","turquoise"
"ENSG00000274026.1","grey"
"ENSG00000278763.1","turquoise"
"ENSG00000274911.1","black"
"ENSG00000260691.5","turquoise"
"ENSG00000274869.1","turquoise"
"ENSG00000226904.1","green"
"ENSG00000196873.15","turquoise"
"ENSG00000187559.5","blue"
"ENSG00000234394.8","turquoise"
"ENSG00000154330.12","turquoise"
"ENSG00000233178.7","green"
"ENSG00000107242.17","red"
"ENSG00000187866.7","darkolivegreen"
"ENSG00000165060.11","red"
"ENSG00000119139.17","tan"
"ENSG00000135063.17","tan"
"ENSG00000107282.7","darkorange"
"ENSG00000188647.12","red"
"ENSG00000204711.8","grey"
"ENSG00000204706.14","grey"
"ENSG00000165072.9","grey"
"ENSG00000268364.1","grey"
"ENSG00000236801.1","grey"
"ENSG00000198887.8","yellow"
"ENSG00000274421.1","yellow"
"ENSG00000119138.4","green"
"ENSG00000083067.22","turquoise"
"ENSG00000272232.2","brown"
"ENSG00000224437.2","greenyellow"
"ENSG00000135048.13","brown"
"ENSG00000107362.13","lightgreen"
"ENSG00000281760.1","grey"
"ENSG00000155621.14","salmon"
"ENSG00000119125.16","brown"
"ENSG00000107372.12","yellow"
"ENSG00000165091.15","brown"
"ENSG00000165092.12","tan"
"ENSG00000135046.13","red"
"ENSG00000198963.10","tan"
"ENSG00000119121.21","yellow"
"ENSG00000135045.6","brown"
"ENSG00000156017.12","blue"
"ENSG00000229587.2","blue"
"ENSG00000278040.1","grey"
"ENSG00000106733.20","red"
"ENSG00000134996.11","brown"
"ENSG00000099139.13","magenta"
"ENSG00000135002.11","red"
"ENSG00000187210.12","brown"
"ENSG00000106772.17","red"
"ENSG00000225937.1","magenta"
"ENSG00000197969.11","red"
"ENSG00000156049.6","turquoise"
"ENSG00000201711.1","turquoise"
"ENSG00000156052.10","red"
"ENSG00000148019.12","salmon"
"ENSG00000135069.13","tan"
"ENSG00000106829.18","turquoise"
"ENSG00000196781.14","brown"
"ENSG00000233926.1","turquoise"
"ENSG00000228430.9","yellow"
"ENSG00000172159.15","orange"
"ENSG00000148057.15","turquoise"
"ENSG00000135018.13","lightgreen"
"ENSG00000254473.1","grey"
"ENSG00000165113.12","blue"
"ENSG00000226877.7","brown"
"ENSG00000165115.14","green"
"ENSG00000165118.14","turquoise"
"ENSG00000165119.19","darkred"
"ENSG00000178966.16","green"
"ENSG00000148053.15","tan"
"ENSG00000135049.15","green"
"ENSG00000230303.5","greenyellow"
"ENSG00000165121.11","blue"
"ENSG00000135040.15","yellow"
"ENSG00000135052.16","brown"
"ENSG00000135070.14","green"
"ENSG00000083223.17","turquoise"
"ENSG00000180447.6","turquoise"
"ENSG00000226237.1","turquoise"
"ENSG00000196730.12","turquoise"
"ENSG00000219928.2","turquoise"
"ENSG00000236709.1","turquoise"
"ENSG00000135047.14","turquoise"
"ENSG00000276478.1","grey"
"ENSG00000237743.3","grey"
"ENSG00000233884.1","grey"
"ENSG00000214888.2","grey"
"ENSG00000156345.17","pink"
"ENSG00000279154.1","grey"
"ENSG00000204429.4","grey"
"ENSG00000106723.16","steelblue"
"ENSG00000130045.15","brown"
"ENSG00000186354.10","turquoise"
"ENSG00000213694.3","green"
"ENSG00000148082.9","turquoise"
"ENSG00000224945.1","turquoise"
"ENSG00000123975.4","yellow"
"ENSG00000187742.14","yellow"
"ENSG00000187764.11","pink"
"ENSG00000130222.10","violet"
"ENSG00000237626.1","brown"
"ENSG00000165023.6","red"
"ENSG00000165025.14","grey60"
"ENSG00000230537.1","blue"
"ENSG00000237422.1","grey60"
"ENSG00000273381.1","blue"
"ENSG00000148090.11","yellow"
"ENSG00000165030.3","lightyellow"
"ENSG00000090054.13","tan"
"ENSG00000196305.17","magenta"
"ENSG00000198000.11","salmon"
"ENSG00000188312.13","turquoise"
"ENSG00000106823.12","greenyellow"
"ENSG00000127080.9","turquoise"
"ENSG00000185963.13","turquoise"
"ENSG00000187984.12","turquoise"
"ENSG00000252772.1","blue"
"ENSG00000226721.2","blue"
"ENSG00000275318.1","brown"
"ENSG00000127081.13","darkturquoise"
"ENSG00000226668.5","skyblue"
"ENSG00000127084.17","grey60"
"ENSG00000165233.17","brown"
"ENSG00000131669.9","tan"
"ENSG00000165238.16","midnightblue"
"ENSG00000204352.2","brown"
"ENSG00000227603.1","green"
"ENSG00000188938.15","brown"
"ENSG00000048828.16","blue"
"ENSG00000197724.10","pink"
"ENSG00000158079.14","yellow"
"ENSG00000227666.1","blue"
"ENSG00000269929.1","red"
"ENSG00000175787.16","turquoise"
"ENSG00000232063.1","pink"
"ENSG00000148110.15","turquoise"
"ENSG00000148120.15","violet"
"ENSG00000252153.1","blue"
"ENSG00000230815.1","brown"
"ENSG00000236095.1","greenyellow"
"ENSG00000274115.1","violet"
"ENSG00000207563.1","magenta"
"ENSG00000207864.3","grey"
"ENSG00000158169.12","salmon"
"ENSG00000229065.1","magenta"
"ENSG00000223849.1","magenta"
"ENSG00000185920.15","brown"
"ENSG00000175611.11","blue"
"ENSG00000182150.15","turquoise"
"ENSG00000237631.2","turquoise"
"ENSG00000237212.1","turquoise"
"ENSG00000224546.2","green"
"ENSG00000130958.11","tan"
"ENSG00000165244.6","green"
"ENSG00000130956.13","yellow"
"ENSG00000081377.16","yellow"
"ENSG00000158122.11","magenta"
"ENSG00000224848.1","blue"
"ENSG00000233820.2","blue"
"ENSG00000081386.12","green"
"ENSG00000196597.11","salmon"
"ENSG00000196312.12","blue"
"ENSG00000136943.10","yellow"
"ENSG00000228376.3","blue"
"ENSG00000228038.1","grey"
"ENSG00000277103.1","turquoise"
"ENSG00000159712.10","red"
"ENSG00000252721.1","green"
"ENSG00000242375.1","turquoise"
"ENSG00000188801.9","red"
"ENSG00000203279.3","grey"
"ENSG00000254876.5","turquoise"
"ENSG00000255036.6","turquoise"
"ENSG00000197816.13","turquoise"
"ENSG00000196116.7","red"
"ENSG00000136842.13","yellow"
"ENSG00000136925.14","turquoise"
"ENSG00000136937.12","red"
"ENSG00000136936.10","green"
"ENSG00000136932.13","darkred"
"ENSG00000136938.8","grey"
"ENSG00000095380.10","magenta"
"ENSG00000106785.14","brown"
"ENSG00000106789.12","grey"
"ENSG00000095383.19","purple"
"ENSG00000136928.6","cyan"
"ENSG00000165138.17","blue"
"ENSG00000119514.6","blue"
"ENSG00000106799.12","grey60"
"ENSG00000119523.9","lightgreen"
"ENSG00000106803.9","darkred"
"ENSG00000271086.5","greenyellow"
"ENSG00000237461.1","yellow"
"ENSG00000119508.17","brown"
"ENSG00000255145.2","brown"
"ENSG00000136874.10","brown"
"ENSG00000023318.7","salmon"
"ENSG00000234709.2","blue"
"ENSG00000119509.12","turquoise"
"ENSG00000231697.3","black"
"ENSG00000136891.13","green"
"ENSG00000066697.14","green"
"ENSG00000241697.4","darkgreen"
"ENSG00000170681.6","green"
"ENSG00000148123.14","brown"
"ENSG00000136881.11","turquoise"
"ENSG00000234502.2","turquoise"
"ENSG00000136897.7","red"
"ENSG00000136870.10","darkolivegreen"
"ENSG00000165152.8","darkmagenta"
"ENSG00000155827.11","yellow"
"ENSG00000198785.4","brown"
"ENSG00000188386.6","brown"
"ENSG00000270332.1","grey"
"ENSG00000136824.18","red"
"ENSG00000235248.2","blue"
"ENSG00000136783.9","brown"
"ENSG00000165028.11","yellow"
"ENSG00000165029.15","tan"
"ENSG00000070214.15","yellow"
"ENSG00000106701.11","red"
"ENSG00000229419.1","grey"
"ENSG00000106692.13","yellow"
"ENSG00000095209.11","brown"
"ENSG00000232486.1","brown"
"ENSG00000234323.6","grey"
"ENSG00000148143.12","tan"
"ENSG00000119318.12","yellow"
"ENSG00000136826.14","yellow"
"ENSG00000070061.14","blue"
"ENSG00000119328.11","yellow"
"ENSG00000119326.14","brown"
"ENSG00000106771.12","lightgreen"
"ENSG00000199331.1","blue"
"ENSG00000260230.2","lightgreen"
"ENSG00000095203.14","brown"
"ENSG00000070159.13","turquoise"
"ENSG00000243444.7","red"
"ENSG00000157654.17","yellow"
"ENSG00000241978.9","green"
"ENSG00000136810.12","brown"
"ENSG00000165124.17","turquoise"
"ENSG00000198121.13","brown"
"ENSG00000136813.14","green"
"ENSG00000173258.12","brown"
"ENSG00000106853.17","turquoise"
"ENSG00000059769.19","yellow"
"ENSG00000242616.3","yellow"
"ENSG00000224067.2","blue"
"ENSG00000148154.9","yellow"
"ENSG00000259953.1","turquoise"
"ENSG00000106868.16","turquoise"
"ENSG00000225513.1","lightyellow"
"ENSG00000119314.15","red"
"ENSG00000242256.3","pink"
"ENSG00000230081.2","grey"
"ENSG00000119471.14","brown"
"ENSG00000230185.4","turquoise"
"ENSG00000165185.14","red"
"ENSG00000148153.13","red"
"ENSG00000148158.16","green"
"ENSG00000237906.1","brown"
"ENSG00000228623.4","brown"
"ENSG00000136866.13","brown"
"ENSG00000136867.10","brown"
"ENSG00000119321.8","turquoise"
"ENSG00000136868.10","yellow"
"ENSG00000176386.8","blue"
"ENSG00000136875.12","yellow"
"ENSG00000148225.15","turquoise"
"ENSG00000119431.9","brown"
"ENSG00000148218.15","darkmagenta"
"ENSG00000148229.12","magenta"
"ENSG00000157653.11","blue"
"ENSG00000138835.22","brown"
"ENSG00000157657.14","midnightblue"
"ENSG00000136883.12","brown"
"ENSG00000196739.14","brown"
"ENSG00000106948.16","grey60"
"ENSG00000095397.13","pink"
"ENSG00000136888.6","green"
"ENSG00000157693.14","magenta"
"ENSG00000041982.15","brown"
"ENSG00000148219.16","tan"
"ENSG00000119401.10","turquoise"
"ENSG00000136869.13","tan"
"ENSG00000078725.12","brown"
"ENSG00000136861.17","blue"
"ENSG00000106780.8","green"
"ENSG00000119402.16","yellow"
"ENSG00000214654.6","turquoise"
"ENSG00000095261.13","yellow"
"ENSG00000226752.8","grey"
"ENSG00000119403.13","blue"
"ENSG00000056558.10","blue"
"ENSG00000106804.7","turquoise"
"ENSG00000119397.16","turquoise"
"ENSG00000119396.10","steelblue"
"ENSG00000148180.18","brown"
"ENSG00000148175.12","tan"
"ENSG00000204136.10","green"
"ENSG00000136848.16","orange"
"ENSG00000261534.1","blue"
"ENSG00000175764.14","blue"
"ENSG00000237548.1","blue"
"ENSG00000119421.6","grey"
"ENSG00000185681.12","blue"
"ENSG00000106852.15","white"
"ENSG00000119446.13","turquoise"
"ENSG00000148187.17","darkred"
"ENSG00000095303.14","grey60"
"ENSG00000136940.13","yellow"
"ENSG00000056586.15","red"
"ENSG00000186130.4","red"
"ENSG00000171448.8","green"
"ENSG00000261094.2","blue"
"ENSG00000011454.16","green"
"ENSG00000236901.5","darkorange"
"ENSG00000165209.18","green"
"ENSG00000148204.11","tan"
"ENSG00000119522.16","cyan"
"ENSG00000207991.1","yellow"
"ENSG00000106689.10","green"
"ENSG00000119408.16","turquoise"
"ENSG00000227200.1","blue"
"ENSG00000136930.12","yellow"
"ENSG00000148200.16","brown"
"ENSG00000231744.1","pink"
"ENSG00000185585.19","brown"
"ENSG00000136942.14","darkred"
"ENSG00000136950.13","yellow"
"ENSG00000136935.13","grey"
"ENSG00000173611.17","brown"
"ENSG00000177736.4","brown"
"ENSG00000119414.11","yellow"
"ENSG00000136933.16","turquoise"
"ENSG00000044574.7","brown"
"ENSG00000165219.21","yellow"
"ENSG00000119487.16","turquoise"
"ENSG00000167081.16","greenyellow"
"ENSG00000196814.14","turquoise"
"ENSG00000252985.1","turquoise"
"ENSG00000169155.9","yellow"
"ENSG00000177125.5","yellow"
"ENSG00000136828.18","turquoise"
"ENSG00000136859.9","white"
"ENSG00000136895.18","brown"
"ENSG00000271833.1","green"
"ENSG00000136856.17","darkgrey"
"ENSG00000196152.10","blue"
"ENSG00000197958.12","turquoise"
"ENSG00000148356.13","pink"
"ENSG00000136830.11","pink"
"ENSG00000136854.18","cyan"
"ENSG00000187024.13","blue"
"ENSG00000160401.14","pink"
"ENSG00000160404.17","blue"
"ENSG00000095370.19","brown"
"ENSG00000136807.12","black"
"ENSG00000136877.14","darkgrey"
"ENSG00000106991.13","grey"
"ENSG00000225032.5","blue"
"ENSG00000106992.17","blue"
"ENSG00000257524.5","blue"
"ENSG00000160408.14","greenyellow"
"ENSG00000136840.18","blue"
"ENSG00000167103.11","blue"
"ENSG00000136908.17","magenta"
"ENSG00000167106.11","pink"
"ENSG00000171169.8","grey"
"ENSG00000148339.12","lightyellow"
"ENSG00000234771.3","blue"
"ENSG00000148334.14","darkgrey"
"ENSG00000232850.3","greenyellow"
"ENSG00000171159.4","turquoise"
"ENSG00000148337.20","purple"
"ENSG00000106976.20","black"
"ENSG00000167110.16","pink"
"ENSG00000175854.11","grey"
"ENSG00000167112.9","brown"
"ENSG00000167113.10","pink"
"ENSG00000167114.12","purple"
"ENSG00000223551.1","blue"
"ENSG00000167118.10","darkgrey"
"ENSG00000167123.18","grey"
"ENSG00000136811.16","turquoise"
"ENSG00000119392.14","turquoise"
"ENSG00000228395.1","blue"
"ENSG00000197694.14","brown"
"ENSG00000280474.1","pink"
"ENSG00000119333.11","blue"
"ENSG00000119335.16","lightgreen"
"ENSG00000160446.18","black"
"ENSG00000160445.10","darkmagenta"
"ENSG00000203286.5","pink"
"ENSG00000107021.15","blue"
"ENSG00000167136.6","turquoise"
"ENSG00000198917.12","blue"
"ENSG00000171097.13","blue"
"ENSG00000136802.11","magenta"
"ENSG00000175287.18","green"
"ENSG00000175283.7","darkorange"
"ENSG00000095319.14","black"
"ENSG00000267834.1","blue"
"ENSG00000148341.17","greenyellow"
"ENSG00000148343.18","darkgrey"
"ENSG00000167130.17","magenta"
"ENSG00000095321.16","brown"
"ENSG00000119383.19","lightcyan"
"ENSG00000188483.7","darkgreen"
"ENSG00000204055.4","black"
"ENSG00000179082.3","yellow"
"ENSG00000233901.5","yellow"
"ENSG00000204054.13","brown"
"ENSG00000148335.14","black"
"ENSG00000148331.11","darkgrey"
"ENSG00000148344.10","greenyellow"
"ENSG00000136816.15","blue"
"ENSG00000136827.11","green"
"ENSG00000136819.15","lightgreen"
"ENSG00000136878.12","lightcyan"
"ENSG00000187239.16","brown"
"ENSG00000148358.19","cyan"
"ENSG00000107130.9","black"
"ENSG00000148357.16","turquoise"
"ENSG00000130707.17","turquoise"
"ENSG00000107164.15","yellow"
"ENSG00000130713.15","greenyellow"
"ENSG00000097007.17","pink"
"ENSG00000130720.12","turquoise"
"ENSG00000050555.17","yellow"
"ENSG00000126878.12","midnightblue"
"ENSG00000126883.16","cyan"
"ENSG00000126882.12","blue"
"ENSG00000160539.4","purple"
"ENSG00000130723.17","black"
"ENSG00000231587.1","grey"
"ENSG00000176868.2","midnightblue"
"ENSG00000130714.15","turquoise"
"ENSG00000130717.12","grey"
"ENSG00000107263.18","darkorange"
"ENSG00000240853.3","blue"
"ENSG00000160563.13","cyan"
"ENSG00000196358.10","pink"
"ENSG00000107290.13","red"
"ENSG00000125482.12","green"
"ENSG00000125485.17","blue"
"ENSG00000125484.11","darkorange"
"ENSG00000165695.9","yellow"
"ENSG00000165698.15","pink"
"ENSG00000165699.13","turquoise"
"ENSG00000196205.8","red"
"ENSG00000148308.17","blue"
"ENSG00000170835.13","blue"
"ENSG00000160271.14","blue"
"ENSG00000148288.11","brown"
"ENSG00000148296.6","blue"
"ENSG00000148297.15","purple"
"ENSG00000148303.16","darkred"
"ENSG00000148290.9","green"
"ENSG00000148291.9","grey"
"ENSG00000148248.13","brown"
"ENSG00000198870.7","pink"
"ENSG00000148300.11","blue"
"ENSG00000160323.18","purple"
"ENSG00000160325.14","blue"
"ENSG00000160326.13","purple"
"ENSG00000197859.9","turquoise"
"ENSG00000196990.8","turquoise"
"ENSG00000225756.1","green"
"ENSG00000123453.17","lightcyan"
"ENSG00000160293.16","white"
"ENSG00000235106.9","turquoise"
"ENSG00000169925.16","turquoise"
"ENSG00000196363.9","blue"
"ENSG00000221676.1","blue"
"ENSG00000186350.9","turquoise"
"ENSG00000130635.15","pink"
"ENSG00000130558.19","greenyellow"
"ENSG00000233936.1","greenyellow"
"ENSG00000225361.3","brown"
"ENSG00000196422.10","pink"
"ENSG00000160345.12","turquoise"
"ENSG00000122140.10","lightcyan"
"ENSG00000107147.12","blue"
"ENSG00000130559.18","green"
"ENSG00000238058.1","pink"
"ENSG00000130560.8","blue"
"ENSG00000148411.7","tan"
"ENSG00000238227.7","midnightblue"
"ENSG00000165661.16","magenta"
"ENSG00000160360.11","brown"
"ENSG00000213221.4","blue"
"ENSG00000187796.13","blue"
"ENSG00000165684.4","purple"
"ENSG00000165689.16","turquoise"
"ENSG00000165688.11","turquoise"
"ENSG00000148384.12","turquoise"
"ENSG00000148396.18","black"
"ENSG00000196366.3","blue"
"ENSG00000148400.9","tan"
"ENSG00000172889.15","pink"
"ENSG00000165716.10","darkgreen"
"ENSG00000233016.6","midnightblue"
"ENSG00000244187.7","blue"
"ENSG00000213213.13","blue"
"ENSG00000273066.5","purple"
"ENSG00000228544.1","blue"
"ENSG00000196642.17","black"
"ENSG00000265806.1","blue"
"ENSG00000232434.2","darkgreen"
"ENSG00000054148.17","greenyellow"
"ENSG00000177943.13","blue"
"ENSG00000107223.12","darkred"
"ENSG00000127191.17","blue"
"ENSG00000213590.2","greenyellow"
"ENSG00000159069.13","darkgreen"
"ENSG00000184925.11","blue"
"ENSG00000107317.11","tan"
"ENSG00000214402.6","turquoise"
"ENSG00000148362.10","blue"
"ENSG00000107331.16","midnightblue"
"ENSG00000180539.7","pink"
"ENSG00000107281.9","midnightblue"
"ENSG00000054179.11","magenta"
"ENSG00000186193.8","green"
"ENSG00000197355.10","brown"
"ENSG00000268996.3","yellow"
"ENSG00000177239.14","darkgrey"
"ENSG00000176978.13","turquoise"
"ENSG00000176884.14","purple"
"ENSG00000176248.8","black"
"ENSG00000176101.11","grey"
"ENSG00000176058.11","pink"
"ENSG00000187713.6","green"
"ENSG00000188566.12","purple"
"ENSG00000212864.3","black"
"ENSG00000188229.5","magenta"
"ENSG00000188986.5","purple"
"ENSG00000198435.3","green"
"ENSG00000187609.15","purple"
