gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,Dentate Gyrus
ENSG00000166928.10,ENSG00000166928,MS4A14,chr11,protein_coding,1,0,1,0
ENSG00000166959.7,ENSG00000166959,MS4A8,chr11,protein_coding,0,1,0,0
ENSG00000006118.14,ENSG00000006118,TMEM132A,chr11,protein_coding,0,1,0,0
ENSG00000110446.10,ENSG00000110446,SLC15A3,chr11,protein_coding,0,0,1,0
ENSG00000256713.7,ENSG00000256713,PGA5,chr11,protein_coding,0,0,0,1
ENSG00000149476.15,ENSG00000149476,TKFC,chr11,protein_coding,0,1,1,1
ENSG00000162144.9,ENSG00000162144,CYB561A3,chr11,protein_coding,1,0,0,0
ENSG00000279246.1,ENSG00000279246,RP11-286N22.14,chr11,TEC,0,1,0,1
ENSG00000187049.9,ENSG00000187049,TMEM216,chr11,protein_coding,1,0,1,0
ENSG00000149532.15,ENSG00000149532,CPSF7,chr11,protein_coding,0,0,1,0
ENSG00000162148.10,ENSG00000162148,PPP1R32,chr11,protein_coding,0,0,1,0
ENSG00000255931.1,ENSG00000255931,RP11-286N22.10,chr11,lincRNA,0,0,0,1
ENSG00000124920.13,ENSG00000124920,MYRF,chr11,protein_coding,1,0,0,0
ENSG00000149485.17,ENSG00000149485,FADS1,chr11,protein_coding,0,0,1,0
ENSG00000277892.1,ENSG00000277892,MIR6746,chr11,miRNA,1,1,0,0
ENSG00000167995.15,ENSG00000167995,BEST1,chr11,protein_coding,1,0,0,0
ENSG00000167996.15,ENSG00000167996,FTH1,chr11,protein_coding,1,0,0,0
ENSG00000162174.12,ENSG00000162174,ASRGL1,chr11,protein_coding,1,1,1,1
ENSG00000124942.13,ENSG00000124942,AHNAK,chr11,protein_coding,1,1,0,0
ENSG00000089597.16,ENSG00000089597,GANAB,chr11,protein_coding,0,1,1,0
ENSG00000214753.2,ENSG00000214753,HNRNPUL2,chr11,protein_coding,0,1,0,0
ENSG00000168569.7,ENSG00000168569,TMEM223,chr11,protein_coding,0,1,0,0
ENSG00000269176.2,ENSG00000269176,RP11-727F15.12,chr11,antisense,0,1,0,0
ENSG00000185475.9,ENSG00000185475,TMEM179B,chr11,protein_coding,0,1,0,0
ENSG00000255717.6,ENSG00000255717,SNHG1,chr11,processed_transcript,1,1,1,0
ENSG00000168003.16,ENSG00000168003,SLC3A2,chr11,protein_coding,1,0,0,0
ENSG00000072518.20,ENSG00000072518,MARK2,chr11,protein_coding,0,1,0,0
ENSG00000126500.3,ENSG00000126500,FLRT1,chr11,protein_coding,0,1,1,0
ENSG00000173511.9,ENSG00000173511,VEGFB,chr11,protein_coding,1,0,0,0
ENSG00000173457.10,ENSG00000173457,PPP1R14B,chr11,protein_coding,1,0,1,0
ENSG00000168071.21,ENSG00000168071,CCDC88B,chr11,protein_coding,0,0,1,0
ENSG00000162302.12,ENSG00000162302,RPS6KA4,chr11,protein_coding,1,0,0,0
ENSG00000181908.5,ENSG00000181908,AP003774.4,chr11,lincRNA,0,0,1,0
ENSG00000068831.18,ENSG00000068831,RASGRP2,chr11,protein_coding,1,0,0,1
ENSG00000171219.8,ENSG00000171219,CDC42BPG,chr11,protein_coding,0,0,1,0
ENSG00000068971.13,ENSG00000068971,PPP2R5B,chr11,protein_coding,0,1,0,0
ENSG00000014216.15,ENSG00000014216,CAPN1,chr11,protein_coding,0,1,0,0
ENSG00000245532.6,ENSG00000245532,NEAT1,chr11,lincRNA,0,0,1,0
ENSG00000173442.12,ENSG00000173442,EHBP1L1,chr11,protein_coding,0,1,1,0
ENSG00000173327.7,ENSG00000173327,MAP3K11,chr11,protein_coding,1,0,1,0
ENSG00000172500.12,ENSG00000172500,FIBP,chr11,protein_coding,0,0,1,0
ENSG00000175115.11,ENSG00000175115,PACS1,chr11,protein_coding,1,0,0,0
ENSG00000174996.11,ENSG00000174996,KLC2,chr11,protein_coding,0,1,0,0
ENSG00000255468.6,ENSG00000255468,RP11-867G23.8,chr11,antisense,1,0,0,0
ENSG00000174516.14,ENSG00000174516,PELI3,chr11,protein_coding,0,1,0,0
ENSG00000173156.6,ENSG00000173156,RHOD,chr11,protein_coding,0,0,1,0
ENSG00000172613.7,ENSG00000172613,RAD9A,chr11,protein_coding,0,0,1,0
ENSG00000175482.8,ENSG00000175482,POLD4,chr11,protein_coding,0,0,0,1
ENSG00000175463.11,ENSG00000175463,TBC1D10C,chr11,protein_coding,1,0,0,0
ENSG00000132744.7,ENSG00000132744,ACY3,chr11,protein_coding,0,1,1,0
ENSG00000273819.1,ENSG00000273819,ENPP7P7,chr11,unprocessed_pseudogene,0,1,0,0
ENSG00000251637.6,ENSG00000251637,RP11-119D9.1,chr11,lincRNA,1,0,0,0
ENSG00000006534.15,ENSG00000006534,ALDH3B1,chr11,protein_coding,0,0,1,0
ENSG00000255031.5,ENSG00000255031,RP11-802E16.3,chr11,antisense,0,0,1,0
ENSG00000110721.11,ENSG00000110721,CHKA,chr11,protein_coding,0,1,0,0
ENSG00000171067.10,ENSG00000171067,C11orf24,chr11,protein_coding,0,0,1,0
ENSG00000131626.16,ENSG00000131626,PPFIA1,chr11,protein_coding,0,1,1,0
ENSG00000085733.15,ENSG00000085733,CTTN,chr11,protein_coding,1,1,1,0
ENSG00000172893.15,ENSG00000172893,DHCR7,chr11,protein_coding,1,1,1,0
ENSG00000254682.1,ENSG00000254682,RP11-660L16.2,chr11,antisense,1,1,1,0
ENSG00000172890.11,ENSG00000172890,NADSYN1,chr11,protein_coding,1,1,1,1
ENSG00000255319.5,ENSG00000255319,ENPP7P8,chr11,transcribed_unprocessed_pseudogene,1,0,0,0
ENSG00000158483.15,ENSG00000158483,FAM86C1,chr11,protein_coding,1,1,1,0
ENSG00000248671.7,ENSG00000248671,ALG1L9P,chr11,processed_transcript,1,1,1,0
ENSG00000149357.9,ENSG00000149357,LAMTOR1,chr11,protein_coding,0,0,0,1
ENSG00000165457.13,ENSG00000165457,FOLR2,chr11,protein_coding,0,1,1,0
ENSG00000186642.15,ENSG00000186642,PDE2A,chr11,protein_coding,1,0,0,0
ENSG00000186635.14,ENSG00000186635,ARAP1,chr11,protein_coding,1,0,1,0
ENSG00000175575.12,ENSG00000175575,PAAF1,chr11,protein_coding,0,0,1,0
ENSG00000214517.9,ENSG00000214517,PPME1,chr11,protein_coding,0,1,1,0
ENSG00000165434.7,ENSG00000165434,PGM2L1,chr11,protein_coding,1,0,0,0
ENSG00000175538.10,ENSG00000175538,KCNE3,chr11,protein_coding,1,1,1,0
ENSG00000166435.15,ENSG00000166435,XRRA1,chr11,protein_coding,1,1,1,1
ENSG00000278879.1,ENSG00000278879,AP000560.3,chr11,TEC,1,1,1,0
ENSG00000241170.2,ENSG00000241170,RP11-147I3.1,chr11,transcribed_processed_pseudogene,1,0,1,0
ENSG00000137491.14,ENSG00000137491,SLCO2B1,chr11,protein_coding,0,1,1,0
ENSG00000255136.2,ENSG00000255136,CTD-2562J17.4,chr11,lincRNA,0,1,1,1
ENSG00000149273.14,ENSG00000149273,RPS3,chr11,protein_coding,1,0,0,0
ENSG00000158555.14,ENSG00000158555,GDPD5,chr11,protein_coding,1,0,0,0
ENSG00000255135.3,ENSG00000255135,RP11-111M22.3,chr11,lincRNA,1,0,0,0
ENSG00000137474.19,ENSG00000137474,MYO7A,chr11,protein_coding,1,0,0,0
ENSG00000149269.9,ENSG00000149269,PAK1,chr11,protein_coding,0,1,0,0
ENSG00000159063.12,ENSG00000159063,ALG8,chr11,protein_coding,1,1,0,0
ENSG00000246174.7,ENSG00000246174,KCTD21-AS1,chr11,antisense,0,1,1,0
ENSG00000188997.7,ENSG00000188997,KCTD21,chr11,protein_coding,0,1,1,0
ENSG00000137513.9,ENSG00000137513,NARS2,chr11,protein_coding,1,1,1,1
ENSG00000227097.5,ENSG00000227097,RPS28P7,chr11,processed_pseudogene,1,0,1,1
ENSG00000182103.4,ENSG00000182103,FAM181B,chr11,protein_coding,1,0,0,0
ENSG00000137494.13,ENSG00000137494,ANKRD42,chr11,protein_coding,0,0,1,0
ENSG00000171204.12,ENSG00000171204,TMEM126B,chr11,protein_coding,1,0,1,0
ENSG00000150687.11,ENSG00000150687,PRSS23,chr11,protein_coding,1,0,0,0
ENSG00000109861.15,ENSG00000109861,CTSC,chr11,protein_coding,1,0,0,0
ENSG00000168959.14,ENSG00000168959,GRM5,chr11,protein_coding,0,0,0,1
ENSG00000134612.11,ENSG00000134612,FOLH1B,chr11,transcribed_unprocessed_pseudogene,1,1,1,0
ENSG00000077616.10,ENSG00000077616,NAALAD2,chr11,protein_coding,1,0,0,0
ENSG00000280385.1,ENSG00000280385,AP000648.5,chr11,TEC,1,0,0,0
ENSG00000214391.3,ENSG00000214391,TUBAP2,chr11,processed_pseudogene,0,1,0,0
ENSG00000134640.2,ENSG00000134640,MTNR1B,chr11,protein_coding,1,0,0,0
ENSG00000166004.14,ENSG00000166004,CEP295,chr11,protein_coding,1,1,1,0
ENSG00000254911.3,ENSG00000254911,SCARNA9,chr11,antisense,1,0,0,0
ENSG00000279696.1,ENSG00000279696,RP11-178H8.7,chr11,TEC,1,0,1,0
ENSG00000182919.14,ENSG00000182919,C11orf54,chr11,protein_coding,1,1,1,0
ENSG00000042429.10,ENSG00000042429,MED17,chr11,protein_coding,0,0,1,0
ENSG00000214376.5,ENSG00000214376,VSTM5,chr11,protein_coding,1,1,0,0
ENSG00000257057.2,ENSG00000257057,C11orf97,chr11,protein_coding,0,0,1,0
ENSG00000186280.6,ENSG00000186280,KDM4D,chr11,protein_coding,0,0,1,0
ENSG00000263465.3,ENSG00000263465,SRSF8,chr11,protein_coding,0,1,0,0
ENSG00000149218.4,ENSG00000149218,ENDOD1,chr11,protein_coding,0,0,1,0
ENSG00000184384.13,ENSG00000184384,MAML2,chr11,protein_coding,0,1,0,0
ENSG00000149231.11,ENSG00000149231,CCDC82,chr11,protein_coding,1,1,0,0
ENSG00000137672.12,ENSG00000137672,TRPC6,chr11,protein_coding,1,0,0,0
ENSG00000254534.1,ENSG00000254534,RP11-748H22.2,chr11,unprocessed_pseudogene,1,0,0,0
ENSG00000187151.7,ENSG00000187151,ANGPTL5,chr11,protein_coding,0,1,0,0
ENSG00000110318.13,ENSG00000110318,CEP126,chr11,protein_coding,1,0,0,0
ENSG00000137691.12,ENSG00000137691,C11orf70,chr11,protein_coding,0,0,1,0
ENSG00000023445.13,ENSG00000023445,BIRC3,chr11,protein_coding,1,0,0,0
ENSG00000137752.22,ENSG00000137752,CASP1,chr11,protein_coding,0,0,1,0
ENSG00000182359.14,ENSG00000182359,KBTBD3,chr11,protein_coding,1,0,0,0
ENSG00000110660.14,ENSG00000110660,SLC35F2,chr11,protein_coding,0,0,0,1
ENSG00000179331.2,ENSG00000179331,RAB39A,chr11,protein_coding,0,0,1,0
ENSG00000178202.12,ENSG00000178202,KDELC2,chr11,protein_coding,0,0,0,1
ENSG00000196167.9,ENSG00000196167,COLCA1,chr11,antisense,0,0,0,1
ENSG00000150768.15,ENSG00000150768,DLAT,chr11,protein_coding,0,1,0,0
ENSG00000204370.8,ENSG00000204370,SDHD,chr11,protein_coding,0,0,1,0
ENSG00000150782.11,ENSG00000150782,IL18,chr11,protein_coding,0,1,1,0
ENSG00000250303.3,ENSG00000250303,RP11-356J5.12,chr11,lincRNA,0,0,0,1
ENSG00000149292.16,ENSG00000149292,TTC12,chr11,protein_coding,1,1,1,0
ENSG00000270179.1,ENSG00000270179,RP11-159N11.4,chr11,sense_intronic,0,1,1,0
ENSG00000170209.4,ENSG00000170209,ANKK1,chr11,protein_coding,0,1,0,0
ENSG00000166736.11,ENSG00000166736,HTR3A,chr11,protein_coding,1,0,0,0
ENSG00000180425.10,ENSG00000180425,C11orf71,chr11,protein_coding,0,1,0,0
ENSG00000076053.10,ENSG00000076053,RBM7,chr11,protein_coding,0,0,1,0
ENSG00000168092.13,ENSG00000168092,PAFAH1B2,chr11,protein_coding,1,0,0,0
ENSG00000137731.13,ENSG00000137731,FXYD2,chr11,protein_coding,1,1,0,0
ENSG00000137726.16,ENSG00000137726,FXYD6,chr11,protein_coding,1,1,0,0
ENSG00000110324.10,ENSG00000110324,IL10RA,chr11,protein_coding,0,0,1,0
ENSG00000149575.5,ENSG00000149575,SCN2B,chr11,protein_coding,0,1,0,0
ENSG00000160588.9,ENSG00000160588,MPZL3,chr11,protein_coding,1,1,0,0
ENSG00000110344.9,ENSG00000110344,UBE4A,chr11,protein_coding,0,0,1,0
ENSG00000110367.11,ENSG00000110367,DDX6,chr11,protein_coding,0,0,1,0
ENSG00000196655.10,ENSG00000196655,TRAPPC4,chr11,protein_coding,0,1,0,0
ENSG00000256269.6,ENSG00000256269,HMBS,chr11,protein_coding,0,1,0,0
ENSG00000172269.17,ENSG00000172269,DPAGT1,chr11,protein_coding,1,1,0,0
ENSG00000076706.15,ENSG00000076706,MCAM,chr11,protein_coding,0,0,1,0
ENSG00000254561.3,ENSG00000254561,RP11-196E1.3,chr11,antisense,0,1,0,0
ENSG00000254854.1,ENSG00000254854,CTD-2523D13.2,chr11,antisense,1,1,1,0
ENSG00000181264.8,ENSG00000181264,TMEM136,chr11,protein_coding,0,0,1,0
ENSG00000149403.11,ENSG00000149403,GRIK4,chr11,protein_coding,1,0,0,0
ENSG00000255248.7,ENSG00000255248,MIR100HG,chr11,processed_transcript,0,0,1,0
ENSG00000109943.8,ENSG00000109943,CRTAM,chr11,protein_coding,1,0,0,0
ENSG00000200879.1,ENSG00000200879,SNORD14E,chr11,snoRNA,0,0,1,0
ENSG00000166250.11,ENSG00000166250,CLMP,chr11,protein_coding,0,1,0,0
ENSG00000110002.15,ENSG00000110002,VWA5A,chr11,protein_coding,1,1,1,0
ENSG00000154143.2,ENSG00000154143,PANX3,chr11,protein_coding,1,0,0,0
ENSG00000154144.12,ENSG00000154144,TBRG1,chr11,protein_coding,1,0,0,0
ENSG00000110013.12,ENSG00000110013,SIAE,chr11,protein_coding,1,1,1,0
ENSG00000064199.6,ENSG00000064199,SPA17,chr11,protein_coding,0,1,1,0
ENSG00000245498.6,ENSG00000245498,RP11-677M14.7,chr11,antisense,1,1,1,0
ENSG00000154133.14,ENSG00000154133,ROBO4,chr11,protein_coding,0,1,0,0
ENSG00000165478.6,ENSG00000165478,HEPACAM,chr11,protein_coding,0,0,1,1
ENSG00000134955.11,ENSG00000134955,SLC37A2,chr11,protein_coding,0,0,1,0
ENSG00000134910.12,ENSG00000134910,STT3A,chr11,protein_coding,0,0,1,0
ENSG00000165526.8,ENSG00000165526,RPUSD4,chr11,protein_coding,1,0,0,0
ENSG00000279358.1,ENSG00000279358,RP11-688I9.5,chr11,TEC,0,1,0,0
ENSG00000151702.16,ENSG00000151702,FLI1,chr11,protein_coding,0,0,1,0
ENSG00000151704.15,ENSG00000151704,KCNJ1,chr11,protein_coding,1,0,0,1
ENSG00000120457.11,ENSG00000120457,KCNJ5,chr11,protein_coding,0,0,1,0
ENSG00000174370.9,ENSG00000174370,C11orf45,chr11,protein_coding,0,0,1,1
ENSG00000043039.6,ENSG00000043039,BARX2,chr11,protein_coding,0,1,0,0
ENSG00000151715.7,ENSG00000151715,TMEM45B,chr11,protein_coding,0,0,1,0
ENSG00000149418.10,ENSG00000149418,ST14,chr11,protein_coding,0,1,0,0
ENSG00000255455.2,ENSG00000255455,RP11-890B15.3,chr11,lincRNA,1,1,1,0
ENSG00000237612.1,ENSG00000237612,AP002856.7,chr11,lincRNA,1,0,0,0
ENSG00000182667.14,ENSG00000182667,NTM,chr11,protein_coding,1,0,0,0
ENSG00000279189.1,ENSG00000279189,RP11-861E23.2,chr11,TEC,0,1,0,0
ENSG00000254896.1,ENSG00000254896,OPCML-IT1,chr11,sense_intronic,0,1,0,0
ENSG00000280237.2,ENSG00000280237,MIR4697HG,chr11,TEC,0,1,0,0
ENSG00000149328.14,ENSG00000149328,GLB1L2,chr11,protein_coding,0,0,1,0
ENSG00000109956.12,ENSG00000109956,B3GAT1,chr11,protein_coding,0,1,0,0
ENSG00000255545.7,ENSG00000255545,RP11-627G23.1,chr11,processed_transcript,1,0,0,0
ENSG00000120645.11,ENSG00000120645,IQSEC3,chr12,protein_coding,0,1,0,0
ENSG00000010379.15,ENSG00000010379,SLC6A13,chr12,protein_coding,1,0,0,0
ENSG00000171840.11,ENSG00000171840,NINJ2,chr12,protein_coding,0,0,1,0
ENSG00000177406.4,ENSG00000177406,RP11-218M22.1,chr12,antisense,0,1,1,0
ENSG00000250132.6,ENSG00000250132,RP11-359B12.2,chr12,antisense,0,0,0,1
ENSG00000151062.14,ENSG00000151062,CACNA2D4,chr12,protein_coding,1,0,0,0
ENSG00000235049.1,ENSG00000235049,LINC00940,chr12,lincRNA,1,0,1,0
ENSG00000053702.14,ENSG00000053702,NRIP2,chr12,protein_coding,1,0,0,0
ENSG00000011105.11,ENSG00000011105,TSPAN9,chr12,protein_coding,0,0,0,1
ENSG00000250770.3,ENSG00000250770,RP5-1063M23.3,chr12,transcribed_unprocessed_pseudogene,1,1,1,0
ENSG00000256356.1,ENSG00000256356,HSPA8P5,chr12,processed_pseudogene,1,0,1,0
ENSG00000078237.6,ENSG00000078237,TIGAR,chr12,protein_coding,0,0,1,0
ENSG00000010219.13,ENSG00000010219,DYRK4,chr12,protein_coding,0,0,1,0
ENSG00000139180.10,ENSG00000139180,NDUFA9,chr12,protein_coding,1,0,0,0
ENSG00000010278.12,ENSG00000010278,CD9,chr12,protein_coding,0,0,1,0
ENSG00000067182.7,ENSG00000067182,TNFRSF1A,chr12,protein_coding,0,0,0,1
ENSG00000215039.6,ENSG00000215039,CD27-AS1,chr12,processed_transcript,1,1,1,0
ENSG00000139192.11,ENSG00000139192,TAPBPL,chr12,protein_coding,0,1,0,0
ENSG00000139190.16,ENSG00000139190,VAMP1,chr12,protein_coding,0,1,0,0
ENSG00000139200.13,ENSG00000139200,PIANP,chr12,protein_coding,0,1,0,0
ENSG00000111664.10,ENSG00000111664,GNB3,chr12,protein_coding,1,1,1,0
ENSG00000111665.11,ENSG00000111665,CDCA3,chr12,protein_coding,0,0,1,0
ENSG00000111671.9,ENSG00000111671,SPSB2,chr12,protein_coding,1,1,1,1
ENSG00000240370.6,ENSG00000240370,U47924.6,chr12,transcribed_processed_pseudogene,1,1,0,0
ENSG00000010626.14,ENSG00000010626,LRRC23,chr12,protein_coding,0,1,0,0
ENSG00000248593.3,ENSG00000248593,DSTNP2,chr12,transcribed_unprocessed_pseudogene,1,1,1,0
ENSG00000111674.8,ENSG00000111674,ENO2,chr12,protein_coding,0,1,0,0
ENSG00000111678.10,ENSG00000111678,C12orf57,chr12,protein_coding,1,1,1,0
ENSG00000111679.16,ENSG00000111679,PTPN6,chr12,protein_coding,0,0,1,0
ENSG00000268439.5,ENSG00000268439,RP3-461F17.3,chr12,protein_coding,0,0,1,0
ENSG00000177675.8,ENSG00000177675,CD163L1,chr12,protein_coding,0,0,1,0
ENSG00000255836.1,ENSG00000255836,RP11-157G21.2,chr12,processed_pseudogene,0,1,0,0
ENSG00000177575.12,ENSG00000177575,CD163,chr12,protein_coding,1,0,0,0
ENSG00000111729.12,ENSG00000111729,CLEC4A,chr12,protein_coding,1,1,1,0
ENSG00000275367.1,ENSG00000275367,RP11-266K4.14,chr12,lincRNA,1,1,1,0
ENSG00000171847.10,ENSG00000171847,FAM90A1,chr12,protein_coding,1,1,1,0
ENSG00000254016.2,ENSG00000254016,ALG1L10P,chr12,unprocessed_pseudogene,0,1,1,0
ENSG00000215241.3,ENSG00000215241,RP11-266K4.9,chr12,lincRNA,1,1,1,0
ENSG00000256552.2,ENSG00000256552,RP11-113C12.4,chr12,transcribed_processed_pseudogene,1,0,0,0
ENSG00000197614.10,ENSG00000197614,MFAP5,chr12,protein_coding,1,0,0,0
ENSG00000166532.15,ENSG00000166532,RIMKLB,chr12,protein_coding,0,0,1,0
ENSG00000244131.2,ENSG00000244131,RPSAP51,chr12,processed_pseudogene,0,0,1,0
ENSG00000245105.2,ENSG00000245105,A2M-AS1,chr12,antisense,1,1,1,0
ENSG00000175899.14,ENSG00000175899,A2M,chr12,protein_coding,0,1,1,1
ENSG00000126838.9,ENSG00000126838,PZP,chr12,protein_coding,0,1,0,0
ENSG00000237248.4,ENSG00000237248,LINC00987,chr12,lincRNA,1,1,1,0
ENSG00000111788.10,ENSG00000111788,RP11-22B23.1,chr12,unprocessed_pseudogene,0,0,1,0
ENSG00000256673.1,ENSG00000256673,RP11-599J14.2,chr12,unprocessed_pseudogene,1,1,0,0
ENSG00000214826.5,ENSG00000214826,DDX12P,chr12,unprocessed_pseudogene,0,0,1,0
ENSG00000256594.7,ENSG00000256594,RP11-705C15.2,chr12,transcribed_unprocessed_pseudogene,0,0,1,0
ENSG00000197992.6,ENSG00000197992,CLEC9A,chr12,protein_coding,1,1,1,0
ENSG00000172243.17,ENSG00000172243,CLEC7A,chr12,protein_coding,0,1,1,0
ENSG00000139112.10,ENSG00000139112,GABARAPL1,chr12,protein_coding,0,0,1,0
ENSG00000245648.1,ENSG00000245648,RP11-277P12.20,chr12,antisense,0,0,1,0
ENSG00000255819.7,ENSG00000255819,KLRC4-KLRK1,chr12,protein_coding,0,0,1,0
ENSG00000183542.5,ENSG00000183542,KLRC4,chr12,protein_coding,0,0,1,0
ENSG00000205810.8,ENSG00000205810,KLRC3,chr12,protein_coding,0,0,1,0
ENSG00000205809.9,ENSG00000205809,KLRC2,chr12,protein_coding,0,0,1,0
ENSG00000134545.13,ENSG00000134545,KLRC1,chr12,protein_coding,1,1,1,0
ENSG00000256667.6,ENSG00000256667,KLRA1P,chr12,transcribed_unprocessed_pseudogene,0,1,1,1
ENSG00000111196.9,ENSG00000111196,MAGOHB,chr12,protein_coding,1,1,1,1
ENSG00000231887.6,ENSG00000231887,PRH1,chr12,protein_coding,1,0,0,0
ENSG00000121318.2,ENSG00000121318,TAS2R10,chr12,protein_coding,1,0,1,0
ENSG00000111215.11,ENSG00000111215,PRR4,chr12,protein_coding,1,1,1,0
ENSG00000256682.2,ENSG00000256682,TAS2R12,chr12,transcribed_processed_pseudogene,0,1,0,0
ENSG00000212128.2,ENSG00000212128,TAS2R13,chr12,protein_coding,1,1,1,0
ENSG00000212125.2,ENSG00000212125,TAS2R15P,chr12,processed_pseudogene,0,1,1,0
ENSG00000255837.1,ENSG00000255837,TAS2R20,chr12,protein_coding,0,0,1,0
ENSG00000212124.2,ENSG00000212124,TAS2R19,chr12,protein_coding,1,1,1,0
ENSG00000256274.1,ENSG00000256274,TAS2R64P,chr12,transcribed_processed_pseudogene,0,0,1,0
ENSG00000255374.3,ENSG00000255374,TAS2R43,chr12,protein_coding,0,0,1,0
ENSG00000256537.4,ENSG00000256537,SMIM10L1,chr12,protein_coding,1,0,0,1
ENSG00000275119.1,ENSG00000275119,RP11-711K1.8,chr12,lincRNA,0,1,0,0
ENSG00000121335.11,ENSG00000121335,PRB2,chr12,protein_coding,1,0,0,0
ENSG00000255790.5,ENSG00000255790,RP11-711K1.7,chr12,sense_intronic,1,0,0,0
ENSG00000247157.6,ENSG00000247157,LINC01252,chr12,lincRNA,0,1,1,0
ENSG00000070018.8,ENSG00000070018,LRP6,chr12,protein_coding,1,0,0,0
ENSG00000111261.13,ENSG00000111261,MANSC1,chr12,protein_coding,0,0,1,1
ENSG00000165714.10,ENSG00000165714,BORCS5,chr12,protein_coding,1,1,1,0
ENSG00000255670.1,ENSG00000255670,RP11-253I19.3,chr12,lincRNA,0,1,0,0
ENSG00000111269.2,ENSG00000111269,CREBL2,chr12,protein_coding,0,1,0,0
ENSG00000111276.10,ENSG00000111276,CDKN1B,chr12,protein_coding,0,0,1,0
ENSG00000247498.9,ENSG00000247498,RP11-392P7.6,chr12,antisense,0,1,1,0
ENSG00000183935.5,ENSG00000183935,HTR7P1,chr12,transcribed_processed_pseudogene,1,1,1,0
ENSG00000255621.1,ENSG00000255621,RP11-377D9.3,chr12,lincRNA,1,1,0,0
ENSG00000111305.18,ENSG00000111305,GSG1,chr12,protein_coding,0,1,0,0
ENSG00000121316.10,ENSG00000121316,PLBD1,chr12,protein_coding,1,0,0,0
ENSG00000111348.8,ENSG00000111348,ARHGDIB,chr12,protein_coding,0,1,1,0
ENSG00000139053.2,ENSG00000139053,PDE6H,chr12,protein_coding,0,1,0,0
ENSG00000151490.13,ENSG00000151490,PTPRO,chr12,protein_coding,1,0,0,0
ENSG00000151491.12,ENSG00000151491,EPS8,chr12,protein_coding,1,0,0,0
ENSG00000023734.10,ENSG00000023734,STRAP,chr12,protein_coding,1,1,0,0
ENSG00000008394.12,ENSG00000008394,MGST1,chr12,protein_coding,1,1,1,1
ENSG00000111711.9,ENSG00000111711,GOLT1B,chr12,protein_coding,0,0,1,0
ENSG00000069431.11,ENSG00000069431,ABCC9,chr12,protein_coding,1,1,1,0
ENSG00000111728.10,ENSG00000111728,ST8SIA1,chr12,protein_coding,0,1,0,0
ENSG00000111731.12,ENSG00000111731,C2CD5,chr12,protein_coding,0,1,1,0
ENSG00000134532.15,ENSG00000134532,SOX5,chr12,protein_coding,0,0,1,1
ENSG00000118307.18,ENSG00000118307,CASC1,chr12,protein_coding,0,0,1,0
ENSG00000133703.11,ENSG00000133703,KRAS,chr12,protein_coding,0,1,0,0
ENSG00000152936.10,ENSG00000152936,LMNTD1,chr12,protein_coding,0,1,1,0
ENSG00000246695.7,ENSG00000246695,RASSF8-AS1,chr12,antisense,1,1,1,1
ENSG00000123094.15,ENSG00000123094,RASSF8,chr12,protein_coding,0,0,0,1
ENSG00000256894.1,ENSG00000256894,RP11-283G6.3,chr12,antisense,1,1,1,0
ENSG00000123104.11,ENSG00000123104,ITPR2,chr12,protein_coding,0,0,0,1
ENSG00000064102.14,ENSG00000064102,ASUN,chr12,protein_coding,0,0,0,1
ENSG00000029153.14,ENSG00000029153,ARNTL2,chr12,protein_coding,1,1,0,0
ENSG00000174236.3,ENSG00000174236,REP15,chr12,protein_coding,1,0,0,0
ENSG00000061794.12,ENSG00000061794,MRPS35,chr12,protein_coding,0,1,0,0
ENSG00000123106.10,ENSG00000123106,CCDC91,chr12,protein_coding,1,0,0,0
ENSG00000274315.1,ENSG00000274315,RP11-996F15.5,chr12,antisense,1,0,0,0
ENSG00000087502.17,ENSG00000087502,ERGIC2,chr12,protein_coding,0,0,1,0
ENSG00000187950.8,ENSG00000187950,OVCH1,chr12,protein_coding,1,1,0,0
ENSG00000133687.15,ENSG00000133687,TMTC1,chr12,protein_coding,1,1,0,1
ENSG00000133704.9,ENSG00000133704,IPO8,chr12,protein_coding,1,0,0,0
ENSG00000110900.14,ENSG00000110900,TSPAN11,chr12,protein_coding,1,1,1,0
ENSG00000226472.8,ENSG00000226472,RP11-551L14.4,chr12,transcribed_unprocessed_pseudogene,1,0,1,0
ENSG00000013573.16,ENSG00000013573,DDX11,chr12,protein_coding,1,0,1,0
ENSG00000177359.17,ENSG00000177359,OVOS2,chr12,protein_coding,1,1,1,0
ENSG00000233381.3,ENSG00000233381,AK4P3,chr12,processed_pseudogene,0,0,1,0
ENSG00000276136.1,ENSG00000276136,RP11-50I19.2,chr12,lincRNA,1,0,0,0
ENSG00000274964.1,ENSG00000274964,RP11-817I4.1,chr12,sense_intronic,0,0,1,0
ENSG00000256538.1,ENSG00000256538,RP11-847H18.3,chr12,lincRNA,0,1,0,0
ENSG00000175548.8,ENSG00000175548,ALG10B,chr12,protein_coding,1,0,0,0
ENSG00000139117.13,ENSG00000139117,CPNE8,chr12,protein_coding,1,0,0,0
ENSG00000257237.1,ENSG00000257237,RP11-554L12.2,chr12,unprocessed_pseudogene,1,0,0,0
ENSG00000018236.14,ENSG00000018236,CNTN1,chr12,protein_coding,1,0,0,0
