module,gene_id,gene_name
grey,ENSG00000173262.11,SLC2A14
lightyellow,ENSG00000059804.15,SLC2A3
grey,ENSG00000282080.1,RP11-69M1.8
grey,ENSG00000255581.1,RP11-69M1.4
grey,ENSG00000065970.8,FOXJ2
grey60,ENSG00000171860.4,C3AR1
grey,ENSG00000279865.1,RP11-69M1.6
brown,ENSG00000089818.16,NECAP1
grey,ENSG00000111729.12,CLEC4A
grey,ENSG00000226711.6,FAM66C
grey,ENSG00000276417.1,RP11-266K4.13
grey,ENSG00000275367.1,RP11-266K4.14
grey,ENSG00000171847.10,FAM90A1
grey,ENSG00000254016.2,ALG1L10P
blue,ENSG00000164845.16,FAM86FP
grey,ENSG00000215241.3,RP11-266K4.9
grey,ENSG00000226091.7,LINC00937
grey,ENSG00000256552.2,RP11-113C12.4
grey,ENSG00000256101.5,RP11-90D4.3
grey,ENSG00000277952.1,RP11-90D4.4
grey,ENSG00000197614.10,MFAP5
brown,ENSG00000255829.1,RP11-20D14.3
grey,ENSG00000256004.1,RP11-20D14.4
lightcyan,ENSG00000166532.15,RIMKLB
grey,ENSG00000249790.2,RP11-20D14.6
blue,ENSG00000166535.19,A2ML1
grey,ENSG00000111752.10,PHC1
grey,ENSG00000003056.7,M6PR
grey,ENSG00000139187.9,KLRG1
grey,ENSG00000245105.2,A2M-AS1
grey,ENSG00000175899.14,A2M
grey,ENSG00000256937.1,KRT17P8
blue,ENSG00000126838.9,PZP
grey,ENSG00000231503.4,PTMAP4
grey,ENSG00000237248.4,LINC00987
grey,ENSG00000256427.1,RP11-118B22.4
grey,ENSG00000111788.10,RP11-22B23.1
grey,ENSG00000256673.1,RP11-599J14.2
grey,ENSG00000214826.5,DDX12P
grey,ENSG00000214776.9,RP11-726G1.1
grey,ENSG00000256594.7,RP11-705C15.2
grey,ENSG00000257027.1,RP11-705C15.3
grey,ENSG00000069493.14,CLEC2D
blue,ENSG00000110848.8,CD69
violet,ENSG00000110852.4,CLEC2B
grey,ENSG00000197992.6,CLEC9A
lightyellow,ENSG00000150048.10,CLEC1A
grey60,ENSG00000172243.17,CLEC7A
grey,ENSG00000173391.8,OLR1
saddlebrown,ENSG00000165685.8,TMEM52B
brown,ENSG00000139112.10,GABARAPL1
grey,ENSG00000134539.16,KLRD1
grey,ENSG00000245648.1,RP11-277P12.20
grey,ENSG00000255819.7,KLRC4-KLRK1
grey,ENSG00000183542.5,KLRC4
grey,ENSG00000205810.8,KLRC3
grey,ENSG00000205809.9,KLRC2
grey,ENSG00000134545.13,KLRC1
grey,ENSG00000180574.3,EIF2S3L
grey,ENSG00000256667.6,KLRA1P
grey,ENSG00000111196.9,MAGOHB
brown,ENSG00000060140.8,STYK1
lightyellow,ENSG00000060138.12,YBX3
grey,ENSG00000231887.6,PRH1
grey,ENSG00000121318.2,TAS2R10
grey,ENSG00000256651.1,RP11-144O23.8
grey,ENSG00000111215.11,PRR4
grey,ENSG00000256682.2,TAS2R12
grey,ENSG00000212128.2,TAS2R13
grey,ENSG00000212127.5,TAS2R14
grey,ENSG00000212125.2,TAS2R15P
grey,ENSG00000212126.3,TAS2R50
grey,ENSG00000255837.1,TAS2R20
grey,ENSG00000212124.2,TAS2R19
grey,ENSG00000256436.1,TAS2R31
grey,ENSG00000256019.1,TAS2R63P
grey,ENSG00000226761.3,TAS2R46
grey,ENSG00000256274.1,TAS2R64P
grey,ENSG00000255374.3,TAS2R43
grey,ENSG00000256188.3,TAS2R30
grey,ENSG00000256981.1,TAS2R18
grey,ENSG00000256712.1,RP11-785H5.2
grey,ENSG00000256537.4,SMIM10L1
grey,ENSG00000121335.11,PRB2
brown,ENSG00000255790.5,RP11-711K1.7
green,ENSG00000278654.1,RP11-434C1.4
grey,ENSG00000270863.1,DDX55P1
grey,ENSG00000247157.6,LINC01252
lightyellow,ENSG00000139083.10,ETV6
grey,ENSG00000070018.8,LRP6
grey,ENSG00000111261.13,MANSC1
yellow,ENSG00000205791.3,LOH12CR2
grey,ENSG00000165714.10,BORCS5
turquoise,ENSG00000111266.8,DUSP16
grey,ENSG00000255670.1,RP11-253I19.3
midnightblue,ENSG00000111269.2,CREBL2
grey,ENSG00000275963.1,RP11-180M15.6
brown,ENSG00000183150.7,GPR19
turquoise,ENSG00000111276.10,CDKN1B
grey,ENSG00000275560.1,RP11-180M15.7
lightyellow,ENSG00000178878.12,APOLD1
grey,ENSG00000213782.7,DDX47
grey,ENSG00000013583.8,HEBP1
grey,ENSG00000183935.5,HTR7P1
grey,ENSG00000255621.1,RP11-377D9.3
brown,ENSG00000084444.13,FAM234B
lightyellow,ENSG00000134531.9,EMP1
brown,ENSG00000273079.5,GRIN2B
grey,ENSG00000171681.12,ATF7IP
grey,ENSG00000121316.10,PLBD1
grey,ENSG00000256751.5,PLBD1-AS1
grey,ENSG00000070019.4,GUCY2C
grey,ENSG00000261324.2,RP11-174G6.5
brown,ENSG00000197837.3,HIST4H4
grey,ENSG00000246705.4,H2AFJ
grey,ENSG00000084463.7,WBP11
grey,ENSG00000182993.3,C12orf60
grey,ENSG00000111341.9,MGP
darkturquoise,ENSG00000111348.8,ARHGDIB
brown,ENSG00000134533.6,RERG
grey,ENSG00000256650.1,RERG-IT1
darkorange,ENSG00000151490.13,PTPRO
grey,ENSG00000243916.1,RP11-6K23.1
grey,ENSG00000151491.12,EPS8
lightgreen,ENSG00000023734.10,STRAP
turquoise,ENSG00000023697.12,DERA
yellow,ENSG00000008394.12,MGST1
grey,ENSG00000256238.1,SUPT16HP1
midnightblue,ENSG00000048540.14,LMO3
grey,ENSG00000256211.1,RP11-1018J11.1
grey,ENSG00000213235.3,EEF1A1P16
grey,ENSG00000111404.6,RERGL
brown,ENSG00000052126.14,PLEKHA5
grey,ENSG00000253284.2,RP11-282K24.3
grey,ENSG00000243854.3,RN7SL67P
salmon,ENSG00000139154.14,AEBP2
grey,ENSG00000245205.3,EEF1A1P4
grey,ENSG00000240328.1,RP11-841C19.1
grey,ENSG00000255910.1,RP11-405A12.2
grey,ENSG00000256287.1,RP11-664H17.1
yellow,ENSG00000172572.6,PDE3A
yellow,ENSG00000139155.8,SLCO1C1
turquoise,ENSG00000084453.16,SLCO1A2
turquoise,ENSG00000121350.15,PYROXD1
turquoise,ENSG00000004700.15,RECQL
turquoise,ENSG00000111711.9,GOLT1B
orange,ENSG00000134548.9,SPX
grey,ENSG00000111713.2,GYS2
yellow,ENSG00000111716.12,LDHB
grey,ENSG00000121361.3,KCNJ8
blue,ENSG00000069431.11,ABCC9
salmon,ENSG00000111726.12,CMAS
blue,ENSG00000111728.10,ST8SIA1
pink,ENSG00000111731.12,C2CD5
grey,ENSG00000256973.1,RP11-359J14.2
lightcyan,ENSG00000250166.2,RP11-268P4.5
salmon,ENSG00000139163.15,ETNK1
grey,ENSG00000274885.1,RP11-268P4.6
grey,ENSG00000256995.6,RP11-114G22.1
lightcyan,ENSG00000134532.15,SOX5
grey,ENSG00000255864.5,RP11-444D3.1
yellowgreen,ENSG00000060982.14,BCAT1
grey,ENSG00000278969.1,RP11-662I13.3
grey60,ENSG00000118308.15,LRMP
blue,ENSG00000276842.1,RP11-713N11.6
blue,ENSG00000118307.18,CASC1
grey,ENSG00000205707.10,LYRM5
midnightblue,ENSG00000133703.11,KRAS
grey,ENSG00000274987.1,RP11-295I5.3
blue,ENSG00000152936.10,LMNTD1
grey,ENSG00000246695.7,RASSF8-AS1
orange,ENSG00000123094.15,RASSF8
grey,ENSG00000123095.5,BHLHE41
lightcyan,ENSG00000123096.11,SSPN
grey,ENSG00000256894.1,RP11-283G6.3
grey,ENSG00000256185.1,RP11-612B6.2
yellow,ENSG00000123104.11,ITPR2
turquoise,ENSG00000064102.14,ASUN
pink,ENSG00000111790.13,FGFR1OP2
pink,ENSG00000064115.10,TM7SF3
greenyellow,ENSG00000152944.8,MED21
grey,ENSG00000275764.1,RP11-582E3.6
grey,ENSG00000256625.1,RP11-582E3.4
lightcyan,ENSG00000211455.7,STK38L
brown,ENSG00000029153.14,ARNTL2
black,ENSG00000110841.13,PPFIBP1
grey,ENSG00000248100.2,RP11-709A23.1
grey,ENSG00000174236.3,REP15
magenta,ENSG00000061794.12,MRPS35
salmon,ENSG00000087448.9,KLHL42
grey,ENSG00000087494.15,PTHLH
greenyellow,ENSG00000123106.10,CCDC91
grey,ENSG00000247934.4,RP11-967K21.1
grey,ENSG00000273989.1,RP11-425D17.2
grey,ENSG00000257258.1,RP11-946L16.1
brown,ENSG00000064763.10,FAR2
grey,ENSG00000275476.1,RP11-996F15.4
grey,ENSG00000257176.2,RP11-996F15.2
grey,ENSG00000274315.1,RP11-996F15.5
grey,ENSG00000273680.1,RP11-996F15.6
royalblue,ENSG00000087502.17,ERGIC2
grey,ENSG00000187950.8,OVCH1
darkorange,ENSG00000133687.15,TMTC1
pink,ENSG00000242986.2,RP11-1110J8.1
greenyellow,ENSG00000133704.9,IPO8
pink,ENSG00000110888.17,CAPRIN2
red,ENSG00000235884.3,LINC00941
grey,ENSG00000110900.14,TSPAN11
grey,ENSG00000226472.8,RP11-551L14.4
grey,ENSG00000245614.3,DDX11-AS1
grey,ENSG00000013573.16,DDX11
grey,ENSG00000177359.17,OVOS2
paleturquoise,ENSG00000139146.13,FAM60A
midnightblue,ENSG00000170456.15,DENND5B
grey,ENSG00000275769.1,RP11-771K4.3
grey,ENSG00000225349.2,RP11-820K3.2
grey,ENSG00000233381.3,AK4P3
grey,ENSG00000139160.13,ETFBKMT
grey,ENSG00000151743.10,AMN1
grey,ENSG00000276058.1,STMN1P1
grey,ENSG00000276900.1,RP11-467L13.7
turquoise,ENSG00000188375.4,H3F3C
pink,ENSG00000174718.11,KIAA1551
grey,ENSG00000276136.1,RP11-50I19.2
grey,ENSG00000151746.13,BICD1
grey,ENSG00000277342.1,RP11-843B15.4
grey,ENSG00000274964.1,RP11-817I4.1
grey,ENSG00000276115.1,RP11-817I4.2
yellow,ENSG00000139132.14,FGD4
royalblue,ENSG00000087470.17,DNM1L
grey,ENSG00000276148.1,RP11-278C7.4
black,ENSG00000257511.1,RP11-278C7.1
grey,ENSG00000139131.12,YARS2
grey,ENSG00000274105.1,RP11-278C7.3
grey,ENSG00000275854.1,RP11-278C7.5
darkgrey,ENSG00000057294.14,PKP2
darkgrey,ENSG00000110975.8,SYT10
grey,ENSG00000273853.1,RP11-438D14.3
grey,ENSG00000139133.6,ALG10
grey,ENSG00000175548.8,ALG10B
grey,ENSG00000139117.13,CPNE8
grey,ENSG00000257237.1,RP11-554L12.2
pink,ENSG00000139116.18,KIF21A
yellow,ENSG00000173208.3,ABCD2
brown,ENSG00000151229.12,SLC2A13
grey,ENSG00000229014.3,RPL30P13
brown,ENSG00000225342.2,AC079630.4
brown,ENSG00000188906.14,LRRK2
orange,ENSG00000018236.14,CNTN1
grey,ENSG00000257680.1,RP11-367O10.1
grey,ENSG00000274682.1,RP11-385G16.1
grey,ENSG00000165966.14,PDZRN4
lightcyan,ENSG00000151233.10,GXYLT1
steelblue,ENSG00000015153.14,YAF2
greenyellow,ENSG00000134283.17,PPHLN1
orange,ENSG00000139168.7,ZCRB1
grey,ENSG00000274943.1,RP11-351C21.2
grey,ENSG00000207142.1,Y_RNA
brown,ENSG00000139174.10,PRICKLE1
grey,ENSG00000173157.16,ADAMTS20
grey,ENSG00000129317.14,PUS7L
grey,ENSG00000198001.13,IRAK4
magenta,ENSG00000151239.13,TWF1
turquoise,ENSG00000139173.9,TMEM117
brown,ENSG00000275286.1,RP11-499A10.3
brown,ENSG00000184613.10,NELL2
grey,ENSG00000185610.6,DBX2
grey,ENSG00000134297.6,PLEKHA8P1
lightcyan,ENSG00000177119.15,ANO6
grey,ENSG00000257657.2,RP11-352M15.1
grey,ENSG00000273015.2,RP11-352M15.2
black,ENSG00000189079.15,ARID2
black,ENSG00000139218.17,SCAF11
blue,ENSG00000111371.15,SLC38A1
turquoise,ENSG00000134294.13,SLC38A2
grey,ENSG00000257261.5,RP11-96H19.1
grey,ENSG00000275481.1,RP11-474P2.6
grey,ENSG00000278896.1,RP11-474P2.7
grey,ENSG00000272369.1,RP11-446N19.1
grey,ENSG00000139211.6,AMIGO2
grey,ENSG00000179715.12,PCED1B
grey60,ENSG00000247774.6,PCED1B-AS1
royalblue,ENSG00000005175.9,RPAP3
grey,ENSG00000276390.1,RP1-197B17.5
grey,ENSG00000257433.5,RP1-197B17.3
yellow,ENSG00000111405.8,ENDOU
grey,ENSG00000280054.1,RP1-197B17.7
grey,ENSG00000079337.15,RAPGEF3
turquoise,ENSG00000211584.13,SLC48A1
grey,ENSG00000061273.17,HDAC7
tan,ENSG00000268069.2,RP5-1057I20.4
grey,ENSG00000274737.1,RP5-1057I20.6
darkgrey,ENSG00000134291.11,TMEM106C
magenta,ENSG00000079387.13,SENP1
grey,ENSG00000240399.1,RP1-228P16.1
red,ENSG00000152556.15,PFKM
grey,ENSG00000177981.10,ASB8
grey,ENSG00000177875.4,CCDC184
grey,ENSG00000279875.1,RP11-474C8.7
grey,ENSG00000269514.1,RP11-370I10.12
lightcyan,ENSG00000167528.12,ZNF641
grey,ENSG00000257735.1,RP11-370I10.6
grey,ENSG00000273765.1,RP11-370I10.11
grey,ENSG00000177627.9,C12orf54
turquoise,ENSG00000139620.12,KANSL2
lightcyan,ENSG00000129315.9,CCNT1
grey,ENSG00000174233.11,ADCY6
green,ENSG00000167535.7,CACNB3
grey,ENSG00000174243.9,DDX23
grey,ENSG00000172602.9,RND1
blue,ENSG00000139537.10,CCDC65
purple,ENSG00000134285.10,FKBP11
purple,ENSG00000134287.9,ARF3
green,ENSG00000169884.13,WNT10B
green,ENSG00000181418.7,DDN
red,ENSG00000257913.2,RP11-386G11.5
magenta,ENSG00000181929.11,PRKAG1
white,ENSG00000167548.14,KMT2D
grey,ENSG00000167550.10,RHEBL1
grey,ENSG00000139636.15,LMBR1L
grey,ENSG00000123416.15,TUBA1B
grey,ENSG00000258017.1,RP11-386G11.10
turquoise,ENSG00000167552.13,TUBA1A
grey,ENSG00000167553.14,TUBA1C
grey,ENSG00000258101.2,RP11-977B10.2
turquoise,ENSG00000178401.14,DNAJC22
brown,ENSG00000123352.17,SPATS2
grey,ENSG00000257954.1,RP11-161H23.10
green,ENSG00000135519.6,KCNH3
tan,ENSG00000187778.13,MCRS1
grey,ENSG00000110844.13,PRPF40B
grey,ENSG00000257243.1,RP11-133N21.7
grey60,ENSG00000161791.13,FMNL3
orange,ENSG00000139644.12,TMBIM6
tan,ENSG00000167566.16,NCKAP5L
green,ENSG00000258057.5,BCDIN3D-AS1
grey,ENSG00000186666.5,BCDIN3D
purple,ENSG00000135472.8,FAIM2
grey,ENSG00000257771.5,RP11-70F11.8
grey,ENSG00000161798.6,AQP5
turquoise,ENSG00000086159.12,AQP6
grey,ENSG00000161800.12,RACGAP1
grey,ENSG00000110881.11,ASIC1
grey,ENSG00000066117.14,SMARCD1
turquoise,ENSG00000167588.12,GPD1
grey,ENSG00000178449.8,COX14
grey,ENSG00000272368.2,RP4-605O3.4
grey,ENSG00000139624.12,CERS5
turquoise,ENSG00000050405.13,LIMA1
grey,ENSG00000257298.1,RP3-405J10.3
grey,ENSG00000278842.1,RP3-405J10.5
grey,ENSG00000161813.21,LARP4
turquoise,ENSG00000066084.12,DIP2B
grey,ENSG00000123268.8,ATF1
yellow,ENSG00000185432.11,METTL7A
turquoise,ENSG00000110911.14,SLC11A2
grey,ENSG00000050426.15,LETMD1
brown,ENSG00000110925.6,CSRNP2
turquoise,ENSG00000135457.9,TFCP2
grey,ENSG00000257246.1,PHBP19
grey,ENSG00000200953.1,Y_RNA
green,ENSG00000184271.16,POU6F1
turquoise,ENSG00000278126.1,RP11-454E5.4
turquoise,ENSG00000183283.15,DAZAP2
grey,ENSG00000170545.16,SMAGP
grey60,ENSG00000110934.10,BIN2
turquoise,ENSG00000139629.15,GALNT6
grey,ENSG00000050438.16,SLC4A8
brown,ENSG00000196876.14,SCN8A
grey,ENSG00000260473.2,RP11-923I11.4
grey,ENSG00000139567.12,ACVRL1
brown,ENSG00000135503.12,ACVR1B
red,ENSG00000161835.10,GRASP
darkolivegreen,ENSG00000123358.19,NR4A1
purple,ENSG00000123395.14,ATG101
grey,ENSG00000257829.1,RP11-845M18.6
grey,ENSG00000186081.11,KRT5
grey,ENSG00000063046.17,EIF4B
grey,ENSG00000257475.2,RP11-983P16.2
turquoise,ENSG00000257337.6,RP11-983P16.4
grey,ENSG00000111077.17,TNS2
red,ENSG00000167778.8,SPRYD3
red,ENSG00000167779.7,IGFBP6
grey,ENSG00000139631.18,CSAD
grey,ENSG00000139651.10,ZNF740
grey,ENSG00000139626.15,ITGB7
blue,ENSG00000172819.16,RARG
cyan,ENSG00000182544.8,MFSD5
grey,ENSG00000135476.11,ESPL1
skyblue,ENSG00000123349.13,PFDN5
grey,ENSG00000257605.2,RP11-680A11.5
grey,ENSG00000139637.13,C12orf10
turquoise,ENSG00000094914.12,AAAS
grey,ENSG00000170374.5,SP7
turquoise,ENSG00000185591.9,SP1
grey,ENSG00000205352.10,PRR13
grey,ENSG00000197111.15,PCBP2
grey,ENSG00000282977.1,PCBP2-OT1
grey,ENSG00000139625.12,MAP3K12
grey,ENSG00000270175.1,RP11-793H13.11
grey,ENSG00000139546.10,TARBP2
grey,ENSG00000267281.2,RP11-793H13.10
blue,ENSG00000170653.18,ATF7
grey,ENSG00000135390.17,ATP5G2
grey,ENSG00000012822.15,CALCOCO1
grey,ENSG00000260030.1,RP11-686F15.2
grey,ENSG00000123415.15,SMUG1
grey,ENSG00000250742.2,RP11-834C11.4
grey,ENSG00000094916.14,CBX5
grey,ENSG00000135486.17,HNRNPA1
grey,ENSG00000111481.9,COPZ1
grey,ENSG00000258086.1,RP11-753H16.5
grey,ENSG00000161642.17,ZNF385A
lightyellow,ENSG00000161638.10,ITGA5
grey60,ENSG00000123338.12,NCKAP1L
purple,ENSG00000123360.11,PDE1B
purple,ENSG00000135447.16,PPP1R1A
saddlebrown,ENSG00000135426.15,TESPA1
grey,ENSG00000179899.8,PHC1P1
grey,ENSG00000170439.6,METTL7B
grey,ENSG00000135424.15,ITGA7
grey,ENSG00000258311.5,RP11-644F5.10
grey,ENSG00000135441.7,BLOC1S1
grey,ENSG00000135437.9,RDH5
lightyellow,ENSG00000135404.11,CD63
grey,ENSG00000258056.2,RP11-644F5.11
grey,ENSG00000135414.9,GDF11
grey,ENSG00000205323.8,SARNP
grey,ENSG00000257509.1,RP11-762I7.4
turquoise,ENSG00000123353.9,ORMDL2
cyan,ENSG00000135392.15,DNAJC14
turquoise,ENSG00000182796.13,TMEM198B
grey,ENSG00000170473.16,PYM1
darkorange,ENSG00000065357.19,DGKA
grey,ENSG00000273973.1,RP11-973D8.5
lightyellow,ENSG00000123374.10,CDK2
turquoise,ENSG00000111540.15,RAB5B
grey,ENSG00000237493.3,RP11-603J24.7
grey,ENSG00000139531.12,SUOX
grey,ENSG00000123411.14,IKZF4
grey,ENSG00000197728.9,RPS26
turquoise,ENSG00000065361.14,ERBB3
turquoise,ENSG00000170515.13,PA2G4
skyblue,ENSG00000229117.8,RPL41
grey,ENSG00000135482.6,ZC3H10
blue,ENSG00000139641.12,ESYT1
grey,ENSG00000257809.1,RP11-603J24.14
green,ENSG00000196465.10,MYL6B
turquoise,ENSG00000092841.18,MYL6
grey,ENSG00000258199.1,RP11-977G19.5
grey,ENSG00000139613.11,SMARCC2
red,ENSG00000181852.17,RNF41
green,ENSG00000139579.12,NABP2
grey,ENSG00000139645.9,ANKRD52
yellow,ENSG00000135469.13,COQ10A
sienna3,ENSG00000062485.18,CS
grey,ENSG00000257303.1,RP11-977G19.11
grey,ENSG00000257727.5,CNPY2
grey,ENSG00000135473.14,PAN2
turquoise,ENSG00000170581.13,STAT2
grey,ENSG00000111602.11,TIMELESS
grey,ENSG00000176422.13,SPRYD4
brown,ENSG00000135423.12,GLS2
grey,ENSG00000257576.1,RP11-153M3.1
paleturquoise,ENSG00000076067.11,RBMS2
grey,ENSG00000076108.11,BAZ2A
purple,ENSG00000110955.8,ATP5B
lightgreen,ENSG00000110958.15,PTGES3
grey,ENSG00000241217.3,RN7SL809P
skyblue,ENSG00000196531.10,NACA
grey,ENSG00000198056.13,PRIM1
yellow,ENSG00000025423.11,HSD17B6
grey,ENSG00000170426.1,SDR9C7
grey,ENSG00000139547.7,RDH16
grey,ENSG00000278399.1,RP11-74M13.5
grey,ENSG00000166860.2,ZBTB39
grey,ENSG00000166863.11,TAC3
grey,ENSG00000166866.12,MYO1A
grey,ENSG00000166881.9,NEMP1
red,ENSG00000166886.12,NAB2
red,ENSG00000166888.10,STAT6
grey,ENSG00000123384.13,LRP1
lightgreen,ENSG00000182199.10,SHMT2
grey,ENSG00000185633.10,NDUFA4L2
grey,ENSG00000185482.7,STAC3
grey,ENSG00000179912.20,R3HDM2
grey,ENSG00000123329.17,ARHGAP9
cyan,ENSG00000166986.13,MARS
lightgreen,ENSG00000175197.11,DDIT3
grey,ENSG00000166987.14,MBD6
grey,ENSG00000175203.15,DCTN2
green,ENSG00000155980.11,KIF5A
grey,ENSG00000166908.17,PIP4K2C
green,ENSG00000178498.15,DTX3
grey,ENSG00000240771.6,ARHGEF25
grey,ENSG00000135502.17,SLC26A10
purple,ENSG00000135454.13,B4GALNT1
yellow,ENSG00000135506.15,OS9
grey,ENSG00000257342.1,RP11-571M6.7
green,ENSG00000135439.11,AGAP2
grey,ENSG00000255737.2,AGAP2-AS1
grey,ENSG00000135452.9,TSPAN31
cyan,ENSG00000135446.16,CDK4
green,ENSG00000139266.5,MARCH9
grey,ENSG00000111012.9,CYP27B1
grey,ENSG00000037897.16,METTL1
grey,ENSG00000123427.16,METTL21B
grey,ENSG00000123297.17,TSFM
grey,ENSG00000135407.10,AVIL
grey,ENSG00000270039.1,RP11-571M6.17
grey,ENSG00000175215.10,CTDSP2
blue,ENSG00000257698.1,RP11-620J15.3
brown,ENSG00000166896.7,ATP23
grey,ENSG00000257159.1,RP11-58A17.3
blue,ENSG00000139263.11,LRIG3
salmon,ENSG00000118596.11,SLC16A7
blue,ENSG00000198673.10,FAM19A2
salmon,ENSG00000135655.14,USP15
turquoise,ENSG00000061987.14,MON2
grey,ENSG00000257354.2,RP11-631N16.2
grey,ENSG00000275180.1,RP11-631N16.4
turquoise,ENSG00000111110.11,PPM1H
grey,ENSG00000139239.7,RPL14P1
grey,ENSG00000166148.3,AVPR1A
grey,ENSG00000177990.11,DPY19L2
grey,ENSG00000118600.11,TMEM5
grey,ENSG00000255642.1,PABPC1P4
saddlebrown,ENSG00000196935.8,SRGAP1
grey,ENSG00000256571.1,RP11-274J7.2
grey,ENSG00000174206.12,C12orf66
grey,ENSG00000243024.6,RPS11P6
grey,ENSG00000256293.2,RP11-114F3.2
yellow,ENSG00000184575.11,XPOT
black,ENSG00000183735.9,TBK1
grey,ENSG00000153179.12,RASSF3
magenta,ENSG00000135677.10,GNS
brown,ENSG00000111490.12,TBC1D30
saddlebrown,ENSG00000255693.1,RP11-766N7.3
grey,ENSG00000221564.1,RNU6ATAC42P
yellow,ENSG00000156076.9,WIF1
pink,ENSG00000174106.2,LEMD3
grey,ENSG00000276853.1,RP11-305O6.4
lightcyan,ENSG00000174099.10,MSRB3
grey,ENSG00000250280.2,RP11-305O6.3
turquoise,ENSG00000139233.6,LLPH
grey,ENSG00000239335.4,LLPH-AS1
grey,ENSG00000155957.17,TMBIM4
paleturquoise,ENSG00000090376.9,IRAK3
grey,ENSG00000225422.4,RBMS1P1
grey,ENSG00000127311.9,HELB
brown,ENSG00000155974.11,GRIP1
grey,ENSG00000256420.1,OSBPL9P4
grey,ENSG00000256248.1,RP11-123O10.4
grey,ENSG00000257083.5,RP11-123O10.3
grey,ENSG00000279310.1,RP11-123O10.1
grey,ENSG00000237766.2,GGTA2P
midnightblue,ENSG00000111530.12,CAND1
grey,ENSG00000127334.10,DYRK2
blue,ENSG00000111554.14,MDM1
grey,ENSG00000240087.3,RPSAP12
magenta,ENSG00000127314.17,RAP1B
grey,ENSG00000247363.2,RP11-637A17.2
turquoise,ENSG00000111581.9,NUP107
grey,ENSG00000233560.2,KRT8P39
grey,ENSG00000175782.9,SLC35E3
royalblue,ENSG00000135679.22,MDM2
grey,ENSG00000256325.1,RP11-611O2.1
grey,ENSG00000257181.1,RP11-611O2.5
turquoise,ENSG00000135678.11,CPM
midnightblue,ENSG00000111605.16,CPSF6
grey,ENSG00000257818.1,C1GALT1P1
grey,ENSG00000090382.6,LYZ
grey,ENSG00000127337.6,YEATS4
grey,ENSG00000257507.1,RP11-956E11.1
magenta,ENSG00000166225.8,FRS2
lightgreen,ENSG00000166226.12,CCT2
grey,ENSG00000127325.18,BEST3
grey,ENSG00000127328.21,RAB3IP
grey,ENSG00000166268.10,MYRFL
grey,ENSG00000257815.5,LINC01481
grey,ENSG00000257139.1,RP11-320P7.2
grey,ENSG00000257613.1,LINC01481
black,ENSG00000111596.11,CNOT2
turquoise,ENSG00000135643.4,KCNMB4
grey,ENSG00000258168.5,RP11-588H23.3
grey,ENSG00000127329.15,PTPRB
brown,ENSG00000153233.12,PTPRR
turquoise,ENSG00000127324.8,TSPAN8
turquoise,ENSG00000139292.12,LGR5
black,ENSG00000133858.15,ZFC3H1
lightgreen,ENSG00000173451.6,THAP2
grey,ENSG00000139291.13,TMEM19
magenta,ENSG00000080371.5,RAB21
black,ENSG00000121749.15,TBC1D15
grey,ENSG00000139287.12,TPH2
grey,ENSG00000072657.8,TRHDE
grey,ENSG00000236333.3,TRHDE-AS1
turquoise,ENSG00000251138.6,RP11-81H3.2
grey,ENSG00000257183.1,RP11-274M17.3
grey,ENSG00000253719.3,ATXN7L3B
brown,ENSG00000166006.12,KCNC2
blue,ENSG00000180881.19,CAPS2
grey,ENSG00000273987.1,RP11-585P4.6
grey,ENSG00000180481.10,GLIPR1L2
grey,ENSG00000139278.9,GLIPR1
grey,ENSG00000257497.2,RP11-585P4.5
royalblue,ENSG00000111615.13,KRR1
darkolivegreen,ENSG00000139289.13,PHLDA1
grey,ENSG00000257839.1,RP11-290L1.2
salmon,ENSG00000187109.13,NAP1L1
grey,ENSG00000179941.6,BBS10
brown,ENSG00000091039.16,OSBPL8
grey,ENSG00000257526.2,RP11-20E24.1
grey,ENSG00000243071.1,RP11-613M5.2
turquoise,ENSG00000186908.14,ZDHHC17
blue,ENSG00000175183.9,CSRP2
blue,ENSG00000165891.15,E2F7
blue,ENSG00000067798.14,NAV3
grey,ENSG00000257835.1,RP1-97G4.1
grey,ENSG00000258066.1,RP11-781A6.1
brown,ENSG00000067715.13,SYT1
lightcyan,ENSG00000177425.10,PAWR
greenyellow,ENSG00000058272.16,PPP1R12A
grey,ENSG00000277130.1,RP11-530C5.4
grey,ENSG00000257557.2,RP11-84G21.1
grey,ENSG00000239473.1,RPL7P38
grey,ENSG00000230291.5,RP11-244J10.1
grey,ENSG00000165899.10,OTOGL
darkgrey,ENSG00000139304.12,PTPRQ
darkgrey,ENSG00000111052.7,LIN7A
lightcyan,ENSG00000111058.7,ACSS3
grey,ENSG00000139220.16,PPFIA2
grey,ENSG00000258162.2,RP11-315E17.1
grey,ENSG00000258375.2,RP11-617J18.1
magenta,ENSG00000133773.11,CCDC59
grey,ENSG00000127720.7,METTL25
grey,ENSG00000257875.1,RP11-263K4.1
turquoise,ENSG00000179104.8,TMTC2
grey,ENSG00000072041.16,SLC6A15
grey,ENSG00000231738.10,TSPAN19
blue,ENSG00000133640.18,LRRIQ1
blue,ENSG00000269916.1,RP11-193M21.1
blue,ENSG00000198774.4,RASSF9
blue,ENSG00000133636.10,NTS
yellow,ENSG00000182050.13,MGAT4C
greenyellow,ENSG00000133641.17,C12orf29
black,ENSG00000198707.14,CEP290
