clusterID	N	coord	gene	annotation	FDR
clu_76831_+	3	chr5:80445405-80449591	ZFYVE16	annotated	0.000412
clu_94472_-	4	chr17:3691794-3705426	P2RX5	cryptic	0.000414
clu_16504_-	2	chr8:89978323-89980734	NBN	cryptic	0.000428
clu_25310_-	5	chr5:730468-733752	ZDHHC11B	cryptic	0.000433
clu_55648_-	18	chr2:130034377-130427704	FAR2P2	cryptic	0.000436
clu_165352_+	17	chr17:75588966-75591172	MYO15B	cryptic	0.000437
clu_76502_+	5	chr5:69975852-70473448	RP11-497H16.7	cryptic	0.000445
clu_52972_-	4	chr2:2839025-2894046	.	annotated	0.00045
clu_81778_-	7	chr14:73495387-73502895	HEATR4	cryptic	0.000456
clu_169921_-	9	chr4:9233889-9338909	.	annotated	0.000462
clu_134879_-	12	chr1:39848097-39883318	TRIT1	cryptic	0.000468
clu_155262_+	3	chr14:94096965-94100739	IFI27L1	annotated	0.00047
clu_139120_-	18	chr1:244731405-244875986	.	annotated	0.000473
clu_70355_-	2	chr19:51843315-51860904	ZNF577	cryptic	0.000473
clu_51458_+	3	chr12:123692723-123695220	TCTN2	cryptic	0.000474
clu_130648_+	25	chr19:34390559-34392260	.	annotated	0.000477
clu_133050_-	11	chr1:1304143-1307769	ACAP3	cryptic	0.000493
clu_149194_+	2	chr2:178499254-178501067	PLEKHA3	cryptic	0.000493
clu_186719_+	10	chr7:100148975-100153400	LAMTOR4	cryptic	0.000493
clu_172881_+	10	chr16:533998-546817	CAPN15	cryptic	0.000497
clu_49061_+	5	chr12:21529084-21534980	SPX	cryptic	5e-04
clu_171189_-	21	chr4:108430894-108620308	RPL34-AS1	cryptic	5e-04
clu_45350_-	7	chr9:2665075-2700464	.	annotated	5e-04
clu_131440_+	2	chr19:42315259-42315372	TMEM145	cryptic	0.000503
clu_118140_+	3	chr6:125791067-125815291	NCOA7	annotated	0.000521
clu_89202_+	5	chr3:16810022-17009674	PLCL2	cryptic	0.000522
clu_152603_-	7	chr6:111416472-111482750	REV3L	cryptic	0.000528
clu_33139_-	3	chr16:1772646-1772799	MRPS34	cryptic	0.000536
clu_63136_+	2	chr1:179884769-179889313	TOR1AIP1	annotated	0.000537
clu_115171_?	15	chr1:213051509-213104454	RPS6KC1	cryptic	0.000542
clu_131905_+	4	chr19:47745783-47750178	GLTSCR2	cryptic	0.000545
clu_7674_-	4	chr11:133650674-133653664	.	annotated	0.000589
clu_101192_-	8	chr18:50806786-50819897	MRO	cryptic	0.000595
clu_148356_+	6	chr2:113595515-113596381	WASH2P	cryptic	6e-04
clu_113462_?	18	chr1:120460624-120840350	.	cryptic	0.000605
clu_54939_-	3	chr2:94848154-94853202	ANKRD20A8P	cryptic	0.000621
clu_148614_+	2	chr2:131533069-131533269	CCDC74A	cryptic	0.000624
clu_56179_-	2	chr2:169142793-169145747	LRP2	cryptic	0.000632
clu_22239_-	3	chr3:195308837-195320701	ACAP2	annotated	0.00064
clu_52973_-	10	chr2:2897304-2965814	LINC01250	cryptic	0.000662
clu_77025_+	3	chr5:96902353-96903377	ERAP2	cryptic	0.000676
clu_150443_+	3	chr2:233459891-233460194	DGKD	cryptic	0.000684
clu_150436_+	2	chr2:233390483-233434380	DGKD	cryptic	0.000702
clu_45274_+	3	chr21:46412992-46416069	PCNT	cryptic	0.000711
clu_141367_+	2	chr10:104255271-104259576	GSTO1	cryptic	0.000712
clu_54822_-	8	chr2:93015170-93095131	.	annotated	0.000721
clu_172548_-	2	chr21:40013332-40042371	DSCAM	annotated	0.000724
clu_131532_+	9	chr19:43828281-43835505	ZNF283	cryptic	0.000728
clu_169183_-	3	chr7:152311946-152315138	KMT2C	cryptic	0.000733
clu_97423_-	2	chr17:75899674-75900982	MRPL38	annotated	0.000735
clu_20291_-	6	chr3:62492446-62499162	CADPS	cryptic	0.000751
clu_132998_-	6	chr1:999432-999866	HES4	cryptic	0.000776
clu_50201_+	14	chr12:70278274-70310895	CNOT2	cryptic	0.000778
clu_127283_-	7	chr12:108592397-108623467	TMEM119	cryptic	0.000784
clu_159492_+	12	chr11:124622653-124626904	TBRG1	cryptic	0.000792
clu_538_-	4	chrX:46544611-46545371	ZNF674	cryptic	0.000805
clu_172611_-	19	chr21:42476047-42496815	RSPH1	cryptic	0.00081
clu_132489_+	5	chr19:54435684-54436091	TTYH1	cryptic	0.000819
clu_146906_+	15	chr2:58925909-59014330	LINC01122	cryptic	0.000829
clu_75464_+	3	chr5:1802374-1814339	NDUFS6	cryptic	0.000834
clu_17032_-	7	chr8:132611363-132622611	LRRC6	cryptic	0.000835
clu_44435_+	9	chrY:57208665-57209532	WASH6P	cryptic	0.000846
clu_66163_+	11	chrX:118839775-118845959	LINC01285	cryptic	0.00085
clu_151971_-	4	chr6:61606445-61652255	RP1-240B8.3	cryptic	0.000856
clu_67769_-	5	chr19:9567109-9569002	ZNF121	cryptic	0.000868
clu_4099_-	3	chr22:50060729-50060832	.	annotated	0.000877
clu_48157_-	7	chr9:137366608-137367936	EXD3	cryptic	0.000877
clu_176032_+	3	chr16:88671465-88671813	SNAI3-AS1	cryptic	0.00089
clu_96118_-	4	chr17:42964237-42970289	AARSD1	annotated	0.00089
clu_129938_+	6	chr19:21098910-21116829	ZNF714	cryptic	0.00089
clu_150902_-	14	chr6:5054158-5261227	LYRM4	cryptic	0.000902
clu_85796_?	7	chr8:12145700-12177382	FAM66D	cryptic	0.000902
clu_179833_?	5	chr6:54189914-54202105	MLIP	cryptic	0.000904
clu_95623_-	3	chr17:30773497-30785919	CRLF3	cryptic	0.00091
clu_18805_-	7	chr3:4068745-4410865	SUMF1	cryptic	0.000916
clu_3728_-	4	chr22:39318566-39319727	RPL3	cryptic	0.000938
clu_60928_+	3	chr1:109688737-109689225	GSTM1	annotated	0.00094
clu_91408_+	6	chr3:141386937-141403927	ZBTB38	annotated	0.00094
clu_8300_?	3	chr9:37425994-37426538	GRHPR	cryptic	0.000944
clu_155913_-	11	chrY:2291603-2425197	DHRSX	cryptic	0.000944
clu_124278_+	2	chr8:106706854-106710622	OXR1	cryptic	0.000958
clu_15772_-	6	chr8:27241259-27242397	STMN4	cryptic	0.000958
clu_47191_-	3	chr9:114351021-114355925	AKNA	cryptic	0.000963
clu_49472_+	8	chr12:50401028-50427765	LARP4	annotated	0.000964
clu_69898_-	3	chr19:46681748-46689537	PRKD2	annotated	0.000969
clu_45118_+	30	chr21:44409971-44411059	.	annotated	0.000969
clu_166598_-	7	chr7:26844137-26854137	SKAP2	cryptic	0.000988
clu_157103_+	2	chr11:45183123-45204711	PRDM11	cryptic	0.00099
clu_1459_-	3	chrX:120428626-120441730	LAMP2	annotated	0.000993
clu_119101_+	4	chr4:731110-733672	PCGF3	annotated	0.000997
clu_173616_+	2	chr16:8712905-8713491	ABAT	annotated	0.00101
clu_146680_+	3	chr2:47480871-47512303	MSH2	cryptic	0.00101
clu_154213_+	3	chr14:49725769-49729490	KLHDC1	cryptic	0.00102
clu_61205_+	2	chr1:120805453-120805556	NBPF26	annotated	0.00103
clu_155431_+	5	chr14:100845533-100860691	MEG3	cryptic	0.00103
clu_33053_-	9	chr16:975995-976778	RP11-161M6.2	cryptic	0.00103
clu_151680_-	2	chr6:42188731-42208858	MRPS10	cryptic	0.00104
clu_173902_+	2	chr16:16320178-16326919	AC138969.4	cryptic	0.00106
clu_31161_+	9	chr20:3209033-3213985	ITPA	annotated	0.00107
clu_25540_-	10	chr5:1798947-1801334	MRPL36	cryptic	0.00108
clu_130496_+	10	chr19:27983573-28007502	LLNLF-65H9.1	cryptic	0.0011
clu_98082_?	4	chr5:240476-254393	SDHA	annotated	0.0011
clu_81357_-	2	chr14:50532158-50532448	MAP4K5	annotated	0.00111
clu_68765_-	4	chr19:20341101-20408950	ZNF826P	annotated	0.00111
clu_46334_-	3	chr9:66015977-66020016	RP11-15E1.5	cryptic	0.00111
clu_22274_-	5	chr3:195960086-195965429	SDHAP1	cryptic	0.00112
clu_122727_+	9	chr8:12116325-12145639	FAM66D	cryptic	0.00113
clu_48634_+	9	chr12:6883919-6906409	LRRC23	cryptic	0.00115
clu_174363_+	3	chr16:28688828-28711657	EIF3C	annotated	0.00115
clu_44960_+	2	chr21:42559089-42562078	SLC37A1	cryptic	0.00115
clu_155875_-	22	chrY:1318889-1378322	.	annotated	0.00116
clu_54599_-	6	chr2:86089929-86105700	POLR1A	cryptic	0.00118
clu_61711_+	2	chr1:146855472-146857670	HYDIN2	cryptic	0.0012
clu_50564_+	6	chr12:97561047-97593967	RMST	cryptic	0.00121
clu_5074_-	4	chr11:35317516-35419936	SLC1A2	cryptic	0.00122
clu_46145_-	3	chr9:41162377-41166784	CBWD7	annotated	0.00122
clu_132979_-	3	chr1:768613-774171	RP11-206L10.2	annotated	0.00123
clu_134633_-	6	chr1:33743606-33792423	CSMD2	cryptic	0.00123
clu_61219_+	2	chr1:120824917-120830416	NBPF26	annotated	0.00123
clu_82116_-	3	chr14:89932627-89950097	EFCAB11	cryptic	0.00123
clu_31634_+	3	chr20:30388578-30393551	FRG1BP	cryptic	0.00124
clu_159007_+	10	chr11:109943371-110003995	.	annotated	0.00126
clu_124448_+	4	chr8:125182256-125357219	NSMCE2	cryptic	0.00126
clu_114718_?	2	chr1:180990109-180993363	STX6	cryptic	0.00127
clu_142046_+	3	chr15:25099278-25103859	SNHG14	cryptic	0.00129
clu_156821_+	6	chr11:20402984-20407911	PRMT3	cryptic	0.00132
clu_103865_?	2	chr12:54282138-54282800	HNRNPA1	annotated	0.00132
clu_166547_-	27	chr7:24197029-24555270	AC004485.3	cryptic	0.00132
clu_46905_-	3	chr9:98100164-98118982	TRIM14	annotated	0.00132
clu_24565_-	13	chr10:100983817-100987313	MRPL43	cryptic	0.00134
clu_102713_+	6	chr13:114259398-114262883	CDC16	cryptic	0.00135
clu_90938_+	18	chr3:119498588-119517205	TIMMDC1	cryptic	0.00136
clu_1241_-	5	chrX:103478212-103517374	RAB40A	cryptic	0.00136
clu_36481_?	4	chr10:46795953-46796672	BMS1P1	cryptic	0.00137
clu_186517_+	4	chr7:94907321-94909898	PPP1R9A	annotated	0.00137
clu_161491_?	2	chr16:66742554-66749197	DYNC1LI2	annotated	0.00138
clu_100671_-	3	chr18:9563550-9570157	PPP4R1	cryptic	0.00138
clu_138997_-	2	chr1:235733681-235733830	LYST	cryptic	0.0014
clu_16348_-	3	chr8:71334174-71356462	EYA1	annotated	0.00141
clu_19144_-	3	chr3:19915413-19918232	EFHB	cryptic	0.00142
clu_68124_-	5	chr19:12694722-12701077	FBXW9	cryptic	0.00143
clu_17295_-	10	chr8:143331339-143334740	TOP1MT	cryptic	0.00143
clu_34595_-	4	chr16:56666970-56667966	MT1G	annotated	0.00144
clu_167195_-	4	chr7:66554837-66573389	GS1-124K5.12	cryptic	0.00144
clu_173577_+	7	chr16:7052098-7518147	RBFOX1	cryptic	0.00149
clu_133035_-	3	chr1:1319433-1320456	INTS11	annotated	0.0015
clu_124579_+	6	chr8:141138137-141150834	DENND3	cryptic	0.00151
clu_6552_-	11	chr11:75210407-75215514	CTD-2562J17.4	cryptic	0.00152
clu_128556_+	2	chr19:2208976-2210400	DOT1L	cryptic	0.00153
clu_18382_+	10	chr18:54718139-54879369	RAB27B	cryptic	0.00157
clu_82916_+	5	chr9:19896614-19897016	.	annotated	0.00157
clu_168898_-	2	chr7:140527437-140544618	DENND2A	annotated	0.00158
clu_90366_+	2	chr3:58008856-58077046	FLNB	cryptic	0.0016
clu_33675_-	3	chr16:17259498-17358012	XYLT1	cryptic	0.00161
clu_154561_+	4	chr14:64737375-64738742	PLEKHG3	cryptic	0.00162
clu_44959_+	4	chr21:42554142-42558958	SLC37A1	cryptic	0.00162
clu_143992_+	2	chr15:84982348-85064370	PDE8A	cryptic	0.00166
clu_12363_-	2	chr15:100132152-100133214	ADAMTS17	cryptic	0.00168
clu_132743_+	8	chr19:57491597-57504660	ZNF419	cryptic	0.00168
clu_123741_+	6	chr8:66460465-66496437	C8orf46	annotated	0.0017
clu_134418_-	13	chr1:30878740-30909018	SDC3	cryptic	0.00176
clu_94477_-	4	chr17:3690680-3691644	P2RX5	cryptic	0.00177
clu_84129_+	5	chr9:105299309-105335563	SLC44A1	cryptic	0.0018
clu_120635_+	5	chr4:112706217-113174416	ANK2	cryptic	0.00182
clu_1398_-	6	chrX:115845640-115863543	.	annotated	0.00182
clu_58650_+	4	chr1:22052742-22078429	CDC42	annotated	0.00183
clu_117879_+	18	chr6:109095251-109146758	CEP57L1	cryptic	0.00184
clu_6975_-	2	chr11:107804770-107805369	SLC35F2	cryptic	0.00185
clu_168168_-	10	chr7:102541662-102640204	POLR2J3	cryptic	0.00185
clu_84356_+	26	chr9:117704565-117848065	TLR4	cryptic	0.00185
clu_18564_+	2	chr18:63954557-63960158	HMSD	cryptic	0.00186
clu_80680_-	7	chr14:21023321-21025677	NDRG2	annotated	0.00187
clu_82047_-	2	chr14:81398580-81427102	STON2	cryptic	0.00187
clu_187850_+	5	chr7:151995341-152007827	GALNTL5	cryptic	0.00187
clu_4835_-	3	chr11:17501980-17517401	USH1C	annotated	0.0019
clu_131088_+	3	chr19:38204208-38226003	SIPA1L3	cryptic	0.0019
clu_65857_+	10	chrX:101419000-101487193	ARMCX4	cryptic	0.0019
clu_162545_+	12	chr17:5486420-5488823	MIS12	cryptic	0.00192
clu_169597_-	10	chr4:1058393-1096765	RNF212	cryptic	0.00192
clu_85438_+	13	chr9:136992562-136993093	C9orf142	cryptic	0.00193
clu_136652_-	3	chr1:145378986-145384371	NBPF20	annotated	0.00195
clu_104576_?	4	chr12:99053309-99084925	ANKS1B	cryptic	0.00195
clu_139811_+	32	chr10:30059026-30205549	.	annotated	0.00196
clu_60377_+	5	chr1:74201410-74236102	FPGT-TNNI3K	cryptic	0.00198
clu_50515_+	3	chr12:96194705-96223565	ELK3	annotated	0.00201
clu_78803_+	10	chr5:181310448-181317331	AC138035.2	cryptic	0.00201
clu_16611_-	7	chr8:98212501-98222479	NIPAL2	cryptic	0.00201
clu_53356_-	3	chr2:24820114-24820724	ADCY3	annotated	0.00202
clu_76508_+	3	chr5:70751232-70789208	RP11-589F5.4	cryptic	0.00202
clu_52869_-	8	chr2:219001-229966	SH3YL1	cryptic	0.00204
clu_152745_-	2	chr6:121334431-121334618	TBC1D32	cryptic	0.00204
clu_155089_+	10	chr14:89955970-89966147	TDP1	cryptic	0.00205
clu_55313_-	3	chr2:106163710-106164736	UXS1	cryptic	0.00205
clu_69135_-	8	chr19:35739626-35741024	IGFLR1	cryptic	0.0021
clu_45390_-	7	chr9:4719307-4741972	AK3	cryptic	0.0021
clu_83465_+	5	chr9:65731867-65733514	CBWD5	cryptic	0.0021
clu_101303_-	2	chr18:63391076-63393409	VPS4B	cryptic	0.00214
clu_23549_-	3	chr10:49922419-49932100	PARG	annotated	0.0022
clu_179499_?	4	chr6:36748267-36756245	CPNE5	annotated	0.00222
clu_142492_+	30	chr15:34755221-34824743	RP11-814P5.1	cryptic	0.00225
clu_30538_?	3	chr7:137463611-137465908	DGKI	cryptic	0.00229
clu_58935_+	5	chr1:28236452-28237844	ATPIF1	cryptic	0.00237
clu_19396_-	13	chr3:42569073-42612292	SEC22C	cryptic	0.00239
clu_54898_-	8	chr2:94199639-94202397	.	annotated	0.00242
clu_137667_-	6	chr1:169310080-169367708	NME7	annotated	0.00243
clu_22241_-	5	chr3:195345317-195381009	ACAP2	cryptic	0.00247
clu_65940_+	4	chrX:103408299-103450497	.	annotated	0.00247
clu_135390_-	11	chr1:58527335-58533953	OMA1	cryptic	0.00248
clu_72416_+	2	chr22:46109353-46109764	MIRLET7BHG	annotated	0.00248
clu_119797_+	9	chr4:36308493-36343502	DTHD1	cryptic	0.00248
clu_101696_+	34	chr13:30932776-31020961	TEX26	cryptic	0.00249
clu_34499_-	2	chr16:50368296-50368726	BRD7	cryptic	0.00249
clu_23920_-	2	chr10:72408037-72423234	MICU1	cryptic	0.00253
clu_70910_+	14	chr22:17047426-17097062	CECR7	cryptic	0.00254
clu_116498_+	4	chr6:31961094-31961547	SKIV2L	annotated	0.00259
clu_131202_+	3	chr19:39445965-39457675	SUPT5H	cryptic	0.00261
clu_150987_-	12	chr6:13295360-13320908	TBC1D7	cryptic	0.00261
clu_151610_-	5	chr6:39544693-39578056	KIF6	cryptic	0.0027
clu_62038_+	3	chr1:151563990-151566163	TUFT1	annotated	0.00271
clu_35140_-	12	chr16:72028095-72088987	TXNL4B	cryptic	0.00273
clu_17641_+	2	chr18:3262237-3272884	MYL12B	annotated	0.00273
clu_25352_-	12	chr5:662887-663167	.	annotated	0.00273
clu_57682_+	4	chr1:1054551-1055377	AGRN	cryptic	0.00275
clu_17908_+	3	chr18:14227760-14234687	ANKRD20A5P	cryptic	0.00276
clu_66123_+	2	chrX:115727971-115736995	.	annotated	0.00276
clu_77446_+	3	chr5:134388413-134390225	UBE2B	annotated	0.00277
clu_17034_-	7	chr8:132638107-132656830	LRRC6	cryptic	0.00283
clu_116166_+	7	chr6:15804720-15854422	.	annotated	0.00284
clu_24451_-	5	chr10:97478389-97480982	MMS19	cryptic	0.00286
clu_89613_+	4	chr3:40416073-40422850	ENTPD3	cryptic	0.00286
clu_134466_-	9	chr1:31668855-31671615	COL16A1	cryptic	0.00292
clu_47398_-	4	chr9:124882569-124888253	GOLGA1	cryptic	0.00292
clu_133822_-	4	chr1:16608779-16613500	NBPF1	cryptic	0.00296
clu_132741_+	5	chr19:57435593-57443291	ZNF749	cryptic	0.00296
clu_12069_-	2	chr15:84542284-84546221	UBE2Q2P1	cryptic	0.00302
clu_175827_+	2	chr16:83990630-83994302	NECAB2	annotated	0.00305
clu_12092_-	7	chr15:84643723-84646184	WDR73	cryptic	0.00306
clu_146021_+	7	chr2:24135187-24164198	FAM228B	annotated	0.00306
clu_149633_+	4	chr2:204546119-204686181	PARD3B	cryptic	0.00306
clu_173615_+	8	chr16:8674711-8748108	ABAT	cryptic	0.00307
clu_18242_+	16	chr18:37731387-37772714	.	annotated	0.00313
clu_44467_+	3	chr21:7462991-7467023	CH507-254M2.2	annotated	0.00313
clu_134710_-	3	chr1:35716326-35718707	C1orf216	annotated	0.00315
clu_141050_+	3	chr10:99701058-99702512	ENTPD7	cryptic	0.00315
clu_150335_+	2	chr2:231711419-231711890	PTMA	annotated	0.00315
clu_141545_+	10	chr10:119104197-119107968	FAM45A	cryptic	0.00316
clu_150915_-	18	chr6:6369155-6564295	LY86-AS1	cryptic	0.00317
clu_146163_+	3	chr2:26848254-26898496	DPYSL5	annotated	0.0032
clu_6749_-	7	chr11:85981988-85996826	PICALM	cryptic	0.00322
clu_132643_+	2	chr19:56494342-56495048	ZNF667-AS1	cryptic	0.00323
clu_43_-	27	chrX:1318889-1378693	.	annotated	0.00323
clu_131022_+	2	chr19:37279781-37284830	.	annotated	0.00325
clu_34330_-	4	chr16:30760453-30761198	CCDC189	cryptic	0.00326
clu_97360_-	6	chr17:75514206-75516089	CASKIN2	cryptic	0.00327
clu_60925_+	3	chr1:109657279-109657772	GSTM4	annotated	0.00331
clu_142005_+	5	chr15:22672859-22678197	WHAMMP3	cryptic	0.00335
clu_171156_-	4	chr4:105396334-105399037	PPA2	cryptic	0.00336
clu_35058_-	7	chr16:70860901-70866169	HYDIN	cryptic	0.00346
clu_164558_+	7	chr17:50346230-50353630	XYLT2	cryptic	0.00349
clu_45389_-	3	chr9:4676749-4679387	CDC37L1-AS1	cryptic	0.0035
clu_179895_?	4	chr6:61678947-61681009	RP1-240B8.3	cryptic	0.00354
clu_128091_-	4	chr12:130422561-130428179	RIMBP2	cryptic	0.00356
clu_71078_+	4	chr22:19941897-19961229	COMT	cryptic	0.0037
clu_171098_-	3	chr4:102268079-102304317	SLC39A8	cryptic	0.00372
clu_124707_+	13	chr8:143636145-143649898	ZNF623	cryptic	0.00377
clu_154137_+	19	chr14:39470400-39655504	RP11-111A21.1	cryptic	0.00382
clu_137424_-	4	chr1:156596478-156598227	GPATCH4	annotated	0.00385
clu_171680_-	3	chr4:161759531-161775878	FSTL5	cryptic	0.00386
clu_61116_+	8	chr1:116031581-116035187	SLC22A15	cryptic	0.00388
clu_53085_-	28	chr2:8673307-8702144	ID2-AS1	cryptic	0.00388
clu_127236_-	4	chr12:106240349-106276415	CKAP4	annotated	0.0039
clu_17576_-	2	chr8:144890059-144890308	ZNF250	annotated	0.0039
clu_31728_+	2	chr20:32428422-32429338	ASXL1	cryptic	0.00391
clu_46012_-	14	chr9:39887560-40106358	RP11-204M4.4	cryptic	0.00391
clu_79370_-	7	chr20:25510740-25512834	NINL	cryptic	0.00392
clu_166965_-	31	chr7:45083435-45084396	.	annotated	0.00392
clu_24315_-	17	chr10:93700106-93757481	FRA10AC1	cryptic	0.00398
clu_78800_+	4	chr5:181272059-181283342	CTC-338M12.9	cryptic	0.00401
clu_154041_+	10	chr14:35046628-35078927	FAM177A1	cryptic	0.00404
clu_20111_-	3	chr3:53235174-53240251	TKT	annotated	0.00404
clu_171373_-	6	chr4:122893225-122917501	NUDT6	cryptic	0.00406
clu_164448_+	2	chr17:48048462-48050607	NFE2L1	annotated	0.00409
clu_119587_+	2	chr4:8452028-8452882	TRMT44	cryptic	0.00409
clu_10212_-	6	chr15:20446046-20453351	HERC2P3	cryptic	0.00415
clu_88489_-	3	chr13:95940091-95947037	UGGT2	cryptic	0.00418
clu_56933_-	3	chr2:218562813-218568542	USP37	cryptic	0.00418
clu_129108_+	2	chr19:10107845-10107964	PPAN	cryptic	0.00419
clu_3185_-	3	chr22:29328895-29330378	AP1B1	annotated	0.00425
clu_3307_-	3	chr22:31283288-31289499	PIK3IP1	annotated	0.00426
clu_130915_+	10	chr19:36270465-36298324	.	annotated	0.00429
clu_47503_-	2	chr9:127905302-127905935	.	annotated	0.0043
clu_162710_+	3	chr17:7743142-7757091	DNAH2	cryptic	0.00435
clu_27997_-	13	chr5:179842064-179853378	MRNIP	cryptic	0.00438
clu_55532_-	8	chr2:121407712-121410866	CLASP1	cryptic	0.00441
clu_72593_+	12	chr22:50372150-50393893	PPP6R2	cryptic	0.00441
clu_186738_+	4	chr7:100355240-100358944	PILRB	cryptic	0.00441
clu_24910_-	6	chr10:117473422-117492021	EMX2OS	cryptic	0.00444
clu_154405_+	3	chr14:58453473-58456702	KIAA0586	cryptic	0.00444
clu_65206_+	6	chrX:46450475-46463198	KRBOX4	cryptic	0.00444
clu_126895_-	5	chr12:81369194-81374634	PPFIA2	cryptic	0.00447
clu_40303_?	6	chr2:15478289-15504145	NBAS	cryptic	0.00447
clu_101345_-	6	chr18:70017587-70020615	RTTN	cryptic	0.00449
clu_20130_-	4	chr3:53870145-53871389	ACTR8	cryptic	0.00449
clu_82484_-	3	chr14:102954688-102959631	CDC42BPB	cryptic	0.00452
clu_83108_+	3	chr9:35370396-35375127	UNC13B	annotated	0.00452
clu_82595_-	16	chr14:104942469-104953339	.	annotated	0.00454
clu_95787_-	7	chr17:37284970-37330173	ACACA	cryptic	0.00455
clu_15561_-	3	chr8:19439931-19458426	CSGALNACT1	annotated	0.00455
clu_34277_-	4	chr16:30276167-30277597	SMG1P5	cryptic	0.00459
clu_77073_+	4	chr5:103173972-103177667	PPIP5K2	cryptic	0.00462
clu_142378_+	2	chr15:30477942-30479024	CTD-3092A11.1	cryptic	0.00467
clu_175295_+	7	chr16:67237606-67252542	SLC9A5	cryptic	0.00467
clu_51321_+	2	chr12:121962162-121966959	WDR66	cryptic	0.00472
clu_174664_+	2	chr16:30966386-30966884	SETD1A	cryptic	0.00472
clu_185286_+	3	chr7:35831496-35832804	SEPT7	cryptic	0.00472
clu_51007_+	5	chr12:112917700-112936228	OAS1	cryptic	0.0048
clu_68436_-	5	chr19:16631664-16647120	SMIM7	annotated	0.0048
clu_76493_+	3	chr5:69393500-69400049	RAD17	cryptic	0.0048
clu_154096_+	9	chr14:37285447-37369517	MIPOL1	cryptic	0.00482
clu_18171_+	3	chr18:35005553-35070195	MAPRE2	cryptic	0.00489
clu_168169_-	4	chr7:102567083-102569835	POLR2J3	annotated	0.00491
clu_83143_+	29	chr9:35752802-35790160	RP11-112J3.16	cryptic	0.00491
clu_88385_-	6	chr13:78642213-78659166	RNF219	cryptic	0.00493
clu_117738_+	5	chr6:93666666-93676491	.	annotated	0.00496
clu_185936_+	3	chr7:73013277-73037386	PMS2P7	cryptic	0.00496
clu_53072_-	23	chr2:8299793-8382200	LINC00299	cryptic	0.00504
clu_138181_-	3	chr1:202951164-202958185	ADIPOR1	annotated	0.00509
clu_124251_+	3	chr8:103921784-103931263	RIMS2	annotated	0.00518
clu_155992_-	23	chrY:19480294-19566982	BCORP1	cryptic	0.00521
clu_10358_-	2	chr15:29252478-29381775	FAM189A1	cryptic	0.00522
clu_25316_-	3	chr5:821895-825164	ZDHHC11	annotated	0.00527
clu_70287_-	3	chr19:50686812-50687582	SHANK1	annotated	0.00528
clu_133698_-	3	chr1:11791326-11792278	MTHFR	cryptic	0.0053
clu_49568_+	2	chr12:52009239-52010881	GRASP	annotated	0.0053
clu_58938_+	2	chr1:28271871-28272318	SESN2	cryptic	0.00531
clu_24133_-	4	chr10:79668452-79766271	NUTM2B-AS1	cryptic	0.00531
clu_4255_-	4	chr22:50625464-50625936	ARSA	cryptic	0.00531
clu_49256_+	3	chr12:40346923-40351539	LRRK2	cryptic	0.00532
clu_11419_-	2	chr15:64300723-64356066	CTD-2116N17.1	cryptic	0.00537
clu_133475_-	2	chr1:6637504-6638295	DNAJC11	annotated	0.00538
clu_64360_+	4	chr1:236524061-236525968	LGALS8	cryptic	0.00538
clu_62798_+	2	chr1:161846580-161851722	ATF6	cryptic	0.00542
clu_62997_+	2	chr1:173486401-173499322	PRDX6	cryptic	0.00542
clu_27236_-	6	chr5:139480898-139482210	TMEM173	cryptic	0.00542
clu_136990_-	4	chr1:151140090-151144385	SEMA6C	cryptic	0.00543
clu_90935_+	3	chr3:119469006-119469820	POGLUT1	cryptic	0.00544
clu_171105_-	3	chr4:102690771-102714438	MANBA	annotated	0.00545
clu_77002_+	3	chr5:96722698-96727489	CAST	annotated	0.00545
clu_142343_+	5	chr15:28804905-28808248	PDCD6IPP2	cryptic	0.00549
clu_69739_-	9	chr19:44388102-44397199	ZNF285	cryptic	0.00558
clu_32381_+	4	chr20:49864844-49877981	SLC9A8	cryptic	0.00558
clu_133011_-	21	chr1:1099103-1099870	.	annotated	0.00561
clu_89458_+	3	chr3:37243622-37251395	GOLGA4	cryptic	0.00562
clu_27469_-	2	chr5:150121322-150121880	PDGFRB	cryptic	0.00562
clu_16966_-	2	chr8:125038959-125039795	WASHC5	cryptic	0.00563
clu_159520_+	5	chr11:124802157-124805320	RP11-677M14.7	cryptic	0.00564
clu_80818_-	8	chr14:23016635-23035112	PSMB5	annotated	0.00578
clu_71890_+	2	chr22:37765817-37768074	TRIOBP	cryptic	0.00579
clu_185355_+	5	chr7:39734044-39767404	LINC00265	cryptic	0.00579
clu_66018_+	4	chrX:107206690-107212873	PIH1D3	cryptic	0.00583
clu_136782_-	8	chr1:148595752-148607410	NBPF14	cryptic	0.00584
clu_44917_+	7	chr21:41427866-41432050	MX1	cryptic	0.00589
clu_118192_+	3	chr6:129473352-129478693	LAMA2	annotated	0.00589
clu_10641_-	3	chr15:41056706-41059867	INO80	annotated	0.0059
clu_140859_+	3	chr10:92952382-92954630	EXOC6	cryptic	0.00591
clu_173924_+	3	chr16:16387806-16391891	NPIPA7	cryptic	0.00591
clu_135436_-	6	chr1:60954602-60988645	NFIA-AS2	cryptic	0.00592
clu_132488_+	5	chr19:54431191-54435627	TTYH1	cryptic	0.00594
clu_129902_+	3	chr19:19916655-19933182	ZNF93	annotated	0.00596
clu_183993_?	4	chr3:171101633-171110714	TNIK	annotated	0.00597
