module,gene_id,gene_name
yellow,ENSG00000198917.12,C9orf114
brown,ENSG00000171097.13,KYAT1
tan,ENSG00000136802.11,LRRC8A
magenta,ENSG00000175287.18,PHYHD1
greenyellow,ENSG00000175283.7,DOLK
greenyellow,ENSG00000095319.14,NUP188
brown,ENSG00000267834.1,RP11-167N5.5
black,ENSG00000148341.17,SH3GLB2
darkturquoise,ENSG00000148343.18,FAM73B
grey,ENSG00000167130.17,DOLPP1
blue,ENSG00000095321.16,CRAT
lightyellow,ENSG00000119383.19,PTPA
steelblue,ENSG00000188483.7,IER5L
greenyellow,ENSG00000204055.4,RP11-247A12.2
greenyellow,ENSG00000179082.3,C9orf106
grey,ENSG00000233901.5,LINC01503
grey,ENSG00000204054.13,LINC00963
greenyellow,ENSG00000148335.14,NTMT1
greenyellow,ENSG00000148331.11,ASB6
black,ENSG00000148344.10,PTGES
yellow,ENSG00000136816.15,TOR1B
red,ENSG00000136827.11,TOR1A
red,ENSG00000136819.15,C9orf78
greenyellow,ENSG00000136878.12,USP20
grey,ENSG00000187239.16,FNBP1
tan,ENSG00000148358.19,GPR107
grey,ENSG00000107130.9,NCS1
pink,ENSG00000148357.16,HMCN2
turquoise,ENSG00000130707.17,ASS1
green,ENSG00000107164.15,FUBP3
black,ENSG00000130713.15,EXOSC2
greenyellow,ENSG00000097007.17,ABL1
turquoise,ENSG00000130720.12,FIBCD1
grey,ENSG00000050555.17,LAMC3
grey,ENSG00000126878.12,AIF1L
darkgreen,ENSG00000126883.16,NUP214
brown,ENSG00000126882.12,FAM78A
violet,ENSG00000160539.4,PLPP7
darkorange,ENSG00000130723.17,PRRC2B
darkgreen,ENSG00000231587.1,SNORD62B
pink,ENSG00000176868.2,RP11-334J6.7
pink,ENSG00000130714.15,POMT1
grey,ENSG00000130717.12,UCK1
plum1,ENSG00000107263.18,RAPGEF1
brown,ENSG00000240853.3,RN7SL328P
midnightblue,ENSG00000160563.13,MED27
darkturquoise,ENSG00000196358.10,NTNG2
yellowgreen,ENSG00000107290.13,SETX
lightgreen,ENSG00000125482.12,TTF1
yellow,ENSG00000125485.17,DDX31
royalblue,ENSG00000125484.11,GTF3C4
grey,ENSG00000165695.9,AK8
grey,ENSG00000165698.15,SPACA9
grey,ENSG00000165699.13,TSC1
red,ENSG00000196205.8,EEF1A1P5
brown,ENSG00000148308.17,GTF3C5
yellow,ENSG00000170835.13,CEL
brown,ENSG00000160271.14,RALGDS
blue,ENSG00000148288.11,GBGT1
brown,ENSG00000148296.6,SURF6
violet,ENSG00000148297.15,MED22
grey,ENSG00000148303.16,RPL7A
grey,ENSG00000148290.9,SURF1
grey,ENSG00000148291.9,SURF2
blue,ENSG00000148248.13,SURF4
brown,ENSG00000198870.7,STKLD1
yellow,ENSG00000148300.11,REXO4
brown,ENSG00000160323.18,ADAMTS13
brown,ENSG00000160325.14,CACFD1
brown,ENSG00000160326.13,SLC2A6
pink,ENSG00000197859.9,ADAMTSL2
turquoise,ENSG00000196990.8,FAM163B
grey,ENSG00000225756.1,DBH-AS1
greenyellow,ENSG00000123453.17,SARDH
sienna3,ENSG00000160293.16,VAV2
turquoise,ENSG00000235106.9,LINC00094
turquoise,ENSG00000169925.16,BRD3
brown,ENSG00000196363.9,WDR5
grey,ENSG00000221676.1,RNU6ATAC
turquoise,ENSG00000186350.9,RXRA
darkturquoise,ENSG00000130635.15,COL5A1
darkolivegreen,ENSG00000130558.19,OLFM1
black,ENSG00000233936.1,RP11-399H11.2
blue,ENSG00000225361.3,PPP1R26-AS1
darkturquoise,ENSG00000196422.10,PPP1R26
turquoise,ENSG00000160345.12,C9orf116
greenyellow,ENSG00000122140.10,MRPS2
brown,ENSG00000107147.12,KCNT1
tan,ENSG00000130559.18,CAMSAP1
brown,ENSG00000238058.1,RP11-432J22.2
grey,ENSG00000130560.8,UBAC1
magenta,ENSG00000148411.7,NACC2
brown,ENSG00000238227.7,C9orf69
blue,ENSG00000165661.16,QSOX2
blue,ENSG00000160360.11,GPSM1
brown,ENSG00000213221.4,DNLZ
yellow,ENSG00000187796.13,CARD9
pink,ENSG00000165684.4,SNAPC4
turquoise,ENSG00000165689.16,SDCCAG3
turquoise,ENSG00000165688.11,PMPCA
pink,ENSG00000148384.12,INPP5E
darkorange,ENSG00000148396.18,SEC16A
yellow,ENSG00000196366.3,C9orf163
magenta,ENSG00000148400.9,NOTCH1
darkturquoise,ENSG00000172889.15,EGFL7
steelblue,ENSG00000165716.10,FAM69B
grey,ENSG00000233016.6,SNHG7
brown,ENSG00000244187.7,TMEM141
grey,ENSG00000213213.13,CCDC183
brown,ENSG00000273066.5,RP11-216L13.19
brown,ENSG00000228544.1,CCDC183-AS1
brown,ENSG00000196642.17,RABL6
brown,ENSG00000265806.1,MIR4292
violet,ENSG00000232434.2,C9orf172
black,ENSG00000054148.17,PHPT1
brown,ENSG00000177943.13,MAMDC4
paleturquoise,ENSG00000107223.12,EDF1
brown,ENSG00000127191.17,TRAF2
grey,ENSG00000213590.2,RP11-229P13.2
violet,ENSG00000159069.13,FBXW5
brown,ENSG00000184925.11,LCN12
magenta,ENSG00000107317.11,PTGDS
grey,ENSG00000214402.6,LCNL1
brown,ENSG00000148362.10,C9orf142
pink,ENSG00000107331.16,ABCA2
saddlebrown,ENSG00000180539.7,C9orf139
pink,ENSG00000107281.9,NPDC1
grey,ENSG00000054179.11,ENTPD2
grey,ENSG00000186193.8,SAPCD2
blue,ENSG00000197355.10,UAP1L1
grey,ENSG00000268996.3,MAN1B1-AS1
lightyellow,ENSG00000177239.14,MAN1B1
pink,ENSG00000176978.13,DPP7
brown,ENSG00000176884.14,GRIN1
brown,ENSG00000176248.8,ANAPC2
steelblue,ENSG00000176101.11,SSNA1
black,ENSG00000176058.11,TPRN
grey,ENSG00000187713.6,TMEM203
brown,ENSG00000188566.12,NDOR1
greenyellow,ENSG00000212864.3,RNF208
blue,ENSG00000188229.5,TUBB4B
greenyellow,ENSG00000188986.5,NELFB
grey,ENSG00000198435.3,NRARP
brown,ENSG00000187609.15,EXD3
brown,ENSG00000188747.8,NOXA1
pink,ENSG00000165802.20,NSMF
blue,ENSG00000130653.15,PNPLA7
blue,ENSG00000182154.7,MRPL41
brown,ENSG00000148399.12,DPH7
grey,ENSG00000165724.5,ZMYND19
brown,ENSG00000197070.13,ARRDC1
pink,ENSG00000203993.4,ARRDC1-AS1
brown,ENSG00000181090.18,EHMT1
brown,ENSG00000148408.12,CACNA1B
yellow,ENSG00000229926.1,RP11-424E7.3
yellow,ENSG00000159247.13,TUBBP5
grey,ENSG00000233013.8,FAM157B
lightgreen,ENSG00000015171.18,ZMYND11
blue,ENSG00000151240.16,DIP2C
green,ENSG00000239822.3,RN7SL754P
darkorange,ENSG00000263511.1,MIR5699
green,ENSG00000107929.14,LARP4B
brown,ENSG00000205740.2,RP11-363N22.3
green,ENSG00000107937.18,GTPBP4
purple,ENSG00000232656.7,IDI2-AS1
saddlebrown,ENSG00000067064.10,IDI1
midnightblue,ENSG00000047056.14,WDR37
sienna3,ENSG00000185736.15,ADARB2
grey,ENSG00000273001.1,RP11-118K6.3
black,ENSG00000067057.16,PFKP
salmon,ENSG00000107959.15,PITRM1
grey,ENSG00000229672.2,RP11-184A2.3
pink,ENSG00000228353.1,RP11-184A2.2
lightgreen,ENSG00000067082.14,KLF6
brown,ENSG00000165568.17,AKR1E2
grey,ENSG00000187134.13,AKR1C1
grey,ENSG00000196139.13,AKR1C3
turquoise,ENSG00000173848.18,NET1
salmon,ENSG00000196372.12,ASB13
purple,ENSG00000108021.19,FAM208B
green,ENSG00000057608.16,GDI2
blue,ENSG00000134461.15,ANKRD16
brown,ENSG00000134452.19,FBXO18
turquoise,ENSG00000134470.20,IL15RA
green,ENSG00000134453.15,RBM17
orange,ENSG00000170525.18,PFKFB3
brown,ENSG00000201581.1,RN7SKP78
grey,ENSG00000263628.1,MIR3155A
green,ENSG00000215244.2,RP11-563J2.2
green,ENSG00000212743.2,RP11-563J2.3
black,ENSG00000065675.14,PRKCQ
grey,ENSG00000237943.6,PRKCQ-AS1
blue,ENSG00000198879.11,SFMBT2
blue,ENSG00000235141.1,COX6CP17
grey,ENSG00000123243.14,ITIH5
grey,ENSG00000151657.11,KIN
paleturquoise,ENSG00000165629.19,ATP5C1
purple,ENSG00000165632.7,TAF3
yellow,ENSG00000270111.2,RP11-271F18.4
royalblue,ENSG00000048740.18,CELF2
yellow,ENSG00000231496.1,RP1-251M9.2
turquoise,ENSG00000148429.14,USP6NL
turquoise,ENSG00000148426.12,PROSER2
grey,ENSG00000225778.5,PROSER2-AS1
purple,ENSG00000151461.19,UPF2
grey,ENSG00000181192.11,DHTKD1
blue,ENSG00000065665.20,SEC61A2
purple,ENSG00000165609.12,NUDT5
green,ENSG00000151465.13,CDC123
grey,ENSG00000183049.12,CAMK1D
grey,ENSG00000252438.1,SNORD45
grey,ENSG00000252118.1,RNU6ATAC39P
grey,ENSG00000263584.1,MIR4480
turquoise,ENSG00000151468.10,CCDC3
turquoise,ENSG00000212499.1,RNA5SP300
yellow,ENSG00000225251.1,RPL5P25
grey,ENSG00000123240.16,OPTN
red,ENSG00000107537.13,PHYH
red,ENSG00000086475.14,SEPHS1
blue,ENSG00000165626.16,BEND7
darkred,ENSG00000165630.13,PRPF18
green,ENSG00000239665.8,RP11-295P9.3
black,ENSG00000151474.20,FRMD4A
darkred,ENSG00000065809.13,FAM107B
green,ENSG00000187522.14,HSPA14
yellow,ENSG00000272853.1,RP11-398C13.6
cyan,ENSG00000152455.15,SUV39H2
purple,ENSG00000152457.17,DCLRE1C
magenta,ENSG00000176244.6,ACBD7
grey,ENSG00000176236.6,C10orf111
turquoise,ENSG00000152464.14,RPP38
grey,ENSG00000152465.17,NMT2
black,ENSG00000206448.3,PPIAP30
darkorange,ENSG00000148468.16,FAM171A1
turquoise,ENSG00000077943.7,ITGA8
lightgreen,ENSG00000148481.13,FAM188A
grey,ENSG00000165983.14,PTER
darkgrey,ENSG00000165985.9,C1QL3
grey,ENSG00000148484.17,RSU1
grey,ENSG00000225213.2,RP11-197M22.2
purple,ENSG00000107611.14,CUBN
grey,ENSG00000273153.1,RP11-406H21.2
turquoise,ENSG00000107614.21,TRDMT1
blue,ENSG00000229124.6,VIM-AS1
magenta,ENSG00000026025.14,VIM
grey,ENSG00000148488.15,ST8SIA6
turquoise,ENSG00000165996.13,HACD1
purple,ENSG00000260589.1,STAM-AS1
turquoise,ENSG00000136738.14,STAM
turquoise,ENSG00000260314.2,MRC1
magenta,ENSG00000148482.11,SLC39A12
turquoise,ENSG00000165995.18,CACNB2
black,ENSG00000240291.1,RP11-499P20.2
grey,ENSG00000225527.1,RP11-383B4.4
grey,ENSG00000241058.3,NSUN6
red,ENSG00000165997.4,ARL5B
grey,ENSG00000204740.10,MALRD1
turquoise,ENSG00000120594.16,PLXDC2
darkred,ENSG00000078114.18,NEBL
grey,ENSG00000204683.10,C10orf113
grey,ENSG00000231920.1,NEBL-AS1
yellow,ENSG00000204682.5,CASC10
grey,ENSG00000180592.16,SKIDA1
turquoise,ENSG00000078403.16,MLLT10
turquoise,ENSG00000136770.10,DNAJC1
red,ENSG00000279623.1,RP11-399C16.3
grey,ENSG00000279631.1,RP11-573G6.4
lightcyan,ENSG00000261671.1,RP11-573G6.6
grey,ENSG00000148444.15,COMMD3
purple,ENSG00000168283.13,BMI1
red,ENSG00000150867.13,PIP4K2A
grey,ENSG00000279819.1,RP11-142L16.2
grey,ENSG00000148450.12,MSRB2
grey,ENSG00000229932.3,YWHAZP3
black,ENSG00000179133.12,C10orf67
darkgrey,ENSG00000165312.6,OTUD1
grey,ENSG00000120549.17,KIAA1217
blue,ENSG00000107863.17,ARHGAP21
darkred,ENSG00000099256.18,PRTFDC1
purple,ENSG00000151023.16,ENKUR
purple,ENSG00000185875.12,THNSL1
turquoise,ENSG00000233642.1,GPR158-AS1
turquoise,ENSG00000151025.9,GPR158
turquoise,ENSG00000280809.2,LINC00836
sienna3,ENSG00000136750.11,GAD2
lightcyan,ENSG00000077420.15,APBB1IP
grey,ENSG00000148459.15,PDSS1
grey,ENSG00000234788.1,HSPA8P3
grey,ENSG00000235843.1,RP13-16H11.5
skyblue3,ENSG00000136754.16,ABI1
grey,ENSG00000206605.1,RNU6-946P
cyan,ENSG00000107890.16,ANKRD26
salmon,ENSG00000199855.1,RNU6-490P
green,ENSG00000136758.18,YME1L1
green,ENSG00000120539.14,MASTL
red,ENSG00000107897.18,ACBD5
grey,ENSG00000230445.4,LRRC37A6P
grey,ENSG00000238021.6,ARMC4P1
grey,ENSG00000278830.1,RP11-748L13.7
black,ENSG00000260151.1,RP11-748L13.6
green,ENSG00000099246.16,RAB18
turquoise,ENSG00000150051.13,MKX
grey,ENSG00000169126.15,ARMC4
turquoise,ENSG00000150054.18,MPP7
salmon,ENSG00000254635.5,WAC-AS1
red,ENSG00000095787.21,WAC
grey,ENSG00000095739.10,BAMBI
blue,ENSG00000224597.9,SVIL-AS1
turquoise,ENSG00000197321.14,SVIL
grey,ENSG00000165757.8,KIAA1462
purple,ENSG00000259994.1,RP11-305E6.4
grey,ENSG00000107951.13,MTPAP
midnightblue,ENSG00000107968.9,MAP3K8
turquoise,ENSG00000183621.15,ZNF438
grey,ENSG00000272914.1,RP11-330O11.3
grey,ENSG00000237135.1,DDX10P1
grey60,ENSG00000237036.4,ZEB1-AS1
grey,ENSG00000148516.21,ZEB1
grey,ENSG00000230397.1,SPTLC1P1
green,ENSG00000165322.17,ARHGAP12
yellow,ENSG00000230240.1,RP11-241I20.1
turquoise,ENSG00000170759.10,KIF5B
green,ENSG00000217094.2,PPIAP31
lightgreen,ENSG00000120616.15,EPC1
purple,ENSG00000216937.12,CCDC7
grey,ENSG00000231245.2,C1DP1
grey,ENSG00000150076.23,AL356053.1
turquoise,ENSG00000273038.2,RP11-479G22.8
turquoise,ENSG00000150093.18,ITGB1
grey,ENSG00000229656.6,RP11-462L8.1
turquoise,ENSG00000099250.17,NRP1
grey,ENSG00000244356.3,RN7SL398P
grey,ENSG00000273012.1,RP11-90B22.1
cyan,ENSG00000148498.15,PARD3
black,ENSG00000199200.2,Y_RNA
grey,ENSG00000234167.1,TCEB2P4
yellow,ENSG00000229235.1,RP11-8L18.3
grey,ENSG00000215184.2,RP11-8L18.2
red,ENSG00000108094.14,CUL2
yellow,ENSG00000230534.6,RP11-297A16.2
white,ENSG00000095794.19,CREM
grey,ENSG00000233343.1,ATP6V1G1P4
green,ENSG00000269952.1,RP11-324I22.3
green,ENSG00000108100.17,CCNY
grey,ENSG00000271335.5,RP11-324I22.4
grey,ENSG00000177283.6,FZD8
red,ENSG00000229644.6,NAMPTP1
green,ENSG00000226578.1,RP11-258F22.1
green,ENSG00000225192.1,ZNF33BP1
cyan,ENSG00000198105.12,ZNF248
green,ENSG00000228828.1,RP11-162G10.1
green,ENSG00000175395.15,ZNF25
turquoise,ENSG00000189180.15,ZNF33A
green,ENSG00000075407.18,ZNF37A
salmon,ENSG00000272983.1,RP11-508N22.12
green,ENSG00000224761.4,RP11-508N22.9
grey,ENSG00000226113.1,RP11-672F9.1
grey,ENSG00000099251.14,HSD17B7P2
grey,ENSG00000120555.13,SEPT7P9
blue,ENSG00000276805.2,RP11-291L22.9
grey,ENSG00000228755.1,PABPC1P8
grey,ENSG00000215146.4,RP11-313J2.1
turquoise,ENSG00000182632.15,CCNYL2
turquoise,ENSG00000185904.11,LINC00839
cyan,ENSG00000234420.7,ZNF37BP
blue,ENSG00000196693.14,ZNF33B
grey,ENSG00000165733.7,BMS1
red,ENSG00000165731.17,RET
grey,ENSG00000273008.1,RP11-351D16.3
grey,ENSG00000169826.7,CSGALNACT2
black,ENSG00000198915.11,RASGEF1A
turquoise,ENSG00000169813.16,HNRNPF
grey,ENSG00000230555.2,RP11-517P14.2
turquoise,ENSG00000243660.9,ZNF487
turquoise,ENSG00000236114.1,RP11-517P14.7
yellow,ENSG00000196793.13,ZNF239
grey,ENSG00000198298.12,ZNF485
cyan,ENSG00000169740.13,ZNF32
grey,ENSG00000229116.2,RP11-20J15.3
turquoise,ENSG00000277288.3,C10orf142
blue,ENSG00000107562.16,CXCL12
blue,ENSG00000224812.2,TMEM72-AS1
salmon,ENSG00000234504.2,RP11-285G1.2
grey,ENSG00000273363.1,RP11-285G1.14
blue,ENSG00000107551.20,RASSF4
blue,ENSG00000165507.8,C10orf10
yellow,ENSG00000165511.6,C10orf25
cyan,ENSG00000165512.4,ZNF22
grey,ENSG00000226937.9,CEP164P1
grey,ENSG00000232554.8,RSU1P2
lightcyan,ENSG00000012779.10,ALOX5
red,ENSG00000165406.15,MARCH8
turquoise,ENSG00000172671.19,ZFAND4
grey,ENSG00000230869.1,AGAP10P
grey,ENSG00000237840.6,FAM21FP
grey,ENSG00000172661.17,FAM21C
grey,ENSG00000188234.13,AGAP4
grey,ENSG00000239883.8,PARGP1
green,ENSG00000265354.3,TIMM23
red,ENSG00000266412.5,NCOA4
grey,ENSG00000264204.2,AGAP7P
grey,ENSG00000279058.1,AGAP14P
blue,ENSG00000264230.7,ANXA8L1
grey,ENSG00000204176.13,SYT15
grey,ENSG00000231187.2,RP11-38L15.3
grey,ENSG00000165874.12,FAM35BP
grey,ENSG00000229927.2,RHEBP1
grey,ENSG00000265366.6,GLUD1P7
grey,ENSG00000204177.10,BMS1P1
grey,ENSG00000243289.1,AGAP13P
grey,ENSG00000150175.13,FRMPD2B
turquoise,ENSG00000204179.10,PTPN20
darkturquoise,ENSG00000266524.2,GDF10
yellow,ENSG00000265763.3,ZNF488
grey,ENSG00000204172.12,AGAP9
yellow,ENSG00000254929.6,RP11-144G6.12
grey,ENSG00000251079.6,BMS1P2
grey,ENSG00000226964.1,RHEBP2
grey,ENSG00000265018.6,AGAP12P
grey,ENSG00000270025.2,BMS1P7
grey,ENSG00000278561.1,PTPN20CP
magenta,ENSG00000170324.20,FRMPD2
green,ENSG00000107643.15,MAPK8
black,ENSG00000279822.1,RP11-541M12.6
brown,ENSG00000128805.14,ARHGAP22
grey,ENSG00000248682.1,ARHGAP22-IT1
grey,ENSG00000251413.1,RP11-534L6.5
black,ENSG00000128815.18,WDFY4
lightcyan,ENSG00000283652.1,WDFY4
black,ENSG00000233665.8,RP11-523O18.5
grey,ENSG00000165633.12,VSTM4
lightcyan,ENSG00000204161.13,C10orf128
red,ENSG00000225830.11,ERCC6
turquoise,ENSG00000197444.9,OGDHL
cyan,ENSG00000227345.8,PARG
orange,ENSG00000204152.10,TIMM23B
grey,ENSG00000178440.5,LINC00843
lightyellow,ENSG00000204149.10,AGAP6
darkgrey,ENSG00000235618.7,FAM21EP
grey,ENSG00000099290.15,FAM21A
grey,ENSG00000188611.14,ASAH2
yellow,ENSG00000225137.1,DYNC1I2P1
grey,ENSG00000198964.13,SGMS1
salmon,ENSG00000226200.6,SGMS1-AS1
red,ENSG00000204147.9,ASAH2B
skyblue,ENSG00000185532.15,PRKG1
grey,ENSG00000235279.1,RP11-539E19.2
turquoise,ENSG00000213659.4,RSU1P3
turquoise,ENSG00000177613.8,CSTF2T
turquoise,ENSG00000150275.17,PCDH15
turquoise,ENSG00000252252.1,RNU6-687P
turquoise,ENSG00000221594.1,MIR548F1
grey,ENSG00000236958.1,RP11-264A11.1
grey,ENSG00000236744.2,RP11-168O22.1
grey,ENSG00000122952.16,ZWINT
royalblue,ENSG00000151151.5,IPMK
green,ENSG00000180221.6,TPT1P10
blue,ENSG00000122873.11,CISD1
turquoise,ENSG00000072401.14,UBE2D1
purple,ENSG00000108064.10,TFAM
turquoise,ENSG00000122870.11,BICC1
grey,ENSG00000183055.5,FAM133CP
magenta,ENSG00000237949.1,LINC00844
magenta,ENSG00000165443.11,PHYHIPL
blue,ENSG00000148541.12,FAM13C
green,ENSG00000165449.11,SLC16A9
grey,ENSG00000227877.6,MRLN
midnightblue,ENSG00000108091.10,CCDC6
grey,ENSG00000151150.21,ANK3
red,ENSG00000072422.16,RHOBTB1
green,ENSG00000183346.6,C10orf107
midnightblue,ENSG00000150347.14,ARID5B
cyan,ENSG00000182010.10,RTKN2
midnightblue,ENSG00000138311.15,ZNF365
red,ENSG00000181915.4,ADO
green,ENSG00000122877.14,EGR2
grey,ENSG00000148572.15,NRBF2
green,ENSG00000171988.17,JMJD1C
grey,ENSG00000221063.3,MIR1296
salmon,ENSG00000165476.13,REEP3
grey,ENSG00000183230.16,CTNNA3
grey,ENSG00000198739.10,LRRTM3
grey,ENSG00000225299.1,RP11-344A5.1
blue,ENSG00000108176.14,DNAJC12
blue,ENSG00000239942.2,RN7SL394P
yellow,ENSG00000272892.1,RP11-57G10.8
yellowgreen,ENSG00000096717.11,SIRT1
red,ENSG00000148634.15,HERC4
grey,ENSG00000226318.1,RP11-474D14.2
brown,ENSG00000266467.2,RN7SL220P
grey,ENSG00000236375.3,POU5F1P5
blue,ENSG00000179774.8,ATOH7
salmon,ENSG00000108187.15,PBLD
royalblue,ENSG00000096746.17,HNRNPH3
green,ENSG00000204130.12,RUFY2
yellow,ENSG00000138346.14,DNA2
red,ENSG00000122912.14,SLC25A16
turquoise,ENSG00000138336.8,TET1
grey,ENSG00000213025.2,COX20P1
grey,ENSG00000260400.1,RP11-119F7.5
green,ENSG00000060339.13,CCAR1
grey,ENSG00000221184.1,MIR1254-1
turquoise,ENSG00000165730.14,STOX1
green,ENSG00000107625.12,DDX50
turquoise,ENSG00000165732.12,DDX21
grey,ENSG00000198954.7,KIF1BP
grey,ENSG00000214875.2,MED28P1
green,ENSG00000122862.4,SRGN
red,ENSG00000122958.14,VPS26A
midnightblue,ENSG00000156502.13,SUPV3L1
tan,ENSG00000156515.21,HK1
grey,ENSG00000075073.14,TACR2
turquoise,ENSG00000099282.9,TSPAN15
turquoise,ENSG00000122859.4,NEUROG3
turquoise,ENSG00000236154.1,RP11-343J3.2
turquoise,ENSG00000171224.8,C10orf35
brown,ENSG00000224222.1,RP11-262I2.2
black,ENSG00000099284.13,H2AFY2
black,ENSG00000042286.14,AIFM2
darkturquoise,ENSG00000156521.13,TYSND1
royalblue,ENSG00000079332.14,SAR1A
turquoise,ENSG00000229097.1,CALM2P2
blue,ENSG00000180817.11,PPA1
magenta,ENSG00000148734.7,NPFFR1
grey,ENSG00000172731.13,LRRC20
green,ENSG00000148730.6,EIF4EBP2
salmon,ENSG00000280401.1,RP11-104F15.9
skyblue3,ENSG00000107719.8,PALD1
grey,ENSG00000166224.16,SGPL1
blue,ENSG00000166228.8,PCBD1
brown,ENSG00000107731.12,UNC5B
blue,ENSG00000198246.7,SLC29A3
tan,ENSG00000107736.19,CDH23
darkgrey,ENSG00000107738.19,C10orf54
greenyellow,ENSG00000197746.13,PSAP
darkgrey,ENSG00000122863.5,CHST3
tan,ENSG00000107742.12,SPOCK2
green,ENSG00000138303.17,ASCC1
yellow,ENSG00000166295.8,ANAPC16
yellow,ENSG00000200170.1,Y_RNA
green,ENSG00000168209.4,DDIT4
darkorange,ENSG00000148719.14,DNAJB12
black,ENSG00000107745.17,MICU1
grey,ENSG00000282915.1,RP11-205A8.4
grey,ENSG00000156026.14,MCU
grey,ENSG00000280166.1,RP11-354E23.3
grey,ENSG00000279502.1,RP11-354E23.4
grey,ENSG00000272627.1,RP11-354E23.5
grey,ENSG00000213700.3,RPL17P50
blue,ENSG00000122884.12,P4HA1
brown,ENSG00000272630.1,RP11-344N10.5
grey,ENSG00000166321.13,NUDT13
grey,ENSG00000272599.2,RP11-152N13.16
grey,ENSG00000221164.1,SNORA11
white,ENSG00000122882.10,ECD
green,ENSG00000138286.14,FAM149B1
purple,ENSG00000213551.4,DNAJC9
grey,ENSG00000227382.1,EIF4A2P2
grey,ENSG00000182180.13,MRPS16
grey,ENSG00000227540.1,DNAJC9-AS1
yellow,ENSG00000156042.17,CFAP70
salmon,ENSG00000138279.15,ANXA7
grey,ENSG00000229659.1,RP11-345K20.2
grey,ENSG00000166343.9,MSS51
turquoise,ENSG00000107758.15,PPP3CB
grey,ENSG00000221817.9,PPP3CB-AS1
grey,ENSG00000166348.18,USP54
grey,ENSG00000268584.1,RP11-464F9.20
brown,ENSG00000271848.1,RP11-464F9.21
brown,ENSG00000172650.13,AGAP5
brown,ENSG00000271816.1,BMS1P4
grey,ENSG00000272140.2,RP11-574K11.29
green,ENSG00000242338.6,BMS1P4
grey,ENSG00000250959.2,GLUD1P3
grey,ENSG00000235316.1,DUSP8P5
grey,ENSG00000279088.1,RP11-574K11.24
darkorange,ENSG00000176986.15,SEC24C
grey,ENSG00000279689.1,RP11-574K11.32
lightgreen,ENSG00000196968.10,FUT11
grey,ENSG00000172586.7,CHCHD1
brown,ENSG00000214655.10,ZSWIM8
grey,ENSG00000272916.5,RP11-574K11.31
orange,ENSG00000166507.16,NDST2
salmon,ENSG00000148660.20,CAMK2G
blue,ENSG00000035403.16,VCL
turquoise,ENSG00000185009.12,AP3M1
grey,ENSG00000156110.13,ADK
grey,ENSG00000214629.3,RPSAP6
grey,ENSG00000214626.2,POLR3DP1
yellowgreen,ENSG00000156650.12,KAT6B
red,ENSG00000156671.12,SAMD8
brown,ENSG00000232437.1,RP11-487I5.4
paleturquoise,ENSG00000165637.13,VDAC2
blue,ENSG00000165644.10,COMTD1
greenyellow,ENSG00000236797.1,SPA17P1
steelblue,ENSG00000165655.16,ZNF503
pink,ENSG00000237149.5,ZNF503-AS2
grey,ENSG00000272692.1,RP11-399K21.14
grey,ENSG00000148655.14,C10orf11
midnightblue,ENSG00000156113.21,KCNMA1
grey,ENSG00000228092.1,COX6CP15
black,ENSG00000213513.3,RP13-39P12.2
blue,ENSG00000151208.16,DLG5
blue,ENSG00000233871.2,DLG5-AS1
tan,ENSG00000148606.12,POLR3A
paleturquoise,ENSG00000138326.18,RPS24
brown,ENSG00000282863.1,RP11-90J7.3
blue,ENSG00000230417.11,LINC00856
grey,ENSG00000229543.1,RP11-90J7.2
grey,ENSG00000230229.1,RP11-90J7.4
blue,ENSG00000224596.7,ZMIZ1-AS1
blue,ENSG00000229569.1,RP11-481G8.2
lightyellow,ENSG00000108175.16,ZMIZ1
blue,ENSG00000108179.13,PPIF
magenta,ENSG00000165424.6,ZCCHC24
grey,ENSG00000253626.3,EIF5AL1
grey,ENSG00000185303.15,SFTPA2
grey,ENSG00000219430.2,MBL3P
grey,ENSG00000226676.1,RP11-589B3.6
grey,ENSG00000225484.6,NUTM2B-AS1
grey,ENSG00000272489.1,RP11-182L21.5
darkorange,ENSG00000280355.1,RP11-119F19.5
pink,ENSG00000224886.2,RP11-119F19.4
grey,ENSG00000272447.1,RP11-182L21.6
turquoise,ENSG00000242600.7,MBL1P
darkorange,ENSG00000133661.15,SFTPD
turquoise,ENSG00000273372.1,SFTPD-AS1
grey,ENSG00000280259.1,RP11-479O17.9
grey,ENSG00000230091.6,TMEM254-AS1
yellow,ENSG00000133678.13,TMEM254
black,ENSG00000122359.17,ANXA11
blue,ENSG00000133665.12,DYDC2
red,ENSG00000122378.13,FAM213A
blue,ENSG00000108219.14,TSPAN14
blue,ENSG00000178217.13,SH2D4B
turquoise,ENSG00000185737.12,NRG3
red,ENSG00000207275.1,RNU6-441P
green,ENSG00000165678.20,GHITM
grey,ENSG00000148600.14,CDHR1
blue,ENSG00000148604.13,RGR
lightgreen,ENSG00000107771.15,CCSER2
lightgreen,ENSG00000225423.1,TNPO1P1
grey,ENSG00000279910.1,RP11-113E21.2
purple,ENSG00000280134.1,RP11-113E21.3
red,ENSG00000182771.18,GRID1
green,ENSG00000062650.17,WAPL
grey,ENSG00000227896.2,RP11-77P6.2
blue,ENSG00000122375.11,OPN4
blue,ENSG00000122367.19,LDB3
salmon,ENSG00000272631.1,RP11-359E3.4
turquoise,ENSG00000107779.12,BMPR1A
