""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000511954.5	ENSG00000248671.7	ALG1L9P	processed_transcript	chr11	71794363	71813845	-	1574	0.223784868815394	1.65113863803538	3.89482296317198	0.000134685714523308	0.00871924588192109	0.507059973530814	0.0498864631186648
ENST00000426687.2	ENSG00000162105.17	SHANK2	protein_coding	chr11	70492432	70698769	-	460	1.60550275009583	-3.1953325647306	3.89403327413231	0.000135093418925862	0.00873434416653333	0.399596056897281	0.263363210474262
ENST00000507505.5	ENSG00000188002.10	RP11-43F13.1	transcribed_unprocessed_pseudogene	chr5	1599121	1634002	-	1009	-0.489249142235506	0.217734886337832	-3.89393620588167	0.000135143614563853	0.00873434416653333	0.727814009578916	0.0653340565229476
ENST00000310301.8	ENSG00000006715.15	VPS41	protein_coding	chr7	38722963	38909229	-	5903	-0.122434786275008	6.50943808338543	-3.89287997432263	0.000135690955558963	0.00876243504543968	-0.38837677210451	0.0544416133819023
ENST00000607016.1	ENSG00000272325.1	NUDT3	protein_coding	chr6	34279679	34392674	-	9905	-0.0796769631237076	9.20893179655669	-3.8924787777747	0.000135899407229792	0.00876495991662344	-0.950992082126001	0.118091690832404
ENST00000615671.1	ENSG00000104064.16	GABPB1	protein_coding	chr15	50348936	50355201	-	6266	0.137687857658122	4.00583984109023	3.89237088062005	0.000135955519735664	0.00876495991662344	0.0712401923835273	0.0528144303162938
ENST00000558131.1	ENSG00000108107.13	RPL28	protein_coding	chr19	55386350	55388373	+	444	-0.186794273911206	3.08519559542683	-3.89133575172843	0.000136494962956954	0.00879244686818819	0.243959354186593	0.242990964552978
ENST00000291672.5	ENSG00000160284.14	SPATC1L	protein_coding	chr21	46161161	46184459	-	2303	0.906595846702259	-1.58978031394935	3.89074764794788	0.000136802349618896	0.00880495255204398	0.858616890009215	0.0719989989999272
ENST00000614777.1	ENSG00000274767.1	AC131056.3	antisense	chr17	36187952	36196471	+	393	-1.03050213669769	-1.88669581887158	-3.8900278758136	0.000137179450193489	0.00882192080441997	0.795244077065575	0.0947511376303806
ENST00000460741.1	ENSG00000152413.14	HOMER1	protein_coding	chr5	79375908	79397910	-	755	0.312344473213456	1.57223689282686	3.88707263910014	0.000138738114957418	0.0089085481827503	0.465270410805441	0.0227139091999574
ENST00000429951.5	ENSG00000149292.16	TTC12	protein_coding	chr11	113314579	113324682	+	669	-0.601986955125291	-1.44689443827124	-3.88703957066296	0.000138755650794992	0.0089085481827503	0.853828679644684	0.162369955557843
ENST00000563394.1	ENSG00000260793.2	RP5-882C2.2	antisense	chr17	44221915	44223710	+	1796	0.255328234095043	0.198243093533052	3.88569905843456	0.000139468283826498	0.00894691342203811	0.698825787756284	0.0278077255641627
ENST00000409566.1	ENSG00000152147.10	GEMIN6	protein_coding	chr2	38778210	38781947	+	834	-0.516577071822797	0.034369788967398	-3.88150963482015	0.000141717892871297	0.00908373138560869	0.70734736071026	0.0286812094448735
ENST00000276055.3	ENSG00000147119.3	CHST7	protein_coding	chrX	46573784	46598408	+	2289	0.266330180978081	1.47329158740287	3.88066995107765	0.000142172904190952	0.00910538986890158	0.483575964936251	0.123906124154413
ENST00000512658.1	ENSG00000164306.10	PRIMPOL	protein_coding	chr4	184691368	184694758	+	498	0.610320204512508	-1.40978125085322	3.88002160088862	0.000142525183032201	0.00912043866728696	0.836079346993038	0.0394886629564352
ENST00000562989.1	ENSG00000261710.1	RP11-953B20.1	lincRNA	chr8	142089827	142091619	+	1793	0.660868591222627	-1.20262966224225	3.87760952804344	0.000143843061429925	0.00919720232415847	0.82452416706797	0.158420001085982
ENST00000587086.2	ENSG00000141854.8	MIR1199	protein_coding	chr19	14072774	14075062	+	1535	-1.36743365438249	-0.464171231852429	-3.87730769441013	0.000144008785230412	0.00920023258148276	0.761594886146751	0.113425429400465
ENST00000579700.1	ENSG00000265479.6	DTX2P1-UPK3BP1-PMS2P11	processed_transcript	chr7	76981102	77043775	+	1222	-0.414680832686191	1.04377745458425	-3.87680123280217	0.000144287268531146	0.00921045577035844	0.549635810664029	0.0523437860482075
ENST00000472750.5	ENSG00000162735.18	PEX19	protein_coding	chr1	160276867	160285154	-	3504	-0.313146459752762	3.88180042142051	-3.8761396139872	0.000144651836537749	0.00922615282264967	0.0416767019463435	0.497528881168428
ENST00000556186.5	ENSG00000100461.17	RBM23	protein_coding	chr14	22904246	22905566	-	603	0.719767458614878	-1.65472801240107	3.87546102323396	0.000145026664363276	0.0092404837398289	0.797987380225852	0.0973391622372848
ENST00000586022.5	ENSG00000267023.5	LRRC37A16P	transcribed_unprocessed_pseudogene	chr17	68125777	68152468	-	3725	0.570995095523768	-1.42523985772536	3.87530275075419	0.00014511422053159	0.0092404837398289	0.81995497738058	0.0763719728531491
ENST00000290039.5	ENSG00000158966.13	CACHD1	protein_coding	chr1	64470792	64693058	+	5275	0.177131934901783	4.51313495175029	3.87506450126539	0.000145246114478453	0.00924131374852678	-0.0774325673871834	0.120540859170453
ENST00000510679.1	ENSG00000172062.16	SMN1	protein_coding	chr5	70946089	70953942	+	1045	-1.61739269613506	-0.25481105087395	-3.87342170878711	0.000146158658639585	0.00929177081703006	0.752809746413909	0.0417661341312624
ENST00000280557.10	ENSG00000139726.10	DENR	protein_coding	chr12	122752774	122771064	+	2769	-0.0687298641350309	5.82820745413244	-3.87292090006238	0.000146437929822068	0.00930191915332174	-0.329993435381205	0.0685078561130593
ENST00000474725.5	ENSG00000116406.18	EDEM3	protein_coding	chr1	184720510	184754873	-	1911	0.254647045537458	0.205672076170186	3.87239967022896	0.000146729126275949	0.00930232040845084	0.649154144326733	0.382043278508781
ENST00000374779.3	ENSG00000277556.1	OR13C5	protein_coding	chr9	104598457	104599413	-	957	0.461529556212357	-1.71034766176485	3.87229836177247	0.000146785788194072	0.00930232040845084	0.78563929813818	0.23600130601851
ENST00000395471.7	ENSG00000146733.13	PSPH	protein_coding	chr7	56011068	56051604	-	2178	-0.552093860946449	2.77823610490954	-3.8722123652059	0.000146833902447336	0.00930232040845084	0.243173210115733	0.0439633535485953
ENST00000466916.1	ENSG00000137076.19	TLN1	protein_coding	chr9	35703560	35704193	-	446	1.76600017680571	-2.88435244520363	3.872053504829	0.000146922822656947	0.00930232040845084	0.48644304127694	0.295067873854116
ENST00000292823.6	ENSG00000161217.11	PCYT1A	protein_coding	chr3	196234368	196287713	-	5597	-0.0781452576978994	5.35774299602869	-3.87113146892909	0.000147439930945044	0.00932746511877721	-0.243151657998235	0.0727121490588164
ENST00000479438.6	ENSG00000167393.17	PPP2R3B	protein_coding	chrX	334235	341711	-	1090	1.53625393238111	-3.30241462405897	3.8700450056664	0.000148051471635633	0.00934702589137443	0.196863146605346	0.127989850904701
ENST00000265734.8	ENSG00000105810.9	CDK6	protein_coding	chr7	92604921	92833917	-	11612	0.182791881535561	5.22795088991083	3.86998617690194	0.000148084653334687	0.00934702589137443	-0.226667949724455	0.102551048232157
ENST00000421140.6	ENSG00000223705.9	NSUN5P1	transcribed_unprocessed_pseudogene	chr7	75410368	75416597	+	1535	-0.913765997774573	-1.3722985181513	-3.86994162598185	0.000148109786471682	0.00934702589137443	0.800698784734451	0.0282508730896213
ENST00000331505.5	ENSG00000183246.6	RIMBP3C	protein_coding	chr22	21545357	21550831	-	5475	1.5482786903933	-3.11293591792571	3.86894213098718	0.00014867471061766	0.00936977484033165	0.100893522076563	0.273742989984291
ENST00000555672.1	ENSG00000170345.9	FOS	protein_coding	chr14	75279670	75281157	+	834	1.5064757378234	-2.18387700208423	3.86887755162517	0.000148711281710215	0.00936977484033165	0.717342248893893	0.317426924270968
ENST00000388975.3	ENSG00000154997.8	SEPT14	protein_coding	chr7	55793544	55862789	-	3785	-0.218727936154227	2.20021852825446	-3.86851419906228	0.00014891720628412	0.00937515205553873	0.323762431880684	0.480361245146402
ENST00000441802.6	ENSG00000083857.13	FAT1	protein_coding	chr4	186587783	186723855	-	14786	-0.143000415402982	7.2926325383638	-3.86718682654042	0.000149671776118099	0.00941503284238041	-0.622643697002872	0.0928347751942208
ENST00000539911.5	ENSG00000148482.11	SLC39A12	protein_coding	chr10	17951839	18043292	+	2461	1.95259450528898	-2.89297458894082	3.86593807287672	0.000150384963641141	0.00944503651561103	0.411922764850632	0.0383129062907055
ENST00000430373.1	ENSG00000227811.2	FAM212B-AS1	antisense	chr1	111739841	111747798	+	2131	0.245967637555856	1.14237644919512	3.86592629273388	0.000150391706833781	0.00944503651561103	0.475864655695258	0.244200011003012
ENST00000575743.1	ENSG00000262061.5	RP11-1260E13.4	processed_transcript	chr17	331234	333485	+	2252	0.552458301675098	0.0762167851658047	3.86508213825744	0.000150875665378038	0.00946778287582119	0.636682549083204	0.168030561918332
ENST00000530101.5	ENSG00000172803.17	SNX32	protein_coding	chr11	65833979	65856896	+	2416	0.273084522032212	1.19832496048824	3.86473744786833	0.000151073702790715	0.00947256483224038	0.475409333960963	0.0504545512496435
ENST00000411743.5	ENSG00000163803.12	PLB1	protein_coding	chr2	28601919	28643267	+	1673	1.49158876292993	-2.72709526352484	3.86295611842639	0.000152101078580808	0.00952751755044323	0.441963528544752	0.5212503927516
ENST00000506831.1	ENSG00000204536.13	CCHCR1	protein_coding	chr6	31156853	31157791	-	861	-0.561372017804301	-1.91450998415678	-3.86279349591947	0.000152195199969781	0.00952751755044323	0.706238604140546	0.530770418044703
ENST00000342474.4	ENSG00000167065.13	DUSP18	protein_coding	chr22	30663515	30667885	-	1157	-1.63013472321362	-2.88099115358074	-3.86219335959115	0.000152543020552429	0.00952868442414914	0.0235724752219939	0.500546078800147
ENST00000299866.12	ENSG00000166676.14	TVP23A	protein_coding	chr16	10766676	10818785	-	3360	1.84447506597224	-0.937652278853113	3.86210703544241	0.000152593113360458	0.00952868442414914	0.762081105255688	0.107143979554018
ENST00000320756.6	ENSG00000111196.9	MAGOHB	protein_coding	chr12	10604190	10613623	-	2623	0.177278979070351	1.93001712439728	3.86194973253625	0.00015268443436424	0.00952868442414914	0.337159090600077	0.415278402517977
ENST00000532287.5	ENSG00000148950.9	IMMP1L	protein_coding	chr11	31432401	31509574	-	685	1.99110058840015	-3.83894625525556	3.86191593567314	0.000152704061639741	0.00952868442414914	-0.428955700706724	0.148678007005913
ENST00000369615.5	ENSG00000081026.18	MAGI3	protein_coding	chr1	113390972	113685923	+	6508	-0.123211120188699	6.02354232046288	-3.85763432196432	0.000155210025754002	0.00967728909572866	-0.424504876865043	0.0394898779061678
ENST00000468069.1	ENSG00000136643.11	RPS6KC1	protein_coding	chr1	213129527	213176704	+	784	0.184628465729085	2.72248855746813	3.85580221942773	0.000156294200097793	0.00972628788501205	0.177974458416262	0.284401859206503
ENST00000613921.1	ENSG00000277449.1	CEBPB-AS1	antisense	chr20	50184598	50191498	-	2648	-0.199592416558996	1.47306079199508	-3.8557567546062	0.000156321195701592	0.00972628788501205	0.39599424652571	0.154828115188557
ENST00000607368.1	ENSG00000271743.1	CTD-2541M15.3	lincRNA	chr8	6615604	6617198	-	1595	-0.376765320838613	-0.0938318615516064	-3.85567257964321	0.00015637118786193	0.00972628788501205	0.638468227686944	0.0203178851752364
ENST00000358502.9	ENSG00000128335.13	APOL2	protein_coding	chr22	36226203	36239643	-	2551	-0.241661790892381	5.49889705013787	-3.855377290843	0.000156546682075423	0.00972942008902007	-0.330556288116147	0.110636781424029
ENST00000415513.1	ENSG00000237513.1	RP11-325F22.2	lincRNA	chr7	104941063	104962060	+	685	0.367881494792374	-1.23512322952782	3.8546803157163	0.000156961645040803	0.00974741845201472	0.751699095124461	0.109723487681918
ENST00000581622.1	ENSG00000266644.1	RP11-927P21.2	antisense	chr17	64899766	64900716	+	560	0.598222957918204	-1.20770895521249	3.85404583185887	0.000157340308977383	0.00976313569273065	0.747880444127131	0.127692361899526
ENST00000469258.1	ENSG00000130649.9	CYP2E1	protein_coding	chr10	133537500	133539118	+	732	-0.953653375475905	-0.830017734109874	-3.85297990707915	0.000157978410446838	0.00979491340689126	0.723620652886851	0.0221378276749347
ENST00000251089.6	ENSG00000013523.9	ANGEL1	protein_coding	chr14	76786178	76812940	-	5176	-0.0864414468684758	4.82464779420963	-3.85265303835428	0.000158174577132158	0.00979926165101618	-0.212871178671096	0.249899354156112
ENST00000537114.2	ENSG00000180011.6	ZADH2	protein_coding	chr18	75199457	75205513	-	3205	-0.135728342252233	4.29860514032804	-3.85084725167085	0.000159262469842758	0.00985880336805289	-0.127580600933789	0.513710425746941
ENST00000492389.5	ENSG00000106477.18	CEP41	protein_coding	chr7	130400780	130426730	-	689	-1.69667491583551	-3.09472333232122	-3.84939254061298	0.000160144013834728	0.0099054869336914	0.208121475613927	0.243288785764053
ENST00000489118.1	ENSG00000168038.10	ULK4	protein_coding	chr3	41246599	41278151	-	1028	-0.396883898396655	-1.55272639205084	-3.84804479957098	0.000160964862020966	0.0099483450096424	0.714977182691318	0.396598287399707
ENST00000447496.6	ENSG00000114805.16	PLCH1	protein_coding	chr3	155479882	155676039	-	6196	-0.252895566191637	5.09559777999368	-3.8475735600037	0.000161252812869645	0.00995822573519848	-0.297284017239451	0.136675766352731
ENST00000281282.5	ENSG00000128849.10	CGNL1	protein_coding	chr15	57376505	57550727	+	7224	0.149544950299794	5.43200454008864	3.84645710357505	0.000161936973895218	0.00999253946059778	-0.346497787500724	0.137783294401002
ENST00000566445.5	ENSG00000065457.10	ADAT1	protein_coding	chr16	75599100	75622466	-	2768	-0.125102710906759	3.38293974665629	-3.84457268954372	0.000163097983838371	0.0100562000344435	0.0192670959851062	0.0864623407038411
ENST00000256545.8	ENSG00000134153.9	EMC7	protein_coding	chr15	34084017	34101948	-	1155	-0.0895033083149342	4.39447597170953	-3.84412565471614	0.0001633745631418	0.0100652712236727	-0.17317118659594	0.0291336658166848
ENST00000556948.1	ENSG00000258590.5	NBEAP1	transcribed_unprocessed_pseudogene	chr15	20664725	20671271	-	3036	-0.256732269996181	1.73908141950364	-3.8425253769822	0.00016436830026413	0.0101184761247317	0.309119728351391	0.652744170864154
ENST00000473053.5	ENSG00000152969.17	JAKMIP1	protein_coding	chr4	6053757	6200555	-	2605	-1.06988484818818	-0.65802404572941	-3.84142742770721	0.000165053414088275	0.0101526130896862	0.647612550648521	0.244742591287973
ENST00000555242.1	ENSG00000170345.9	FOS	protein_coding	chr14	75278977	75280789	+	629	0.980399362600859	-1.4919997290447	3.83769476578508	0.000167402874610452	0.0102889909098519	0.695656924082315	0.0488499022336621
ENST00000555279.5	ENSG00000165379.13	LRFN5	protein_coding	chr14	41608269	41766962	+	582	1.00465888111073	-0.394012441485996	3.83717544057604	0.000167732256224554	0.010301092355023	0.603146028607802	0.27150795331147
ENST00000455308.6	ENSG00000215512.9	AP005901.1	transcribed_unprocessed_pseudogene	chr18	15313556	15330263	-	2487	0.52886258146958	1.53016965567505	3.83626552905443	0.000168310848511199	0.0103271677766073	0.309937225694356	0.0738613896351413
ENST00000370575.4	ENSG00000119943.11	PYROXD2	protein_coding	chr10	98383565	98415184	-	2028	-0.372906253419946	0.758089426097605	-3.83608664357571	0.000168424820063823	0.0103271677766073	0.448091033940831	0.417252032117655
ENST00000515655.5	ENSG00000118777.10	ABCG2	protein_coding	chr4	88090264	88231322	-	4276	1.2875815025754	-0.872104133026896	3.83588196108213	0.000168555317151314	0.0103271677766073	0.655740991815253	0.490415218022592
ENST00000630388.2	ENSG00000280870.2	MIR325HG	lincRNA	chrX	76657798	77014532	-	1043	0.430020742420059	-1.16617506615761	3.83497195696891	0.000169136659208505	0.0103485177651328	0.679206607757424	0.197452345750088
ENST00000434974.1	ENSG00000230417.11	LINC00856	lincRNA	chr10	78248748	78252645	+	2692	0.231188200724897	1.0167532862524	3.83486600326267	0.000169204469478922	0.0103485177651328	0.398229745289737	0.108928375974055
ENST00000391611.6	ENSG00000126773.12	PCNX4	protein_coding	chr14	60091919	60111157	+	4073	0.226439632828236	2.79679685893364	3.83471199333409	0.000169303081636643	0.0103485177651328	0.0851558936744468	0.526726277498762
ENST00000492686.1	ENSG00000234545.7	FAM133B	protein_coding	chr7	92578319	92581806	-	455	-0.614568763645641	-1.78227666887565	-3.83399126762074	0.000169765284807698	0.01036861814124	0.629963093222231	0.0711700528916933
ENST00000304883.2	ENSG00000169836.4	TACR3	protein_coding	chr4	103586031	103719816	-	5190	-0.392994273824203	0.29329057030892	-3.83349103992484	0.000170086784883664	0.0103801000978845	0.505424443625723	0.0284840303457764
ENST00000298223.10	ENSG00000165457.13	FOLR2	protein_coding	chr11	72216763	72221945	+	1138	0.55137121026127	-0.0507142396297276	3.83322747281298	0.000170256413478966	0.0103823028611683	0.517868511211415	0.133777246522551
ENST00000617298.1	ENSG00000275830.1	RP11-403A3.3	lincRNA	chr13	110036197	110057286	-	936	0.461733194953219	-0.390162935425756	3.83183938176101	0.000171152421073169	0.0104287623341998	0.594648314379112	0.100852709192066
ENST00000373367.7	ENSG00000102383.13	ZDHHC15	protein_coding	chrX	75368427	75523255	-	5796	0.123852380435363	3.23095037745124	3.83135962579856	0.000171463139638283	0.0104395137876871	-0.00785858805097206	0.0937164324736237
ENST00000614790.4	ENSG00000273559.4	CWC25	protein_coding	chr17	38800434	38825481	-	3234	-0.0847139471528324	4.05979153689835	-3.82950896940439	0.000172666751003321	0.0105045695543883	-0.160905960984697	0.161261480639786
ENST00000379310.7	ENSG00000102763.16	VWA8	protein_coding	chr13	41566837	41961084	-	7147	-0.104817261352574	5.09636693624378	-3.82862332744557	0.000173245574596988	0.0105315429436402	-0.351225090119685	0.0302473243401832
ENST00000359481.8	ENSG00000125551.18	PLGLB2	protein_coding	chr2	87748087	87757633	+	1173	-2.41472430812158	-3.26929984132911	-3.82814195082106	0.000173560955838325	0.0105424721222108	-0.0741891547512141	0.0593127889478137
ENST00000379463.6	ENSG00000159593.14	NAE1	protein_coding	chr16	66802880	66830976	-	1909	-2.23163072944279	-1.86960907324106	-3.82778411373871	0.00017379575072845	0.010548493067242	0.592154920211739	0.0455418960712505
ENST00000265346.11	ENSG00000122515.14	ZMIZ2	protein_coding	chr7	44756205	44768536	+	3643	2.39067128088973	-2.071470353683	3.82678977712551	0.000174449766244992	0.0105799292710984	0.641817192578768	0.061666141179843
ENST00000616987.4	ENSG00000277399.4	GPR179	protein_coding	chr17	38325610	38343810	-	7980	0.256460459086084	3.29042605973818	3.82442906163535	0.00017601185852616	0.0106663460642314	-0.0473286836525286	0.0270148293104245
ENST00000551077.1	ENSG00000224078.12	SNHG14	processed_transcript	chr15	25064771	25074051	+	638	-0.284402002473913	0.996801270117584	-3.82419615395742	0.000176166690494845	0.0106674144750578	0.365196665650749	0.0309593994739833
ENST00000395336.7	ENSG00000110514.19	MADD	protein_coding	chr11	47270148	47330031	+	5942	-0.146994045523596	6.60896284841562	-3.82366592389843	0.000176519657406873	0.0106804695434898	-0.655610660245798	0.0575744722928511
ENST00000367278.7	ENSG00000133067.17	LGR6	protein_coding	chr1	202193901	202319781	+	3567	-1.57477981965712	-3.65900681158701	-3.82285905774736	0.000177058063172526	0.0107047157166904	0.158294497501167	0.0395454222248266
ENST00000369162.6	ENSG00000112249.13	ASCC3	protein_coding	chr6	100508194	100881364	-	8146	0.107740033228847	5.2296343578426	3.82162857265596	0.000177882138258416	0.0107461820121148	-0.401389720128125	0.483386340538154
ENST00000624968.1	ENSG00000279720.1	bP-2171C21.6	processed_pseudogene	chr21	9082601	9083101	-	501	0.696370322079458	0.793230683684646	3.81930524655562	0.000179448024335413	0.0108323632702472	0.376281909200294	0.293022340808536
ENST00000302907.8	ENSG00000170889.13	RPS9	protein_coding	chr19	54200742	54207647	+	829	-0.40312393370669	4.28702460990667	-3.81863767097631	0.000179900369815454	0.010851244183981	-0.261635190553771	0.245594812719014
ENST00000533390.5	ENSG00000255545.7	RP11-627G23.1	processed_transcript	chr11	134436735	134505040	+	1863	1.01827153868722	-1.37810956643257	3.81755148081227	0.000180638675768518	0.0108873310395367	0.627989182467542	0.0429549142439662
ENST00000546120.2	ENSG00000150991.14	UBC	protein_coding	chr12	124911704	124914601	-	718	0.935684109825	4.17746779714701	3.81688315055983	0.000181094379215894	0.0109063423578898	-0.245135785809056	0.061662604881307
ENST00000346436.10	ENSG00000011021.21	CLCN6	protein_coding	chr1	11806211	11843144	+	5583	-0.0836626288003406	5.83788380319367	-3.81619610798467	0.000181563976876673	0.0109261603731899	-0.531169711559204	0.0733262639177216
ENST00000626758.1	ENSG00000177565.16	TBL1XR1	protein_coding	chr3	177025345	177034230	-	355	2.09587741907877	-3.78406703958543	3.81596521887943	0.000181722049761041	0.0109272152891886	0.0127376775657861	0.0913510725154341
ENST00000602981.1	ENSG00000270074.1	RP11-351I21.11	lincRNA	chr8	12412827	12414373	+	1547	0.255924709531047	3.88057691602124	3.81329113009876	0.00018356232715564	0.0110293438457118	-0.187880581011763	0.0534600379231354
ENST00000474018.1	ENSG00000184465.15	WDR27	protein_coding	chr6	169672322	169702048	-	951	0.185859558609399	1.3468624338188	3.81260306980821	0.000184038690140092	0.0110464246339133	0.26334606175564	0.0420258801874036
ENST00000308677.8	ENSG00000072062.13	PRKACA	protein_coding	chr19	14091688	14117744	-	2677	-0.163918906665208	4.08936513938257	-3.8124702832661	0.000184130756598736	0.0110464246339133	-0.227004792840141	0.0643726956609669
ENST00000539785.5	ENSG00000186111.9	PIP5K1C	protein_coding	chr19	3632876	3700465	-	2289	-1.29385781947135	-2.57505493524902	-3.81221803867664	0.000184305768480231	0.0110483989971765	0.398712348706402	0.0456136528206146
ENST00000635495.1	ENSG00000282943.1	CTC-490G23.6	antisense	chr19	42977463	43171515	+	1833	-0.330819921249699	1.01956248527706	-3.81188851911968	0.000184534632516586	0.0110535960540559	0.317132201813695	0.196887270914605
ENST00000316364.9	ENSG00000137872.16	SEMA6D	protein_coding	chr15	47718489	47774223	+	6099	-2.90792950427073	-1.08974097372913	-3.81139953186583	0.000184874749208178	0.0110654439961015	0.523009447365753	0.330817708427342
ENST00000429381.5	ENSG00000112763.15	BTN2A1	protein_coding	chr6	26457961	26469637	+	3113	-0.433081438146388	2.41533438419712	-3.81047522163586	0.000185519278873557	0.0110954799480146	0.0813568054347087	0.418136599891509
ENST00000374586.7	ENSG00000106771.12	TMEM245	protein_coding	chr9	109015152	109119945	-	7980	-0.0905651835263736	7.15613821182437	-3.80990688834106	0.000185916638750044	0.0111044391748002	-0.807751432220542	0.101200758048213
ENST00000614237.1	ENSG00000277957.1	SENP3-EIF4A1	protein_coding	chr17	7563287	7578715	+	3519	1.40883927409938	-2.26642713426441	3.80967064500237	0.000186082049372285	0.0111044391748002	0.42560054656666	0.448394552675029
ENST00000495265.5	ENSG00000028310.17	BRD9	protein_coding	chr5	863741	892800	-	2843	0.257914890672745	2.91156877058294	3.8096485217514	0.000186097546556459	0.0111044391748002	-0.0378935080020453	0.218736345483892
ENST00000053468.3	ENSG00000048544.5	MRPS10	protein_coding	chr6	42206801	42217865	-	2110	-0.094502146491876	4.96069506008003	-3.80932348222612	0.000186325375461051	0.0111095076243073	-0.399646429191799	0.192702252077262
ENST00000025301.3	ENSG00000023516.8	AKAP11	protein_coding	chr13	42272153	42323267	+	9920	-0.0965476454788729	9.08423636623474	-3.80899524523747	0.000186555713630151	0.0111147178044017	-1.22532563023858	0.304625013945936
ENST00000402412.5	ENSG00000179912.20	R3HDM2	protein_coding	chr12	57253765	57431005	-	4372	-0.141673567289301	4.79187601224838	-3.80820197900585	0.000187113497062992	0.0111394137799752	-0.369443951841632	0.118516637117512
ENST00000326793.10	ENSG00000114331.13	ACAP2	protein_coding	chr3	195274736	195443078	-	7160	-0.121469070237063	5.81419177782596	-3.8075772959662	0.00018755385290714	0.011157086506144	-0.552133315183138	0.125021381582758
ENST00000527827.1	ENSG00000071894.15	CPSF1	protein_coding	chr8	144396015	144396730	-	619	0.396142527611022	-0.406759600353696	3.80567684379177	0.000188899575807901	0.0112285489442388	0.505485968947412	0.106026356321083
ENST00000464459.1	ENSG00000135951.14	TSGA10	protein_coding	chr2	99124767	99141149	-	2492	0.172875602765694	2.68863716001919	3.80391433729509	0.000190155787201729	0.0112945855270699	-0.00152921504600556	0.04194458268842
ENST00000514183.5	ENSG00000204628.11	RACK1	protein_coding	chr5	181238206	181243742	-	1439	0.202997870413604	1.75784446584722	3.80308588153203	0.000190748991493834	0.0113211710600348	0.166595742299291	0.136067592423083
ENST00000612247.1	ENSG00000276203.4	ANKRD20A3	protein_coding	chr9	66106815	66113551	-	5567	-0.218763736776742	3.75026524440555	-3.80199735897223	0.000191531077365914	0.0113589178224255	-0.20583373894802	0.0493382996257053
ENST00000321424.7	ENSG00000105366.15	SIGLEC8	protein_coding	chr19	51450997	51458454	-	2949	0.37652304418977	1.30007396798434	3.80106899270466	0.000192200491866858	0.011389930062994	0.231600201040305	0.62439791540145
ENST00000623150.1	ENSG00000279536.1	RP11-445N20.2	TEC	chr7	149881477	149882105	+	629	-0.323570281866093	-0.128262308013556	-3.80073920693789	0.000192438822429893	0.0113953681979621	0.454164718441109	0.188269026639248
ENST00000421528.6	ENSG00000162600.11	OMA1	protein_coding	chr1	58467927	58538818	-	2105	0.275483584495836	0.936911490753478	3.80037113618152	0.000192705151366141	0.0114024547326617	0.289325466682937	0.0197867370502007
ENST00000356090.8	ENSG00000020129.15	NCDN	protein_coding	chr1	35557792	35566779	+	3433	-0.192855250345063	7.01129907229945	-3.79997243171674	0.00019299404006329	0.011409192956556	-0.813939628138132	0.360893704827302
ENST00000297540.4	ENSG00000164902.13	PHAX	protein_coding	chr5	126600268	126627252	+	4288	-0.0688315559257806	5.50905042702905	-3.79980908603685	0.000193112513579778	0.011409192956556	-0.529230434815339	0.534153473760526
ENST00000315869.7	ENSG00000068323.16	TFE3	protein_coding	chrX	49028731	49043486	-	3415	-0.209250413432663	4.00827013420639	-3.79895201077919	0.000193735273961395	0.011437295026954	-0.256767564603	0.24032591882138
ENST00000467913.1	ENSG00000164050.12	PLXNB1	protein_coding	chr3	48413987	48415535	-	688	0.531599661858301	0.131417595359363	3.79604053186975	0.000195865018981305	0.0115476329845217	0.391322303846288	0.156955621332053
ENST00000425012.6	ENSG00000183283.15	DAZAP2	protein_coding	chr12	51238826	51246717	+	1117	-0.435320389153487	-0.158276674665658	-3.79599116182017	0.000195901323557352	0.0115476329845217	0.439474368401297	0.148945428229762
ENST00000444680.3	ENSG00000275064.1	CH17-262O2.1	unprocessed_pseudogene	chr1	145509047	145520594	+	1270	-0.704034912230402	-1.75068952842357	-3.79523010609394	0.000196461777424316	0.011571896359652	0.521234359462285	0.0425980088737972
ENST00000537498.1	ENSG00000256982.1	CTD-2555A7.2	lincRNA	chr16	89046172	89052965	-	2154	-0.244058740997939	1.80970751664019	-3.7934409902368	0.000197785296700058	0.0116410346846552	0.123204174155276	0.807808768232361
ENST00000409003.4	ENSG00000177570.13	SAMD12	protein_coding	chr8	118189459	118621945	-	8866	-0.104298297520155	6.80682832489876	-3.79278680476207	0.000198271342216782	0.0116601770148594	-0.805284222655986	0.526852714722062
ENST00000568556.1	ENSG00000261740.6	RP11-345J4.5	protein_coding	chr16	29443270	29454651	-	1305	-0.286723239997726	2.83320597867927	-3.79259982479644	0.000198410471905582	0.0116601770148594	-0.0709523773411513	0.0580458715823237
ENST00000606457.1	ENSG00000271830.1	RP11-1C8.7	lincRNA	chr8	103481266	103481619	-	354	0.35634060222823	-0.796621484957083	3.79161824180847	0.000199142374270238	0.0116931588039472	0.495021774539342	0.225200300584959
ENST00000562837.1	ENSG00000103479.15	RBL2	protein_coding	chr16	53466774	53470257	+	738	0.253366640819005	1.12548034887869	3.79144410787225	0.000199272481224823	0.0116931588039472	0.226678161980937	0.429276773988325
